# wave                 flux                   
  1.000408886465858    0.0                    
  1.0085866157830177   0.0                    
  1.0194902548725637   0.0                    
  1.0276679841897234   0.0                    
  1.0372086683930763   0.0                    
  1.046749352596429    0.0                    
  1.056290036799782    0.0                    
  1.0671936758893281   0.0                    
  1.0753714052064876   0.0                    
  1.0862750442960338   0.0                    
  1.0958157284993866   0.0                    
  1.1067193675889326   0.0                    
  1.1162600517922856   0.0                    
  1.1271636908818319   0.0                    
  1.138067329971378    0.0                    
  1.147608014174731    0.0                    
  1.158511653264277    0.0                    
  1.1694152923538232   0.0                    
  1.1803189314433693   0.0                    
  1.1912225705329154   0.0                    
  1.2021262096224616   0.0                    
  1.2130298487120077   0.0                    
  1.225296442687747    0.0                    
  1.2362000817772933   0.0                    
  1.2471037208668394   0.0                    
  1.2593703148425788   0.0                    
  1.2702739539321248   0.0                    
  1.2811775930216711   0.0                    
  1.2934441869974105   0.0                    
  1.3057107809731499   0.0                    
  1.3179773749488892   0.0                    
  1.3302439689246286   0.0                    
  1.342510562900368    0.0                    
  1.3547771568761073   0.0                    
  1.36840670573804     0.0                    
  1.379310344827586    0.0                    
  1.392939893689519    0.0                    
  1.4052064876652584   0.0                    
  1.418836036527191    0.0                    
  1.4324655853891237   0.0                    
  1.444732179364863    0.0                    
  1.4583617282267956   0.0                    
  1.4719912770887285   0.0                    
  1.4856208259506611   0.0                    
  1.4992503748125938   0.0                    
  1.5142428785607196   0.0                    
  1.5278724274226525   0.0                    
  1.5415019762845852   0.0                    
  1.5551315251465176   0.0                    
  1.5701240288946436   0.0                    
  1.5851165326427696   0.0                    
  1.6001090363908956   0.0                    
  1.613738585252828    0.0                    
  1.628731089000954    0.0                    
  1.64372359274908     0.0                    
  1.6600790513833992   0.0                    
  1.6750715551315252   0.0                    
  1.6900640588796512   0.0                    
  1.7064195175139703   0.0                    
  1.7214120212620965   0.0                    
  1.7377674798964156   0.0                    
  1.7541229385307346   0.0                    
  1.7691154422788606   0.0                    
  1.7854709009131797   0.0                    
  1.8031893144336923   0.0                    
  1.8195447730680114   0.0                    
  1.837263186588524    0.0                    
  1.8536186452228431   0.0                    
  1.8713370587433558   0.0                    
  1.8876925173776749   0.0                    
  1.9054109308981875   0.0                    
  1.9231293444186996   0.0                    
  1.9408477579392123   0.0                    
  1.9585661714597247   0.0                    
  1.9762845849802373   0.0                    
  1.995365953386943    0.0                    
  2.013084366907455    0.0                    
  2.032165735314161    0.004920858374249008   
  2.051247103720867    0.004875082947511807   
  2.0703284721275725   0.004830151307442574   
  2.088046885648085    0.00478916438381545    
  2.1084912089409844   0.00474272775436669    
  2.12757257734769     0.004700192079439635   
  2.148016900640589    0.004655456748734309   
  2.167098269047295    0.004614465305663692   
  2.187542592340194    0.004571339461685526   
  2.2079869156330925   0.004529012244447698   
  2.2270682840397984   0.004490207977971401   
  2.2488755622188905   0.004446666567275922   
  2.2693198855117895   0.004406606508111274   
  2.2911271636908817   0.004364663792983504   
  2.311571486983781    0.004326061224059711   
  2.3320158102766797   0.00428813549737304    
  2.355186043341966    0.004245948979169716   
  2.376993321521058    0.004206995318810361   
  2.39880059970015     0.004168749906821176   
  2.4206078778792426   0.004131193601354319   
  2.4424151560583347   0.004094307944199369   
  2.46558538912362     0.00405583186069943    
  2.488755622188906    0.004018072199345712   
  2.511925855254191    0.003981009135108665   
  2.535096088319477    0.003944623567744768   
  2.558266321384762    0.003908897088974571   
  2.581436554450048    0.0038738119514283367  
  2.605969742401527    0.003837343010463007   
  2.629139975466812    0.0038035250575455004  
  2.6550361183044844   0.0037664270205365865  
  2.6782063513697696   0.003733842155727873   
  2.704102494207442    0.003698084594760721   
  2.7286356821589206   0.0036648350829197153  
  2.7531688701103993   0.0036321781366362724  
  2.7790650129480716   0.003598332435510186   
  2.8049611557857435   0.007130223358605706   
  2.8308572986234157   0.00706499743476675    
  2.8581163963472807   0.006997615484983568   
  2.884012539184953    0.006934782453691181   
  2.9112716369088183   0.0068698500337128     
  2.9371677797464906   0.006809280590260112   
  2.964426877470356    0.006746666515866915   
  2.991685975194221    0.00668519347244216    
  3.0189450729180862   0.006624830551697761   
  3.047567125528145    0.006562611660112049   
  3.0761891781382036   0.009752325878606916   
  3.1048112307482625   0.009662422962254526   
  3.132070328472128    0.0095783287676309     
  3.1620553359683794   0.012649999717250466   
  3.192040343464632    0.01566396265868877    
  3.22066239607469     0.018629707581900815   
  3.2506474035709423   0.03691572244530953    
  3.280632411067194    0.12192771266023797    
  3.3106174185634454   0.1782144836385145     
  3.341965380945891    0.050868271334403685   
  3.3719503884421425   0.023725140941003302   
  3.4032983508245875   0.01762995555307634    
  3.436009268093226    0.014551765389388774   
  3.465994275589478    0.014425875165807747   
  3.4987051928581168   0.011432800679400498   
  3.531416110126755    0.011326900557321915   
  3.564127027395393    0.011222944299816857   
  3.5968379446640317   0.011120878872308101   
  3.6309118168188634   0.011016516270278184   
  3.6636227340875016   0.010918154517864986   
  3.6976966062423333   0.013521931642701475   
  3.7331334332833586   0.013393574496768564   
  3.7658443505519967   0.013277235087458959   
  3.801281177593022    0.013153460217514915   
  3.8367180046340468   0.013031971775008562   
  3.8721548316750716   0.012912706985796937   
  3.907591658716097    0.012795605352859818   
  3.944391440643315    0.015211471671054464   
  3.9798282676843395   0.015076027060284802   
  4.017991004497751    0.01493283548712063    
  4.054790786424969    0.014797310593624075   
  4.092953523238381    0.014659340331678861   
  4.1297533051655995   0.016950165088666546   
  4.1679160419790104   0.016794964100281112   
  4.206078778792422    0.016642579461652506   
  4.245604470492027    0.016487640519633914   
  4.283767207305439    0.01867515071207196    
  4.324655853891237    0.018498581370325295   
  4.364181545590841    0.018331042688332966   
  4.405070192176639    0.01816089068318136    
  4.4459588387624365   0.02024310319555968    
  4.486847485348235    0.02005862777154182    
  4.527736131934033    0.019877484233568835   
  4.569987733406024    0.019693707910502734   
  4.612239334878016    0.021681442403456912   
  4.6558538912362      0.021478337556586125   
  4.6981054927081916   0.02128517583211436    
  4.741720049066376    0.023198332728565887   
  4.785334605424561    0.022986898195010173   
  4.830312116668938    0.022772855407076954   
  4.873926673027123    0.024620804818809634   
  4.918904184271502    0.02439567692769832    
  4.965244650402072    0.026181991902675204   
  5.011585116532643    0.025939895703411955   
  5.057925582663214    0.027679331834362508   
  5.104266048793786    0.029387184078289125   
  5.151969469810549    0.03105608396192707    
  5.199672890827314    0.03461756362983784    
  5.247376311844078    0.03811428628223283    
  5.296442687747036    0.03964925249343487    
  5.345509063649994    0.037414584953237226   
  5.394575439552951    0.03522056550043529    
  5.4436418154559085   0.036740110712718176   
  5.4940711462450595   0.03822302038935448    
  5.545863431920403    0.03966920597821613    
  5.597655717595748    0.044661553445337225   
  5.648085048384899    0.051344834429905915   
  5.701240288946436    0.05788214430337656    
  5.7530325746217805   0.055622836946735046   
  5.807550770069511    0.05165689010710762    
  5.8607060106310485   0.052894651569599334   
  5.915224206078779    0.05578825106475211    
  5.969742401526509    0.0636543371007867     
  6.025623551860433    0.0763406482973241     
  6.080141747308164    0.10197130766611842    
  6.137385852528282    0.15315967094175503    
  6.193267002862205    0.23089589822092946    
  6.250511108082323    0.22878128249365537    
  6.3091181681886335   0.15691575005338268    
  6.367725228294944    0.11307020997245834    
  6.426332288401254    0.09336585736856227    
  6.484939348507565    0.08635393059043234    
  6.544909363500069    0.08556268258002438    
  6.606242333378765    0.0877957474221292     
  6.667575303257463    0.08998773865346915    
  6.728908273136159    0.09213976169709424    
  6.79160419790105     0.09128918392505604    
  6.85430012266594     0.09045416653381473    
  6.91699604743083     0.0910799993106297     
  6.981054927081914    0.09454158907498014    
  7.046476761619191    0.10075957142292184    
  7.110535641270275    0.10829001073524688    
  7.177320430693744    0.11982187817995874    
  7.242742265231021    0.13392717745414479    
  7.309527054654492    0.15185661206333442    
  7.377674798964155    0.17756271162337875    
  7.4458225432738185   0.2135425635163609     
  7.515333242469675    0.26346137359343796    
  7.584843941665531    0.30719154429885576    
  7.654354640861388    0.31615991025229123    
  7.726591249829631    0.30802718009619007    
  7.797464903911681    0.3065098893494482     
  7.86833855799373     0.2935816660345313     
  7.9419381218481675   0.2556051105214818     
  8.015537685702604    0.2133356619602846     
  8.090500204443233    0.18045856266651514    
  8.165462723183863    0.16043180738062918    
  8.240425241924493    0.15169120079391335    
  8.316750715551317    0.1502990822681088     
  8.394439144064332    0.15486442036279552    
  8.470764617691154    0.1676353931637992     
  8.549816001090363    0.1906473770925308     
  8.628867384489574    0.19701311561926113    
  8.709281722774977    0.1687854492944171     
  8.788333106174186    0.1388204126847589     
  8.870110399345782    0.12062984611003327    
  8.953250647403571    0.10945745379726243    
  9.035027940575167    0.10403952304280024    
  9.118168188632957    0.10089746072420623    
  9.202671391576938    0.09997097337750886    
  9.288537549407115    0.09904681030740127    
  9.37440370723729     0.09920631073681759    
  9.460269865067467    0.09936291575431824    
  9.548861932670029    0.09844105027843604    
  9.636091045386399    0.09858769324662155    
  9.726046067875153    0.09870403366823234    
  9.816001090363908    0.09881824784661558    
  9.907319067738857    0.09891677176973682    
  9.998637045113806    0.10001363140676117    
