#    wavelength_obsframe_um         flux_obsframe_mJy
               0.0257860859          1.0737700000e-26
               0.0257979636          1.0737700000e-26
               0.0258098467          1.0737700000e-26
               0.0258217354          1.0737700000e-26
               0.0258336294          1.0737700000e-26
               0.0258455290          1.0737700000e-26
               0.0258574341          1.0737700000e-26
               0.0258693446          1.0737700000e-26
               0.0258812606          1.0737700000e-26
               0.0258931821          1.0737700000e-26
               0.0259051091          1.0737700000e-26
               0.0259170416          1.0737700000e-26
               0.0259289796          1.0737700000e-26
               0.0259409231          1.0737700000e-26
               0.0259528721          1.0737700000e-26
               0.0259648265          1.0737700000e-26
               0.0259767865          1.0737700000e-26
               0.0259887521          1.0737700000e-26
               0.0260007231          1.0737700000e-26
               0.0260126996          1.0737700000e-26
               0.0260246817          1.0737700000e-26
               0.0260366692          1.0737700000e-26
               0.0260486623          1.0737700000e-26
               0.0260606609          1.0737700000e-26
               0.0260726651          1.0737700000e-26
               0.0260846747          1.0737700000e-26
               0.0260966899          1.0737700000e-26
               0.0261087107          1.0737700000e-26
               0.0261207370          1.0737700000e-26
               0.0261327688          1.0737700000e-26
               0.0261448061          1.0737700000e-26
               0.0261568490          1.0737700000e-26
               0.0261688975          1.0737700000e-26
               0.0261809515          1.0737700000e-26
               0.0261930110          1.0737700000e-26
               0.0262050761          1.0737700000e-26
               0.0262171468          1.0737700000e-26
               0.0262292230          1.0737700000e-26
               0.0262413048          1.0737700000e-26
               0.0262533922          1.0737700000e-26
               0.0262654851          1.0737700000e-26
               0.0262775836          1.0737700000e-26
               0.0262896876          1.0737700000e-26
               0.0263017973          1.0737700000e-26
               0.0263139125          1.0737700000e-26
               0.0263260333          1.0737700000e-26
               0.0263381596          1.0737700000e-26
               0.0263502916          1.0737700000e-26
               0.0263624292          1.0737700000e-26
               0.0263745723          1.0737700000e-26
               0.0263867210          1.0737700000e-26
               0.0263988754          1.0737700000e-26
               0.0264110353          1.0737700000e-26
               0.0264232008          1.0737700000e-26
               0.0264353720          1.0737700000e-26
               0.0264475487          1.0737700000e-26
               0.0264597311          1.0737700000e-26
               0.0264719190          1.0737700000e-26
               0.0264841126          1.0737700000e-26
               0.0264963118          1.0737700000e-26
               0.0265085166          1.0737700000e-26
               0.0265207270          1.0737700000e-26
               0.0265329431          1.0737700000e-26
               0.0265451648          1.0737700000e-26
               0.0265573921          1.0737700000e-26
               0.0265696251          1.0737700000e-26
               0.0265818636          1.0737700000e-26
               0.0265941079          1.0737700000e-26
               0.0266063577          1.0737700000e-26
               0.0266186132          1.0737700000e-26
               0.0266308744          1.0737700000e-26
               0.0266431412          1.0737700000e-26
               0.0266554136          1.0737700000e-26
               0.0266676917          1.0737700000e-26
               0.0266799755          1.0737700000e-26
               0.0266922649          1.0737700000e-26
               0.0267045599          1.0737700000e-26
               0.0267168607          1.0737700000e-26
               0.0267291671          1.0737700000e-26
               0.0267414792          1.0737700000e-26
               0.0267537969          1.0737700000e-26
               0.0267661203          1.0737700000e-26
               0.0267784494          1.0737700000e-26
               0.0267907842          1.0737700000e-26
               0.0268031246          1.0737700000e-26
               0.0268154708          1.0737700000e-26
               0.0268278226          1.0737700000e-26
               0.0268401801          1.0737700000e-26
               0.0268525433          1.0737700000e-26
               0.0268649122          1.0737700000e-26
               0.0268772868          1.0737700000e-26
               0.0268896671          1.0737700000e-26
               0.0269020531          1.0737700000e-26
               0.0269144448          1.0737700000e-26
               0.0269268422          1.0737700000e-26
               0.0269392454          1.0737700000e-26
               0.0269516542          1.0737700000e-26
               0.0269640687          1.0737700000e-26
               0.0269764890          1.0737700000e-26
               0.0269889150          1.0737700000e-26
               0.0270013467          1.0737700000e-26
               0.0270137842          1.0737700000e-26
               0.0270262273          1.0737700000e-26
               0.0270386762          1.0737700000e-26
               0.0270511309          1.0737700000e-26
               0.0270635913          1.0737700000e-26
               0.0270760574          1.0737700000e-26
               0.0270885292          1.0737700000e-26
               0.0271010068          1.0737700000e-26
               0.0271134902          1.0737700000e-26
               0.0271259793          1.0737700000e-26
               0.0271384741          1.0737700000e-26
               0.0271509747          1.0737700000e-26
               0.0271634811          1.0737700000e-26
               0.0271759932          1.0737700000e-26
               0.0271885111          1.0737700000e-26
               0.0272010348          1.0737700000e-26
               0.0272135642          1.0737700000e-26
               0.0272260994          1.0737700000e-26
               0.0272386404          1.0737700000e-26
               0.0272511871          1.0737700000e-26
               0.0272637396          1.0737700000e-26
               0.0272762979          1.0737700000e-26
               0.0272888620          1.0737700000e-26
               0.0273014319          1.0737700000e-26
               0.0273140076          1.0737700000e-26
               0.0273265890          1.0737700000e-26
               0.0273391763          1.0737700000e-26
               0.0273517694          1.0737700000e-26
               0.0273643682          1.0737700000e-26
               0.0273769729          1.0737700000e-26
               0.0273895833          1.0737700000e-26
               0.0274021996          1.0737700000e-26
               0.0274148217          1.0737700000e-26
               0.0274274496          1.0737700000e-26
               0.0274400833          1.0737700000e-26
               0.0274527229          1.0737700000e-26
               0.0274653682          1.0737700000e-26
               0.0274780194          1.0737700000e-26
               0.0274906764          1.0737700000e-26
               0.0275033392          1.0737700000e-26
               0.0275160079          1.0737700000e-26
               0.0275286824          1.0737700000e-26
               0.0275413628          1.0737700000e-26
               0.0275540490          1.0737700000e-26
               0.0275667410          1.0737700000e-26
               0.0275794389          1.0737700000e-26
               0.0275921426          1.0737700000e-26
               0.0276048522          1.0737700000e-26
               0.0276175676          1.0737700000e-26
               0.0276302889          1.0737700000e-26
               0.0276430160          1.0737700000e-26
               0.0276557490          1.0737700000e-26
               0.0276684879          1.0737700000e-26
               0.0276812327          1.0737700000e-26
               0.0276939833          1.0737700000e-26
               0.0277067398          1.0737700000e-26
               0.0277195021          1.0737700000e-26
               0.0277322704          1.0737700000e-26
               0.0277450445          1.0737700000e-26
               0.0277578245          1.0737700000e-26
               0.0277706104          1.0737700000e-26
               0.0277834022          1.0737700000e-26
               0.0277961999          1.0737700000e-26
               0.0278090034          1.0737700000e-26
               0.0278218129          1.0737700000e-26
               0.0278346283          1.0737700000e-26
               0.0278474495          1.0737700000e-26
               0.0278602767          1.0737700000e-26
               0.0278731098          1.0737700000e-26
               0.0278859488          1.0737700000e-26
               0.0278987937          1.0737700000e-26
               0.0279116445          1.0737700000e-26
               0.0279245013          1.0737700000e-26
               0.0279373640          1.0737700000e-26
               0.0279502326          1.0737700000e-26
               0.0279631071          1.0737700000e-26
               0.0279759875          1.0737700000e-26
               0.0279888739          1.0737700000e-26
               0.0280017662          1.0737700000e-26
               0.0280146645          1.0737700000e-26
               0.0280275687          1.0737700000e-26
               0.0280404788          1.0737700000e-26
               0.0280533949          1.0737700000e-26
               0.0280663170          1.0737700000e-26
               0.0280792450          1.0737700000e-26
               0.0280921789          1.0737700000e-26
               0.0281051188          1.0737700000e-26
               0.0281180647          1.0737700000e-26
               0.0281310165          1.0737700000e-26
               0.0281439743          1.0737700000e-26
               0.0281569381          1.0737700000e-26
               0.0281699078          1.0737700000e-26
               0.0281828835          1.0737700000e-26
               0.0281958652          1.0737700000e-26
               0.0282088529          1.0737700000e-26
               0.0282218465          1.0737700000e-26
               0.0282348462          1.0737700000e-26
               0.0282478518          1.0737700000e-26
               0.0282608634          1.0737700000e-26
               0.0282738810          1.0737700000e-26
               0.0282869046          1.0737700000e-26
               0.0282999342          1.0737700000e-26
               0.0283129698          1.0737700000e-26
               0.0283260114          1.0737700000e-26
               0.0283390590          1.0737700000e-26
               0.0283521126          1.0737700000e-26
               0.0283651723          1.0737700000e-26
               0.0283782379          1.0737700000e-26
               0.0283913096          1.0737700000e-26
               0.0284043873          1.0737700000e-26
               0.0284174710          1.0737700000e-26
               0.0284305608          1.0737700000e-26
               0.0284436565          1.0737700000e-26
               0.0284567583          1.0737700000e-26
               0.0284698662          1.0737700000e-26
               0.0284829801          1.0737700000e-26
               0.0284961000          1.0737700000e-26
               0.0285092259          1.0737700000e-26
               0.0285223579          1.0737700000e-26
               0.0285354960          1.0737700000e-26
               0.0285486401          1.0737700000e-26
               0.0285617903          1.0737700000e-26
               0.0285749465          1.0737700000e-26
               0.0285881088          1.0737700000e-26
               0.0286012771          1.0737700000e-26
               0.0286144515          1.0737700000e-26
               0.0286276320          1.0737700000e-26
               0.0286408185          1.0737700000e-26
               0.0286540112          1.0737700000e-26
               0.0286672099          1.0737700000e-26
               0.0286804146          1.0737700000e-26
               0.0286936255          1.0737700000e-26
               0.0287068424          1.0737700000e-26
               0.0287200655          1.0737700000e-26
               0.0287332946          1.0737700000e-26
               0.0287465298          1.0737700000e-26
               0.0287597711          1.0737700000e-26
               0.0287730186          1.0737700000e-26
               0.0287862721          1.0737700000e-26
               0.0287995317          1.0737700000e-26
               0.0288127974          1.0737700000e-26
               0.0288260693          1.0737700000e-26
               0.0288393472          1.0737700000e-26
               0.0288526313          1.0737700000e-26
               0.0288659215          1.0737700000e-26
               0.0288792178          1.0737700000e-26
               0.0288925202          1.0737700000e-26
               0.0289058288          1.0737700000e-26
               0.0289191435          1.0737700000e-26
               0.0289324643          1.0737700000e-26
               0.0289457912          1.0737700000e-26
               0.0289591243          1.0737700000e-26
               0.0289724636          1.0737700000e-26
               0.0289858090          1.0737700000e-26
               0.0289991605          1.0737700000e-26
               0.0290125182          1.0737700000e-26
               0.0290258820          1.0737700000e-26
               0.0290392520          1.0737700000e-26
               0.0290526282          1.0737700000e-26
               0.0290660105          1.0737700000e-26
               0.0290793989          1.0737700000e-26
               0.0290927936          1.0737700000e-26
               0.0291061944          1.0737700000e-26
               0.0291196014          1.0737700000e-26
               0.0291330145          1.0737700000e-26
               0.0291464339          1.0737700000e-26
               0.0291598594          1.0737700000e-26
               0.0291732911          1.0737700000e-26
               0.0291867290          1.0737700000e-26
               0.0292001731          1.0737700000e-26
               0.0292136234          1.0737700000e-26
               0.0292270798          1.0737700000e-26
               0.0292405425          1.0737700000e-26
               0.0292540114          1.0737700000e-26
               0.0292674864          1.0737700000e-26
               0.0292809677          1.0737700000e-26
               0.0292944552          1.0737700000e-26
               0.0293079489          1.0737700000e-26
               0.0293214488          1.0737700000e-26
               0.0293349550          1.0737700000e-26
               0.0293484673          1.0737700000e-26
               0.0293619859          1.0737700000e-26
               0.0293755107          1.0737700000e-26
               0.0293890417          1.0737700000e-26
               0.0294025790          1.0737700000e-26
               0.0294161225          1.0737700000e-26
               0.0294296723          1.0737700000e-26
               0.0294432283          1.0737700000e-26
               0.0294567905          1.0737700000e-26
               0.0294703590          1.0737700000e-26
               0.0294839337          1.0737700000e-26
               0.0294975147          1.0737700000e-26
               0.0295111019          1.0737700000e-26
               0.0295246954          1.0737700000e-26
               0.0295382952          1.0737700000e-26
               0.0295519012          1.0737700000e-26
               0.0295655135          1.0737700000e-26
               0.0295791320          1.0737700000e-26
               0.0295927568          1.0737700000e-26
               0.0296063880          1.0737700000e-26
               0.0296200253          1.0737700000e-26
               0.0296336690          1.0737700000e-26
               0.0296473190          1.0737700000e-26
               0.0296609752          1.0737700000e-26
               0.0296746377          1.0737700000e-26
               0.0296883065          1.0737700000e-26
               0.0297019817          1.0737700000e-26
               0.0297156631          1.0737700000e-26
               0.0297293508          1.0737700000e-26
               0.0297430448          1.0737700000e-26
               0.0297567452          1.0737700000e-26
               0.0297704518          1.0737700000e-26
               0.0297841648          1.0737700000e-26
               0.0297978840          1.0737700000e-26
               0.0298116096          1.0737700000e-26
               0.0298253415          1.0737700000e-26
               0.0298390798          1.0737700000e-26
               0.0298528244          1.0737700000e-26
               0.0298665753          1.0737700000e-26
               0.0298803325          1.0737700000e-26
               0.0298940961          1.0737700000e-26
               0.0299078660          1.0737700000e-26
               0.0299216422          1.0737700000e-26
               0.0299354248          1.0737700000e-26
               0.0299492138          1.0737700000e-26
               0.0299630091          1.0737700000e-26
               0.0299768107          1.0737700000e-26
               0.0299906187          1.0737700000e-26
               0.0300044331          1.0737700000e-26
               0.0300182538          1.0737700000e-26
               0.0300320809          1.0737700000e-26
               0.0300459144          1.0737700000e-26
               0.0300597542          1.0737700000e-26
               0.0300736005          1.0737700000e-26
               0.0300874531          1.0737700000e-26
               0.0301013120          1.0737700000e-26
               0.0301151774          1.0737700000e-26
               0.0301290491          1.0737700000e-26
               0.0301429273          1.0737700000e-26
               0.0301568118          1.0737700000e-26
               0.0301707027          1.0737700000e-26
               0.0301846000          1.0737700000e-26
               0.0301985038          1.0737700000e-26
               0.0302124139          1.0737700000e-26
               0.0302263304          1.0737700000e-26
               0.0302402534          1.0737700000e-26
               0.0302541827          1.0737700000e-26
               0.0302681185          1.0737700000e-26
               0.0302820607          1.0737700000e-26
               0.0302960093          1.0737700000e-26
               0.0303099644          1.0737700000e-26
               0.0303239258          1.0737700000e-26
               0.0303378937          1.0737700000e-26
               0.0303518681          1.0737700000e-26
               0.0303658488          1.0737700000e-26
               0.0303798360          1.0737700000e-26
               0.0303938297          1.0737700000e-26
               0.0304078298          1.0737700000e-26
               0.0304218363          1.0737700000e-26
               0.0304358493          1.0737700000e-26
               0.0304498688          1.0737700000e-26
               0.0304638947          1.0737700000e-26
               0.0304779271          1.0737700000e-26
               0.0304919659          1.0737700000e-26
               0.0305060112          1.0737700000e-26
               0.0305200630          1.0737700000e-26
               0.0305341212          1.0737700000e-26
               0.0305481860          1.0737700000e-26
               0.0305622572          1.0737700000e-26
               0.0305763348          1.0737700000e-26
               0.0305904190          1.0737700000e-26
               0.0306045097          1.0737700000e-26
               0.0306186068          1.0737700000e-26
               0.0306327104          1.0737700000e-26
               0.0306468206          1.0737700000e-26
               0.0306609372          1.0737700000e-26
               0.0306750603          1.0737700000e-26
               0.0306891900          1.0737700000e-26
               0.0307033261          1.0737700000e-26
               0.0307174688          1.0737700000e-26
               0.0307316180          1.0737700000e-26
               0.0307457737          1.0737700000e-26
               0.0307599359          1.0737700000e-26
               0.0307741046          1.0737700000e-26
               0.0307882799          1.0737700000e-26
               0.0308024617          1.0737700000e-26
               0.0308166500          1.0737700000e-26
               0.0308308448          1.0737700000e-26
               0.0308450462          1.0737700000e-26
               0.0308592542          1.0737700000e-26
               0.0308734687          1.0737700000e-26
               0.0308876897          1.0737700000e-26
               0.0309019173          1.0737700000e-26
               0.0309161514          1.0737700000e-26
               0.0309303921          1.0737700000e-26
               0.0309446394          1.0737700000e-26
               0.0309588932          1.0737700000e-26
               0.0309731536          1.0737700000e-26
               0.0309874205          1.0737700000e-26
               0.0310016940          1.0737700000e-26
               0.0310159741          1.0737700000e-26
               0.0310302608          1.0737700000e-26
               0.0310445541          1.0737700000e-26
               0.0310588539          1.0737700000e-26
               0.0310731603          1.0737700000e-26
               0.0310874733          1.0737700000e-26
               0.0311017929          1.0737700000e-26
               0.0311161191          1.0737700000e-26
               0.0311304519          1.0737700000e-26
               0.0311447913          1.0737700000e-26
               0.0311591374          1.0737700000e-26
               0.0311734900          1.0737700000e-26
               0.0311878492          1.0737700000e-26
               0.0312022150          1.0737700000e-26
               0.0312165875          1.0737700000e-26
               0.0312309666          1.0737700000e-26
               0.0312453523          1.0737700000e-26
               0.0312597446          1.0737700000e-26
               0.0312741436          1.0737700000e-26
               0.0312885492          1.0737700000e-26
               0.0313029614          1.0737700000e-26
               0.0313173803          1.0737700000e-26
               0.0313318058          1.0737700000e-26
               0.0313462379          1.0737700000e-26
               0.0313606767          1.0737700000e-26
               0.0313751222          1.0737700000e-26
               0.0313895743          1.0737700000e-26
               0.0314040330          1.0737700000e-26
               0.0314184985          1.0737700000e-26
               0.0314329706          1.0737700000e-26
               0.0314474493          1.0737700000e-26
               0.0314619347          1.0737700000e-26
               0.0314764268          1.0737700000e-26
               0.0314909256          1.0737700000e-26
               0.0315054310          1.0737700000e-26
               0.0315199432          1.0737700000e-26
               0.0315344620          1.0737700000e-26
               0.0315489875          1.0737700000e-26
               0.0315635197          1.0737700000e-26
               0.0315780586          1.0737700000e-26
               0.0315926041          1.0737700000e-26
               0.0316071564          1.0737700000e-26
               0.0316217154          1.0737700000e-26
               0.0316362811          1.0737700000e-26
               0.0316508535          1.0737700000e-26
               0.0316654326          1.0737700000e-26
               0.0316800184          1.0737700000e-26
               0.0316946110          1.0737700000e-26
               0.0317092103          1.0737700000e-26
               0.0317238163          1.0737700000e-26
               0.0317384290          1.0737700000e-26
               0.0317530484          1.0737700000e-26
               0.0317676746          1.0737700000e-26
               0.0317823075          1.0737700000e-26
               0.0317969472          1.0737700000e-26
               0.0318115936          1.0737700000e-26
               0.0318262468          1.0737700000e-26
               0.0318409067          1.0737700000e-26
               0.0318555733          1.0737700000e-26
               0.0318702467          1.0737700000e-26
               0.0318849269          1.0737700000e-26
               0.0318996138          1.0737700000e-26
               0.0319143075          1.0737700000e-26
               0.0319290080          1.0737700000e-26
               0.0319437152          1.0737700000e-26
               0.0319584293          1.0737700000e-26
               0.0319731500          1.0737700000e-26
               0.0319878776          1.0737700000e-26
               0.0320026120          1.0737700000e-26
               0.0320173531          1.0737700000e-26
               0.0320321010          1.0737700000e-26
               0.0320468558          1.0737700000e-26
               0.0320616173          1.0737700000e-26
               0.0320763856          1.0737700000e-26
               0.0320911607          1.0737700000e-26
               0.0321059427          1.0737700000e-26
               0.0321207314          1.0737700000e-26
               0.0321355269          1.0737700000e-26
               0.0321503293          1.0737700000e-26
               0.0321651385          1.0737700000e-26
               0.0321799545          1.0737700000e-26
               0.0321947773          1.0737700000e-26
               0.0322096070          1.0737700000e-26
               0.0322244435          1.0737700000e-26
               0.0322392868          1.0737700000e-26
               0.0322541370          1.0737700000e-26
               0.0322689940          1.0737700000e-26
               0.0322838578          1.0737700000e-26
               0.0322987285          1.0737700000e-26
               0.0323136060          1.0737700000e-26
               0.0323284904          1.0737700000e-26
               0.0323433817          1.0737700000e-26
               0.0323582798          1.0737700000e-26
               0.0323731847          1.0737700000e-26
               0.0323880966          1.0737700000e-26
               0.0324030153          1.0737700000e-26
               0.0324179409          1.0737700000e-26
               0.0324328733          1.0737700000e-26
               0.0324478126          1.0737700000e-26
               0.0324627589          1.0737700000e-26
               0.0324777120          1.0737700000e-26
               0.0324926719          1.0737700000e-26
               0.0325076388          1.0737700000e-26
               0.0325226126          1.0737700000e-26
               0.0325375932          1.0737700000e-26
               0.0325525808          1.0737700000e-26
               0.0325675753          1.0737700000e-26
               0.0325825767          1.0737700000e-26
               0.0325975849          1.0737700000e-26
               0.0326126001          1.0737700000e-26
               0.0326276223          1.0737700000e-26
               0.0326426513          1.0737700000e-26
               0.0326576873          1.0737700000e-26
               0.0326727301          1.0737700000e-26
               0.0326877800          1.0737700000e-26
               0.0327028367          1.0737700000e-26
               0.0327179004          1.0737700000e-26
               0.0327329710          1.0737700000e-26
               0.0327480486          1.0737700000e-26
               0.0327631331          1.0737700000e-26
               0.0327782245          1.0737700000e-26
               0.0327933229          1.0737700000e-26
               0.0328084283          1.0737700000e-26
               0.0328235406          1.0737700000e-26
               0.0328386599          1.0737700000e-26
               0.0328537861          1.0737700000e-26
               0.0328689193          1.0737700000e-26
               0.0328840595          1.0737700000e-26
               0.0328992067          1.0737700000e-26
               0.0329143608          1.0737700000e-26
               0.0329295219          1.0737700000e-26
               0.0329446900          1.0737700000e-26
               0.0329598651          1.0737700000e-26
               0.0329750472          1.0737700000e-26
               0.0329902363          1.0737700000e-26
               0.0330054323          1.0737700000e-26
               0.0330206354          1.0737700000e-26
               0.0330358455          1.0737700000e-26
               0.0330510625          1.0737700000e-26
               0.0330662866          1.0737700000e-26
               0.0330815177          1.0737700000e-26
               0.0330967558          1.0737700000e-26
               0.0331120009          1.0737700000e-26
               0.0331272531          1.0737700000e-26
               0.0331425123          1.0737700000e-26
               0.0331577785          1.0737700000e-26
               0.0331730517          1.0737700000e-26
               0.0331883320          1.0737700000e-26
               0.0332036193          1.0737700000e-26
               0.0332189136          1.0737700000e-26
               0.0332342150          1.0737700000e-26
               0.0332495235          1.0737700000e-26
               0.0332648390          1.0737700000e-26
               0.0332801615          1.0737700000e-26
               0.0332954912          1.0737700000e-26
               0.0333108278          1.0737700000e-26
               0.0333261716          1.0737700000e-26
               0.0333415224          1.0737700000e-26
               0.0333568802          1.0737700000e-26
               0.0333722452          1.0737700000e-26
               0.0333876172          1.0737700000e-26
               0.0334029963          1.0737700000e-26
               0.0334183825          1.0737700000e-26
               0.0334337758          1.0737700000e-26
               0.0334491762          1.0737700000e-26
               0.0334645836          1.0737700000e-26
               0.0334799982          1.0737700000e-26
               0.0334954198          1.0737700000e-26
               0.0335108486          1.0737700000e-26
               0.0335262845          1.0737700000e-26
               0.0335417275          1.0737700000e-26
               0.0335571775          1.0737700000e-26
               0.0335726348          1.0737700000e-26
               0.0335880991          1.0737700000e-26
               0.0336035705          1.0737700000e-26
               0.0336190491          1.0737700000e-26
               0.0336345348          1.0737700000e-26
               0.0336500277          1.0737700000e-26
               0.0336655277          1.0737700000e-26
               0.0336810348          1.0737700000e-26
               0.0336965490          1.0737700000e-26
               0.0337120704          1.0737700000e-26
               0.0337275990          1.0737700000e-26
               0.0337431347          1.0737700000e-26
               0.0337586776          1.0737700000e-26
               0.0337742276          1.0737700000e-26
               0.0337897848          1.0737700000e-26
               0.0338053491          1.0737700000e-26
               0.0338209207          1.0737700000e-26
               0.0338364994          1.0737700000e-26
               0.0338520852          1.0737700000e-26
               0.0338676783          1.0737700000e-26
               0.0338832785          1.0737700000e-26
               0.0338988859          1.0737700000e-26
               0.0339145006          1.0737700000e-26
               0.0339301224          1.0737700000e-26
               0.0339457513          1.0737700000e-26
               0.0339613875          1.0737700000e-26
               0.0339770309          1.0737700000e-26
               0.0339926815          1.0737700000e-26
               0.0340083394          1.0737700000e-26
               0.0340240044          1.0737700000e-26
               0.0340396766          1.0737700000e-26
               0.0340553561          1.0737700000e-26
               0.0340710428          1.0737700000e-26
               0.0340867367          1.0737700000e-26
               0.0341024378          1.0737700000e-26
               0.0341181462          1.0737700000e-26
               0.0341338618          1.0737700000e-26
               0.0341495846          1.0737700000e-26
               0.0341653147          1.0737700000e-26
               0.0341810521          1.0737700000e-26
               0.0341967966          1.0737700000e-26
               0.0342125485          1.0737700000e-26
               0.0342283076          1.0737700000e-26
               0.0342440739          1.0737700000e-26
               0.0342598475          1.0737700000e-26
               0.0342756284          1.0737700000e-26
               0.0342914165          1.0737700000e-26
               0.0343072120          1.0737700000e-26
               0.0343230147          1.0737700000e-26
               0.0343388246          1.0737700000e-26
               0.0343546419          1.0737700000e-26
               0.0343704664          1.0737700000e-26
               0.0343862983          1.0737700000e-26
               0.0344021374          1.0737700000e-26
               0.0344179838          1.0737700000e-26
               0.0344338375          1.0737700000e-26
               0.0344496985          1.0737700000e-26
               0.0344655669          1.0737700000e-26
               0.0344814425          1.0737700000e-26
               0.0344973254          1.0737700000e-26
               0.0345132157          1.0737700000e-26
               0.0345291133          1.0737700000e-26
               0.0345450182          1.0737700000e-26
               0.0345609304          1.0737700000e-26
               0.0345768500          1.0737700000e-26
               0.0345927769          1.0737700000e-26
               0.0346087111          1.0737700000e-26
               0.0346246527          1.0737700000e-26
               0.0346406016          1.0737700000e-26
               0.0346565579          1.0737700000e-26
               0.0346725215          1.0737700000e-26
               0.0346884924          1.0737700000e-26
               0.0347044708          1.0737700000e-26
               0.0347204564          1.0737700000e-26
               0.0347364495          1.0737700000e-26
               0.0347524499          1.0737700000e-26
               0.0347684577          1.0737700000e-26
               0.0347844728          1.0737700000e-26
               0.0348004953          1.0737700000e-26
               0.0348165253          1.0737700000e-26
               0.0348325626          1.0737700000e-26
               0.0348486072          1.0737700000e-26
               0.0348646593          1.0737700000e-26
               0.0348807188          1.0737700000e-26
               0.0348967856          1.0737700000e-26
               0.0349128599          1.0737700000e-26
