#    wavelength_obsframe_um         flux_obsframe_mJy
               1.3151806959          9.3482548865e-03
               1.3157864985          9.3413747638e-03
               1.3163925801          9.3344997048e-03
               1.3169989409          9.3276297057e-03
               1.3176055810          9.3207647628e-03
               1.3182125005          9.3142142507e-03
               1.3188196996          9.3128643413e-03
               1.3194271784          9.3115146275e-03
               1.3200349370          9.3101651094e-03
               1.3206429756          9.3088161348e-03
               1.3212512942          9.3074781572e-03
               1.3218598930          9.3061403719e-03
               1.3224687722          9.3048027789e-03
               1.3230779318          9.3036318967e-03
               1.3236873720          9.3144783330e-03
               1.3242970930          9.3253374143e-03
               1.3249070948          9.3362091555e-03
               1.3255173776          9.3470935713e-03
               1.3261279415          9.3579906764e-03
               1.3267387866          9.3689004856e-03
               1.3273499131          9.3798230138e-03
               1.3279613211          9.3907667337e-03
               1.3285730107          9.4116580134e-03
               1.3291849821          9.4325957691e-03
               1.3297972354          9.4535801043e-03
               1.3304097706          9.4746111225e-03
               1.3310225881          9.4956889275e-03
               1.3316356878          9.5168136236e-03
               1.3322490699          9.5379853150e-03
               1.3328627346          9.5586432127e-03
               1.3334766819          9.5478194952e-03
               1.3340909120          9.5370080340e-03
               1.3347054251          9.5262088150e-03
               1.3353202212          9.5154218246e-03
               1.3359353005          9.5046470488e-03
               1.3365506631          9.4938844738e-03
               1.3371663092          9.4831340857e-03
               1.3377822389          9.4734998924e-03
               1.3383984522          9.4801921779e-03
               1.3390149494          9.4868891910e-03
               1.3396317306          9.4935909350e-03
               1.3402487959          9.5002974133e-03
               1.3408661454          9.5070086291e-03
               1.3414837793          9.5137245859e-03
               1.3421016977          9.5204452870e-03
               1.3427199007          9.5267842907e-03
               1.3433383884          9.5307180082e-03
               1.3439571611          9.5346533500e-03
               1.3445762188          9.5385903167e-03
               1.3451955616          9.5425359937e-03
               1.3458151897          9.5465142078e-03
               1.3464351033          9.5504940804e-03
               1.3470553023          9.5544756122e-03
               1.3476757871          9.5616439550e-03
               1.3482965576          9.5788083542e-03
               1.3489176141          9.5960035657e-03
               1.3495389567          9.6132296449e-03
               1.3501605855          9.6304866471e-03
               1.3507825006          9.6477746280e-03
               1.3514047022          9.6650936430e-03
               1.3520271904          9.6824437478e-03
               1.3526499653          9.6987881443e-03
               1.3532730271          9.7134245140e-03
               1.3538963759          9.7280829713e-03
               1.3545200118          9.7427635496e-03
               1.3551439350          9.7574662823e-03
               1.3557681455          9.7721912027e-03
               1.3563926436          9.7869383444e-03
               1.3570174294          9.8017077409e-03
               1.3576425029          9.8086657753e-03
               1.3582678644          9.8088226190e-03
               1.3588935139          9.8089794652e-03
               1.3595194516          9.8091363139e-03
               1.3601456776          9.8092931651e-03
               1.3607721921          9.8094500188e-03
               1.3613989952          9.8096068750e-03
               1.3620260869          9.8097637337e-03
               1.3626534676          9.8048490667e-03
               1.3632811372          9.7980054088e-03
               1.3639090960          9.7911665276e-03
               1.3645373440          9.7843324200e-03
               1.3651658813          9.7775030824e-03
               1.3657947082          9.7706785116e-03
               1.3664238248          9.7638587043e-03
               1.3670532311          9.7570436571e-03
               1.3676829274          9.7783419552e-03
               1.3683129137          9.8014569390e-03
               1.3689431902          9.8246265641e-03
               1.3695737570          9.8479103138e-03
               1.3702046143          9.8721836100e-03
               1.3708357622          9.8965167354e-03
               1.3714672007          9.9209098375e-03
               1.3720989302          9.9401231740e-03
               1.3727309506          9.9363838327e-03
               1.3733632622          9.9326458982e-03
               1.3739958650          9.9289093698e-03
               1.3746287592          9.9251742471e-03
               1.3752619449          9.9214405295e-03
               1.3758954223          9.9177082164e-03
               1.3765291914          9.9139773074e-03
               1.3771632526          9.9159957148e-03
               1.3777976057          9.9248216353e-03
               1.3784322511          9.9336554114e-03
               1.3790671888          9.9424970502e-03
               1.3797024190          9.9513465587e-03
               1.3803379417          9.9602039438e-03
               1.3809737572          9.9690692126e-03
               1.3816098656          9.9779423722e-03
               1.3822462670          9.9776981798e-03
               1.3828829615          9.9745386870e-03
               1.3835199493          9.9713801947e-03
               1.3841572305          9.9682227025e-03
               1.3847948053          9.9650662102e-03
               1.3854326737          9.9619107175e-03
               1.3860708360          9.9587562239e-03
               1.3867092922          9.9578930381e-03
               1.3873480425          9.9818095825e-03
               1.3879870870          1.0005783569e-02
               1.3886264259          1.0029815135e-02
               1.3892660592          1.0053904420e-02
               1.3899059872          1.0078051561e-02
               1.3905462100          1.0102256698e-02
               1.3911867277          1.0126519971e-02
               1.3918275404          1.0137046653e-02
               1.3924686483          1.0129940997e-02
               1.3931100514          1.0122840323e-02
               1.3937517501          1.0115744625e-02
               1.3943937443          1.0108857635e-02
               1.3950360342          1.0102097116e-02
               1.3956786200          1.0095341118e-02
               1.3963215018          1.0088589639e-02
               1.3969646797          1.0125951445e-02
               1.3976081538          1.0173231554e-02
               1.3982519244          1.0220732424e-02
               1.3988959915          1.0268455085e-02
               1.3995403553          1.0316400572e-02
               1.4001850159          1.0364569927e-02
               1.4008299734          1.0412964194e-02
               1.4014752280          1.0446140381e-02
               1.4021207798          1.0426801827e-02
               1.4027666290          1.0407499073e-02
               1.4034127757          1.0388232054e-02
               1.4040592200          1.0369000703e-02
               1.4047059620          1.0349804954e-02
               1.4053530020          1.0330644742e-02
               1.4060003400          1.0311520000e-02
               1.4066479762          1.0316405430e-02
               1.4072959108          1.0333628648e-02
               1.4079441437          1.0350880620e-02
               1.4085926753          1.0368161394e-02
               1.4092415056          1.0385471019e-02
               1.4098906347          1.0402809542e-02
               1.4105400629          1.0420177012e-02
               1.4111897902          1.0433564208e-02
               1.4118398167          1.0417834263e-02
               1.4124901427          1.0402128032e-02
               1.4131407683          1.0386445481e-02
               1.4137916935          1.0370786574e-02
               1.4144429186          1.0355151274e-02
               1.4150944437          1.0339539546e-02
               1.4157462688          1.0323951355e-02
               1.4163983942          1.0336277041e-02
               1.4170508200          1.0366723021e-02
               1.4177035463          1.0397258681e-02
               1.4183565732          1.0427884285e-02
               1.4190099010          1.0459505050e-02
               1.4196635297          1.0491369433e-02
               1.4203174595          1.0523330888e-02
               1.4209716905          1.0554370886e-02
               1.4216262228          1.0577964817e-02
               1.4222810567          1.0601611492e-02
               1.4229361921          1.0625311029e-02
               1.4235916294          1.0649063544e-02
               1.4242473685          1.0672869158e-02
               1.4249034097          1.0696727988e-02
               1.4255597531          1.0720640154e-02
               1.4262163988          1.0721169621e-02
               1.4268733470          1.0709495766e-02
               1.4275305978          1.0697834622e-02
               1.4281881513          1.0686186176e-02
               1.4288460077          1.0674550413e-02
               1.4295041672          1.0662927320e-02
               1.4301626298          1.0651316882e-02
               1.4308213957          1.0641312517e-02
               1.4314804650          1.0636941624e-02
               1.4321398380          1.0632572527e-02
               1.4327995146          1.0628205225e-02
               1.4334594951          1.0623839716e-02
               1.4341197797          1.0619476001e-02
               1.4347803683          1.0615114078e-02
               1.4354412613          1.0610753947e-02
               1.4361024586          1.0579798347e-02
               1.4367639605          1.0542701592e-02
               1.4374257672          1.0505734912e-02
               1.4380878787          1.0468897851e-02
               1.4387502951          1.0432189955e-02
               1.4394130167          1.0395610771e-02
               1.4400760435          1.0359159847e-02
               1.4407393758          1.0359306605e-02
               1.4414030136          1.0409301428e-02
               1.4420669571          1.0459537530e-02
               1.4427312064          1.0510016076e-02
               1.4433957617          1.0562926435e-02
               1.4440606231          1.0616876200e-02
               1.4447257907          1.0671101512e-02
               1.4453912647          1.0722837705e-02
               1.4460570453          1.0733286034e-02
               1.4467231325          1.0743744544e-02
               1.4473895266          1.0754213245e-02
               1.4480562276          1.0764692147e-02
               1.4487232357          1.0775181259e-02
               1.4493905511          1.0785680592e-02
               1.4500581738          1.0796190156e-02
               1.4507261040          1.0801865699e-02
               1.4513943420          1.0805720452e-02
               1.4520628877          1.0809576580e-02
               1.4527317414          1.0813434085e-02
               1.4534009031          1.0817292966e-02
               1.4540703731          1.0821153224e-02
               1.4547401515          1.0825014860e-02
               1.4554102383          1.0836720498e-02
               1.4560806339          1.0859507853e-02
               1.4567513382          1.0882343125e-02
               1.4574223515          1.0905226415e-02
               1.4580936739          1.0928157824e-02
               1.4587653054          1.0951137453e-02
               1.4594372464          1.0974165403e-02
               1.4601094969          1.0993203617e-02
               1.4607820570          1.0984841242e-02
               1.4614549269          1.0976485227e-02
               1.4621281068          1.0968135570e-02
               1.4628015967          1.0959792263e-02
               1.4634753969          1.0951455303e-02
               1.4641495074          1.0943124685e-02
               1.4648239285          1.0934800404e-02
               1.4654986602          1.0936265825e-02
               1.4661737027          1.0939247713e-02
               1.4668490561          1.0942230413e-02
               1.4675247206          1.0945346019e-02
               1.4682006964          1.0948872466e-02
               1.4688769835          1.0952400050e-02
               1.4695535821          1.0955928770e-02
               1.4702304924          1.0973902408e-02
               1.4709077145          1.1000497665e-02
               1.4715852485          1.1027157376e-02
               1.4722630946          1.1053881696e-02
               1.4729412530          1.1080670782e-02
               1.4736197237          1.1107524792e-02
               1.4742985069          1.1134443883e-02
               1.4749776029          1.1157957046e-02
               1.4756570116          1.1176586656e-02
               1.4763367332          1.1195247370e-02
               1.4770167680          1.1213939241e-02
               1.4776971160          1.1232662320e-02
               1.4783777774          1.1251416659e-02
               1.4790587523          1.1270202312e-02
               1.4797400409          1.1287049030e-02
               1.4804216433          1.1297053261e-02
               1.4811035597          1.1307066358e-02
               1.4817857901          1.1317088331e-02
               1.4824683349          1.1327119187e-02
               1.4831511940          1.1337158933e-02
               1.4838343676          1.1347207578e-02
               1.4845178560          1.1355550655e-02
               1.4852016592          1.1335310744e-02
               1.4858857773          1.1315106908e-02
               1.4865702106          1.1294939083e-02
               1.4872549591          1.1274807205e-02
               1.4879400231          1.1254711210e-02
               1.4886254026          1.1234651033e-02
               1.4893110978          1.1214626611e-02
               1.4899971088          1.1223496424e-02
               1.4906834359          1.1235110629e-02
               1.4913700791          1.1246736853e-02
               1.4920570385          1.1258433288e-02
               1.4927443144          1.1270249660e-02
               1.4934319069          1.1282078433e-02
               1.4941198161          1.1293919621e-02
               1.4948080422          1.1273798210e-02
               1.4954965852          1.1245443811e-02
               1.4961854455          1.1217160725e-02
               1.4968746230          1.1188948774e-02
               1.4975641180          1.1160807777e-02
               1.4982539306          1.1132737557e-02
               1.4989440609          1.1104737936e-02
               1.4996345091          1.1105038732e-02
               1.5003252754          1.1117597934e-02
               1.5010163598          1.1130171339e-02
               1.5017077626          1.1142758964e-02
               1.5023994838          1.1155360825e-02
               1.5030915237          1.1167976938e-02
               1.5037838823          1.1180607320e-02
               1.5044765599          1.1178499180e-02
               1.5051695565          1.1167528909e-02
               1.5058628723          1.1156569404e-02
               1.5065565075          1.1145620655e-02
               1.5072504622          1.1134682650e-02
               1.5079447366          1.1123755380e-02
               1.5086393307          1.1112838834e-02
               1.5093342448          1.1130957760e-02
               1.5100294790          1.1170715586e-02
               1.5107250334          1.1210615419e-02
               1.5114209082          1.1250657767e-02
               1.5121171035          1.1290843140e-02
               1.5128136195          1.1331172047e-02
               1.5135104564          1.1371645003e-02
               1.5142076142          1.1390467158e-02
               1.5149050932          1.1391254403e-02
               1.5156028934          1.1392041703e-02
               1.5163010151          1.1392819159e-02
               1.5169994583          1.1393368354e-02
               1.5176982233          1.1393917575e-02
               1.5183973101          1.1394466823e-02
               1.5190967189          1.1384325789e-02
               1.5197964499          1.1365176093e-02
               1.5204965033          1.1346058609e-02
               1.5211968790          1.1326973282e-02
               1.5218975774          1.1307920060e-02
               1.5225985985          1.1288898886e-02
               1.5232999426          1.1269909709e-02
               1.5240016097          1.1249074703e-02
               1.5247036000          1.1226804378e-02
               1.5254059137          1.1204578142e-02
               1.5261085508          1.1182395908e-02
               1.5268115116          1.1160257590e-02
               1.5275147962          1.1138163100e-02
               1.5282184048          1.1116112352e-02
               1.5289223375          1.1138860109e-02
               1.5296265944          1.1191663361e-02
               1.5303311757          1.1244716924e-02
               1.5310360815          1.1298021985e-02
               1.5317413121          1.1351579736e-02
               1.5324468674          1.1405391375e-02
               1.5331527478          1.1459458106e-02
               1.5338589534          1.1495238334e-02
               1.5345654842          1.1521657331e-02
               1.5352723405          1.1548137045e-02
               1.5359795223          1.1574677617e-02
               1.5366870299          1.1601279186e-02
               1.5373948634          1.1627941892e-02
               1.5381030230          1.1654665875e-02
               1.5388115087          1.1651988951e-02
               1.5395203208          1.1639341273e-02
               1.5402294594          1.1626707324e-02
               1.5409389246          1.1605154517e-02
               1.5416487166          1.1562590216e-02
               1.5423588356          1.1520182028e-02
               1.5430692817          1.1477929381e-02
               1.5437800550          1.1494137535e-02
               1.5444911557          1.1520444407e-02
               1.5452025839          1.1546811488e-02
               1.5459143399          1.1573238916e-02
               1.5466264237          1.1599726829e-02
               1.5473388355          1.1626275365e-02
               1.5480515755          1.1652884663e-02
               1.5487646438          1.1652063022e-02
               1.5494780405          1.1650722484e-02
               1.5501917658          1.1649382101e-02
               1.5509058199          1.1648041871e-02
               1.5516202029          1.1646701796e-02
               1.5523349150          1.1645361875e-02
               1.5530499563          1.1645383903e-02
               1.5537653269          1.1654413986e-02
               1.5544810271          1.1663451071e-02
               1.5551970569          1.1672495164e-02
               1.5559134166          1.1681546269e-02
               1.5566301062          1.1690604393e-02
               1.5573471259          1.1699669541e-02
               1.5580644760          1.1715695819e-02
               1.5587821564          1.1747790682e-02
               1.5595001674          1.1779973468e-02
               1.5602185092          1.1812244419e-02
               1.5609371818          1.1844603775e-02
               1.5616561855          1.1877051778e-02
               1.5623755204          1.1909588672e-02
               1.5630951866          1.1924776087e-02
               1.5638151843          1.1922245903e-02
               1.5645355137          1.1919716256e-02
               1.5652561748          1.1917057063e-02
               1.5659771679          1.1913229735e-02
               1.5666984931          1.1909403636e-02
               1.5674201506          1.1905578767e-02
               1.5681421405          1.1917255503e-02
               1.5688644629          1.1935291401e-02
               1.5695871181          1.1953354596e-02
               1.5703101062          1.1971445128e-02
               1.5710334272          1.1989563038e-02
               1.5717570815          1.2007708369e-02
               1.5724810690          1.2025881161e-02
               1.5732053901          1.2032416714e-02
               1.5739300448          1.2038278665e-02
               1.5746550333          1.2044143472e-02
               1.5753803557          1.2050011137e-02
               1.5761060123          1.2055881660e-02
               1.5768320031          1.2061755043e-02
               1.5775583283          1.2069070476e-02
               1.5782849880          1.2082101276e-02
               1.5790119825          1.2095146144e-02
               1.5797393119          1.2108205098e-02
               1.5804669763          1.2121278150e-02
               1.5811949758          1.2134365318e-02
               1.5819233107          1.2147466616e-02
               1.5826519811          1.2146043935e-02
               1.5833809871          1.2128804610e-02
               1.5841103289          1.2111589753e-02
               1.5848400067          1.2094399330e-02
               1.5855700205          1.2077233307e-02
               1.5863003707          1.2060091647e-02
               1.5870310572          1.2042974317e-02
               1.5877620804          1.2065240012e-02
               1.5884934402          1.2098919293e-02
               1.5892251369          1.2132692587e-02
               1.5899571707          1.2166598957e-02
               1.5906895417          1.2200650990e-02
               1.5914222500          1.2234798328e-02
               1.5921552958          1.2265272462e-02
               1.5928886792          1.2259912494e-02
               1.5936224005          1.2254554868e-02
               1.5943564598          1.2249199584e-02
               1.5950908571          1.2243846639e-02
               1.5958255928          1.2238496035e-02
               1.5965606669          1.2233147768e-02
               1.5972960796          1.2194400051e-02
               1.5980318310          1.2112505264e-02
               1.5987679213          1.2031160464e-02
               1.5995043507          1.1950361957e-02
               1.6002411193          1.1870106074e-02
               1.6009782273          1.1790389171e-02
               1.6017156748          1.1711207629e-02
               1.6024534620          1.1556786796e-02
               1.6031915890          1.1385023502e-02
               1.6039300561          1.1215813047e-02
               1.6046688633          1.1049117491e-02
               1.6054080108          1.0884899456e-02
               1.6061474987          1.0723122119e-02
               1.6068873273          1.0632083060e-02
               1.6076274967          1.0871451807e-02
               1.6083680070          1.1116209657e-02
               1.6091088584          1.1366477940e-02
               1.6098500511          1.1622380717e-02
               1.6105915852          1.1884044841e-02
               1.6113334608          1.2151600023e-02
               1.6120756782          1.2294660991e-02
               1.6128182375          1.2341872963e-02
               1.6135611388          1.2389266231e-02
               1.6143043822          1.2437105858e-02
               1.6150479681          1.2485811574e-02
               1.6157918964          1.2534708029e-02
               1.6165361675          1.2583795971e-02
               1.6172807813          1.2590330431e-02
               1.6180257382          1.2596554430e-02
               1.6187710382          1.2602781506e-02
               1.6195166815          1.2609011661e-02
               1.6202626682          1.2615244896e-02
               1.6210089986          1.2621481212e-02
               1.6217556727          1.2627893377e-02
               1.6225026908          1.2634535743e-02
               1.6232500530          1.2641181602e-02
               1.6239977594          1.2647830958e-02
               1.6247458102          1.2654483811e-02
               1.6254942056          1.2661140164e-02
               1.6262429458          1.2667800018e-02
               1.6269920308          1.2654059226e-02
               1.6277414609          1.2637861991e-02
               1.6284912361          1.2621685488e-02
               1.6292413568          1.2605529691e-02
               1.6299918229          1.2589394573e-02
               1.6307426348          1.2573280109e-02
               1.6314937925          1.2575222152e-02
               1.6322452962          1.2607829099e-02
               1.6329971460          1.2640520593e-02
               1.6337493422          1.2673296856e-02
               1.6345018848          1.2706158105e-02
               1.6352547741          1.2739104562e-02
               1.6360080102          1.2772136448e-02
               1.6367615932          1.2754356617e-02
               1.6375155234          1.2728984674e-02
               1.6382698008          1.2703663203e-02
               1.6390244257          1.2678762137e-02
               1.6397793981          1.2654130540e-02
               1.6405347184          1.2629546796e-02
               1.6412903865          1.2628982103e-02
               1.6420464027          1.2666415020e-02
               1.6428027672          1.2703958890e-02
               1.6435594800          1.2741614041e-02
               1.6443165415          1.2779380804e-02
               1.6450739516          1.2817259510e-02
               1.6458317106          1.2855250490e-02
               1.6465898187          1.2850146119e-02
               1.6473482759          1.2841531984e-02
               1.6481070826          1.2832923623e-02
               1.6488662387          1.2824321032e-02
               1.6496257445          1.2815724209e-02
               1.6503856002          1.2807133149e-02
               1.6511458059          1.2812892406e-02
               1.6519063618          1.2834148625e-02
               1.6526672679          1.2855440107e-02
               1.6534285246          1.2876766911e-02
               1.6541901319          1.2898129096e-02
               1.6549520901          1.2919526720e-02
               1.6557143992          1.2939546088e-02
               1.6564770595          1.2936043429e-02
               1.6572400710          1.2932541718e-02
               1.6580034340          1.2929040954e-02
               1.6587671487          1.2925541139e-02
               1.6595312151          1.2922042271e-02
               1.6602956335          1.2918544349e-02
               1.6610604039          1.2929531642e-02
               1.6618255267          1.2948302163e-02
               1.6625910019          1.2967099935e-02
               1.6633568296          1.2986136092e-02
               1.6641230102          1.3005452977e-02
               1.6648895436          1.3024798595e-02
               1.6656564302          1.3044853281e-02
               1.6664236699          1.3066834224e-02
               1.6671912631          1.3088852206e-02
               1.6679592099          1.3110907290e-02
               1.6687275104          1.3132999536e-02
               1.6694961648          1.3155129009e-02
               1.6702651732          1.3177295770e-02
               1.6710345359          1.3167031827e-02
               1.6718042530          1.3153034796e-02
               1.6725743246          1.3139052644e-02
               1.6733447509          1.3125085355e-02
               1.6741155321          1.3111132914e-02
               1.6748866684          1.3097195306e-02
               1.6756581598          1.3107935036e-02
               1.6764300066          1.3139148111e-02
               1.6772022090          1.3170435512e-02
               1.6779747670          1.3201797416e-02
               1.6787476809          1.3233233999e-02
               1.6795209508          1.3264745441e-02
               1.6802945769          1.3296304133e-02
               1.6810685593          1.3327837005e-02
               1.6818428983          1.3359444659e-02
               1.6826175940          1.3391127272e-02
               1.6833926464          1.3422885022e-02
               1.6841680559          1.3454718087e-02
               1.6849438226          1.3486626646e-02
               1.6857199466          1.3495469604e-02
               1.6864964281          1.3501858497e-02
               1.6872732673          1.3508250414e-02
               1.6880504643          1.3513927111e-02
               1.6888280193          1.3519372459e-02
               1.6896059324          1.3524820000e-02
               1.6903842039          1.3525494524e-02
               1.6911628339          1.3523113768e-02
               1.6919418225          1.3520733431e-02
               1.6927211699          1.3518353513e-02
               1.6935008763          1.3515974014e-02
               1.6942809419          1.3513594934e-02
               1.6950613668          1.3511330062e-02
               1.6958421512          1.3509292611e-02
               1.6966232952          1.3507255468e-02
               1.6974047991          1.3505218631e-02
               1.6981866629          1.3503182102e-02
               1.6989688868          1.3501145880e-02
               1.6997514711          1.3501244549e-02
               1.7005344158          1.3527330980e-02
               1.7013177212          1.3553467813e-02
               1.7021013874          1.3579655147e-02
               1.7028854146          1.3605893079e-02
               1.7036698029          1.3632181706e-02
               1.7044545525          1.3658521127e-02
               1.7052396636          1.3666853196e-02
               1.7060251364          1.3671651288e-02
               1.7068109709          1.3676451064e-02
               1.7075971674          1.3681252526e-02
               1.7083837261          1.3686055673e-02
               1.7091706470          1.3690860506e-02
               1.7099579305          1.3681625430e-02
               1.7107455765          1.3663586960e-02
               1.7115335854          1.3645572272e-02
               1.7123219573          1.3630089764e-02
               1.7131106923          1.3617034511e-02
               1.7138997906          1.3603991763e-02
               1.7146892524          1.3609089347e-02
               1.7154790778          1.3640337194e-02
               1.7162692671          1.3671656789e-02
               1.7170598203          1.3703048297e-02
               1.7178507377          1.3734511883e-02
               1.7186420193          1.3766047713e-02
               1.7194336655          1.3793094798e-02
               1.7202256763          1.3804317500e-02
               1.7210180520          1.3815549333e-02
               1.7218107926          1.3826790304e-02
               1.7226038984          1.3838040422e-02
               1.7233973695          1.3849299693e-02
               1.7241912061          1.3858127859e-02
               1.7249854083          1.3824598022e-02
               1.7257799764          1.3791149310e-02
               1.7265749105          1.3757781528e-02
               1.7273702107          1.3724494479e-02
               1.7281658773          1.3691287969e-02
               1.7289619104          1.3658161802e-02
               1.7297583101          1.3642480080e-02
               1.7305550767          1.3628682271e-02
               1.7313522103          1.3614898418e-02
               1.7321497111          1.3601128505e-02
               1.7329475792          1.3587372519e-02
               1.7337458148          1.3573630446e-02
               1.7345444182          1.3545292746e-02
               1.7353433893          1.3512633547e-02
               1.7361427285          1.3480053093e-02
               1.7369424359          1.3450366951e-02
               1.7377425117          1.3421903663e-02
               1.7385429560          1.3393500608e-02
               1.7393437690          1.3375410825e-02
               1.7401449509          1.3362813935e-02
               1.7409465018          1.3350228908e-02
               1.7417484219          1.3337655734e-02
               1.7425507114          1.3325094402e-02
               1.7433533705          1.3312544900e-02
               1.7441563993          1.3317820768e-02
               1.7449597979          1.3337558842e-02
               1.7457635667          1.3357326168e-02
               1.7465677057          1.3377122792e-02
               1.7473722150          1.3396948756e-02
               1.7481770950          1.3416804103e-02
               1.7489823457          1.3439277634e-02
               1.7497879673          1.3464715990e-02
               1.7505939600          1.3490202496e-02
               1.7514003240          1.3515737243e-02
               1.7522070594          1.3541320324e-02
               1.7530141664          1.3566951830e-02
               1.7538216452          1.3578107114e-02
               1.7546294959          1.3567874414e-02
               1.7554377187          1.3557649425e-02
               1.7562463138          1.3547432143e-02
               1.7570552814          1.3537222560e-02
               1.7578646216          1.3527020671e-02
               1.7586743346          1.3538989179e-02
               1.7594844206          1.3591267785e-02
               1.7602948797          1.3643748257e-02
               1.7611057122          1.3697205363e-02
               1.7619169181          1.3752397190e-02
               1.7627284977          1.3807811409e-02
               1.7635404511          1.3855800601e-02
               1.7643527785          1.3887933508e-02
               1.7651654801          1.3920140934e-02
               1.7659785561          1.3952423053e-02
               1.7667920065          1.3984780037e-02
               1.7676058317          1.4017212060e-02
               1.7684200317          1.4047132686e-02
               1.7692346068          1.4071309044e-02
               1.7700495571          1.4095527011e-02
               1.7708648827          1.4119786660e-02
               1.7716805840          1.4144088061e-02
               1.7724966609          1.4168431288e-02
               1.7733131138          1.4189351979e-02
               1.7741299427          1.4202582874e-02
               1.7749471479          1.4215826107e-02
               1.7757647295          1.4229081688e-02
               1.7765826877          1.4242349630e-02
               1.7774010227          1.4255629943e-02
               1.7782197346          1.4260032809e-02
               1.7790388236          1.4246230916e-02
               1.7798582900          1.4232442382e-02
               1.7806781338          1.4218667193e-02
               1.7814983552          1.4204905337e-02
               1.7823189544          1.4191156801e-02
               1.7831399317          1.4199478859e-02
               1.7839612871          1.4246726143e-02
               1.7847830208          1.4294130638e-02
               1.7856051330          1.4344445183e-02
               1.7864276240          1.4399336951e-02
               1.7872504938          1.4454438774e-02
               1.7880737426          1.4493791591e-02
               1.7888973706          1.4510546982e-02
               1.7897213780          1.4527321744e-02
               1.7905457650          1.4544115898e-02
               1.7913705316          1.4560929467e-02
               1.7921956782          1.4577762473e-02
               1.7930212049          1.4596155014e-02
               1.7938471119          1.4616240615e-02
               1.7946733992          1.4636353856e-02
               1.7955000672          1.4656494774e-02
               1.7963271160          1.4676663408e-02
               1.7971545457          1.4696859796e-02
               1.7979823565          1.4734296843e-02
               1.7988105487          1.4785221208e-02
               1.7996391223          1.4836321577e-02
               1.8004680776          1.4887598559e-02
               1.8012974148          1.4939052762e-02
               1.8021271339          1.4990684801e-02
               1.8029572353          1.4993789391e-02
               1.8037877190          1.4972144440e-02
               1.8046185852          1.4950530737e-02
               1.8054498342          1.4928948234e-02
               1.8062814660          1.4907396888e-02
               1.8071134809          1.4885876653e-02
               1.8079458791          1.4888591452e-02
               1.8087786607          1.4898229452e-02
               1.8096118259          1.4907873690e-02
               1.8104453748          1.4916082697e-02
               1.8112793077          1.4924024381e-02
               1.8121136248          1.4931970293e-02
               1.8129483261          1.4962787589e-02
               1.8137834120          1.4995965481e-02
               1.8146188824          1.5029216940e-02
               1.8154547378          1.5062542129e-02
               1.8162909781          1.5095941212e-02
               1.8171276036          1.5128532658e-02
               1.8179646145          1.5146287864e-02
               1.8188020110          1.5164063909e-02
               1.8196397932          1.5181860815e-02
               1.8204779612          1.5199678609e-02
               1.8213165154          1.5217517314e-02
               1.8221554558          1.5235549886e-02
               1.8229947826          1.5254222595e-02
               1.8238344961          1.5272918190e-02
               1.8246745963          1.5291636697e-02
               1.8255150836          1.5310378147e-02
               1.8263559579          1.5329142565e-02
               1.8271972196          1.5342214080e-02
               1.8280388688          1.5346611247e-02
               1.8288809057          1.5351009675e-02
               1.8297233304          1.5355409364e-02
               1.8305661432          1.5359810313e-02
               1.8314093442          1.5364212524e-02
               1.8322529336          1.5385755566e-02
               1.8330969116          1.5419222400e-02
               1.8339412783          1.5452762030e-02
               1.8347860340          1.5488600779e-02
               1.8356311788          1.5525508059e-02
               1.8364767129          1.5562503285e-02
               1.8373226364          1.5597360256e-02
               1.8381689496          1.5631738598e-02
               1.8390156526          1.5666192714e-02
               1.8398627457          1.5700722771e-02
               1.8407102289          1.5735328935e-02
               1.8415581025          1.5769715628e-02
               1.8424063667          1.5792678553e-02
               1.8432550215          1.5815674914e-02
               1.8441040673          1.5838704762e-02
               1.8449535042          1.5861768144e-02
               1.8458033324          1.5884865110e-02
               1.8466535520          1.5901922170e-02
               1.8475041632          1.5902167023e-02
               1.8483551663          1.5902411880e-02
               1.8492065613          1.5902656740e-02
               1.8500583485          1.5902901605e-02
               1.8509105281          1.5903146473e-02
               1.8517631002          1.5897650700e-02
               1.8526160650          1.5886874205e-02
               1.8534694227          1.5876105014e-02
               1.8543231735          1.5865343124e-02
               1.8551773175          1.5854588529e-02
               1.8560318550          1.5843841224e-02
               1.8568867861          1.5842227108e-02
               1.8577421110          1.5843023299e-02
               1.8585978298          1.5843819530e-02
               1.8594539429          1.5843736948e-02
               1.8603104503          1.5843590285e-02
               1.8611673522          1.5843804796e-02
               1.8620246488          1.5848366749e-02
               1.8628823403          1.5852930016e-02
               1.8637404269          1.5857494597e-02
               1.8645989088          1.5862060493e-02
               1.8654577860          1.5866627702e-02
               1.8663170589          1.5868413436e-02
               1.8671767276          1.5865607373e-02
               1.8680367923          1.5862801807e-02
               1.8688972532          1.5859996736e-02
               1.8697581104          1.5857192161e-02
               1.8706193641          1.5854388083e-02
               1.8714810145          1.5820049459e-02
               1.8723430619          1.5771853916e-02
               1.8732055063          1.5723805200e-02
               1.8740683480          1.5675902863e-02
               1.8749315871          1.5628146460e-02
               1.8757952238          1.5582935492e-02
               1.8766592584          1.5639032611e-02
               1.8775236909          1.5695331675e-02
               1.8783885217          1.5751833410e-02
               1.8792537508          1.5808538546e-02
