#  wavelength_um     transmission
#
      2.6000e+00    2.371800e-06
      2.6100e+00    3.578700e-04
      2.6200e+00    1.180100e-03
      2.6300e+00    9.294400e-04
      2.6400e+00    7.509500e-04
      2.6500e+00    8.194000e-04
      2.6600e+00    8.818300e-04
      2.6700e+00    1.051700e-03
      2.6800e+00    3.386700e-04
      2.6900e+00    5.170500e-04
      2.7000e+00    8.184600e-04
      2.7100e+00    8.729100e-03
      2.7200e+00    7.729900e-03
      2.7300e+00    4.604500e-03
      2.7400e+00    3.435600e-03
      2.7500e+00    7.399300e-03
      2.7600e+00    1.374700e-02
      2.7700e+00    2.355000e-02
      2.7800e+00    4.520900e-02
      2.7900e+00    8.887500e-02
      2.8000e+00    1.555600e-01
      2.8100e+00    2.300900e-01
      2.8200e+00    2.836900e-01
      2.8300e+00    3.068700e-01
      2.8400e+00    3.042500e-01
      2.8500e+00    2.941500e-01
      2.8600e+00    2.821000e-01
      2.8700e+00    2.680900e-01
      2.8800e+00    2.550100e-01
      2.8900e+00    2.540100e-01
      2.9000e+00    2.662500e-01
      2.9100e+00    2.890300e-01
      2.9200e+00    3.150100e-01
      2.9300e+00    3.378200e-01
      2.9400e+00    3.570200e-01
      2.9500e+00    3.735600e-01
      2.9600e+00    3.886500e-01
      2.9700e+00    4.054800e-01
      2.9800e+00    4.214500e-01
      2.9900e+00    4.326300e-01
      3.0000e+00    4.370100e-01
      3.0100e+00    4.414200e-01
      3.0200e+00    4.458400e-01
      3.0300e+00    4.453400e-01
      3.0400e+00    4.378700e-01
      3.0500e+00    4.283600e-01
      3.0600e+00    4.147700e-01
      3.0700e+00    4.000800e-01
      3.0800e+00    3.822700e-01
      3.0900e+00    3.673600e-01
      3.1000e+00    3.594400e-01
      3.1100e+00    3.677100e-01
      3.1200e+00    3.953900e-01
      3.1300e+00    4.375500e-01
      3.1400e+00    4.768900e-01
      3.1500e+00    5.072200e-01
      3.1600e+00    5.284400e-01
      3.1700e+00    5.446100e-01
      3.1800e+00    5.587900e-01
      3.1900e+00    5.720100e-01
      3.2000e+00    5.832000e-01
      3.2100e+00    5.902700e-01
      3.2200e+00    5.973700e-01
      3.2300e+00    6.023900e-01
      3.2400e+00    6.063700e-01
      3.2500e+00    6.029300e-01
      3.2600e+00    5.984000e-01
      3.2700e+00    5.959600e-01
      3.2800e+00    5.999300e-01
      3.2900e+00    6.178700e-01
      3.3000e+00    6.531700e-01
      3.3100e+00    6.994700e-01
      3.3200e+00    7.482100e-01
      3.3300e+00    7.917900e-01
      3.3400e+00    8.225400e-01
      3.3500e+00    8.402100e-01
      3.3600e+00    8.405200e-01
      3.3700e+00    8.265100e-01
      3.3800e+00    8.102000e-01
      3.3900e+00    7.905600e-01
      3.4000e+00    7.695700e-01
      3.4100e+00    7.584700e-01
      3.4200e+00    7.752200e-01
      3.4300e+00    8.211700e-01
      3.4400e+00    8.830000e-01
      3.4500e+00    9.396600e-01
      3.4600e+00    9.762800e-01
      3.4700e+00    9.949700e-01
      3.4800e+00    1.000000e+00
      3.4900e+00    9.983100e-01
      3.5000e+00    9.977400e-01
      3.5100e+00    9.972700e-01
      3.5200e+00    9.966600e-01
      3.5300e+00    9.961500e-01
      3.5400e+00    9.885700e-01
      3.5500e+00    9.751300e-01
      3.5600e+00    9.569400e-01
      3.5700e+00    9.363100e-01
      3.5800e+00    9.155500e-01
      3.5900e+00    9.028600e-01
      3.6000e+00    9.006700e-01
      3.6100e+00    9.137900e-01
      3.6200e+00    9.364200e-01
      3.6300e+00    9.579800e-01
      3.6400e+00    9.701300e-01
      3.6500e+00    9.751800e-01
      3.6600e+00    9.754600e-01
      3.6700e+00    9.757200e-01
      3.6800e+00    9.747800e-01
      3.6900e+00    9.738100e-01
      3.7000e+00    9.729500e-01
      3.7100e+00    9.743600e-01
      3.7200e+00    9.745600e-01
      3.7300e+00    9.674300e-01
      3.7400e+00    9.394900e-01
      3.7500e+00    8.845600e-01
      3.7600e+00    7.986200e-01
      3.7700e+00    6.829000e-01
      3.7800e+00    5.480400e-01
      3.7900e+00    4.072600e-01
      3.8000e+00    2.818600e-01
      3.8100e+00    1.852900e-01
      3.8200e+00    1.156800e-01
      3.8300e+00    7.080300e-02
      3.8400e+00    4.364600e-02
      3.8500e+00    2.760100e-02
      3.8600e+00    1.760000e-02
      3.8700e+00    1.101600e-02
      3.8800e+00    6.760900e-03
      3.8900e+00    4.791200e-03
      3.9000e+00    3.984400e-03
      3.9100e+00    3.139000e-03
      3.9200e+00    2.381400e-03
      3.9300e+00    2.255300e-03
      3.9400e+00    1.811900e-03
      3.9500e+00    1.512000e-03
      3.9600e+00    1.134200e-03
      3.9700e+00    6.554600e-04
      3.9800e+00    3.544900e-04
      3.9900e+00    4.281000e-05
      4.0000e+00    1.003200e-04
