# http://irsa.ipac.caltech.edu/data/SPITZER/docs/mips/mipsinstrumenthandbook/6/
# Figure 2.3
20 0.0
20.5 0.2
21 0.8
21.5 0.98
22 1.00
22.5 0.88
23 0.85
23.5 0.77
24 0.82
24.5 0.92
25 0.84
25.5 0.70
26 0.52
26.5 0.41
27 0.34
27.5 0.20
28 0.17
28.5 0.10
29 0.08
29.5 0.06
30 0.01
