# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
      7095       2.50         60    36.9954
      7096       2.00        275     9.7407
      7097       2.70        110    9.10713
      7098       2.30        265    27.8597
      7100       5.50        295    91.7631
      7101       4.30        160    75.7212
      7102       2.30        100    93.1855
      7103       4.00        265    65.1515
      7107       5.10        290    82.1089
      7109       3.70        110    83.1352
      7114       3.20        175    82.9416
      7115       2.20        255    14.3097
      7117       5.30        295    90.7689
      7118       2.00        115    41.3899
      7122       2.60        205    60.3836
      7124       2.80         65     21.383
      7125       6.10        270     113.31
      7127       3.60         25    23.0262
      7129       4.20        195    73.5112
      7130       4.90        165    83.6168
      7131       2.60        180    63.5952
      7132       5.00        205    91.4402
      7133       3.80         40    43.4605
      7137       4.30         80    68.0367
      7139       2.70        145    93.7828
      7140       2.40        255    7.81573
      7141       4.80        290    88.5424
      7142       4.00        300    65.0114
      7144       2.40        265    5.13774
      7145       3.20        130    7.63767
      7146       4.10         45    26.0976
      7148       2.90         85    68.1106
      7149       2.20        220    15.4639
      7155       3.60        200    91.5212
      7156       3.40        225    93.8177
      7157       5.40        295    90.6814
      7160       4.20         90    62.9656
      7161       3.20        110    5.71382
      7163       3.90        165    47.3726
      7164       2.40        205    75.0872
      7165       2.50        190    22.8364
      7169       2.20        215    17.8046
      7170       2.90         70    50.2406
      7171       3.70         50    9.15433
      7172       3.40         95    71.2849
      7173       4.80        110    76.0763
      7174       2.30         45    49.6871
      7175       4.50        265    46.5678
      7176       2.00         35    28.8225
      7178       2.10        105    13.8575
      7179       3.50         65    62.0736
      7180       5.30        240    84.9821
      7181       4.30         45    44.9538
      7183       3.60        270    84.3325
      7184       2.90        180     5.7832
      7185       5.70        140    107.468
      7186       3.30        150    5.71267
      7187       5.20         65    89.7688
      7189       2.00         45    56.2749
      7190       4.90        285    86.7711
      7194       5.00        130    74.5967
      7197       4.90        255    80.6137
      7198       2.10        120    30.8665
      7199       4.90         55    77.8151
      7200       4.20         60    50.9182
      7203       2.00         95    31.5579
      7204       2.50        185    67.4875
      7206       3.70        170     35.439
      7209       3.10        185    85.5914
      7210       2.40         70    35.6788
      7211       2.10        240    18.4147
      7213       2.40        130    22.0378
      7214       2.70        225    55.1234
      7219       5.30        300    84.1083
      7220       3.00         85    18.2642
      7222       3.40        155    81.6888
      7223       2.10         85    40.3923
      7225       5.50        185    94.4297
      7226       3.20         70    3.34668
      7228       3.30         75    70.3045
      7230       2.40        140    15.6223
      7232       4.10        180    66.3851
      7233       2.10        230     7.2823
      7234       2.10        180    51.2526
      7235       4.70         25    60.4662
      7236       4.50        135     124.74
      7240       5.90        100    111.496
      7242       3.40         85    6.23627
      7243       2.60        265     40.122
      7244       4.80         40    71.5064
      7245       5.50        180    95.0067
      7246       2.00         55    51.6841
      7247       2.60         35    50.5645
      7251       3.60         30    16.3564
      7253       2.00        160    28.4913
      7256       4.80        240    85.3098
      7257       2.50        100    79.6062
      7258       4.20        135    68.6594
      7259       4.90        250    87.8596
      7260       2.10         80     42.643
      7261       5.00        190    89.2607
      7262       3.30        290    19.4175
      7263       3.20        200    4.75416
      7265       3.30         30    16.1039
      7266       4.90        265     87.648
      7267       2.00         35    85.9409
      7268       5.60        290     93.713
      7269       4.00         30    40.6372
      7270       2.90        130    28.3356
      7272       3.10        180    3.60554
      7273       3.00         40     8.8149
      7274       2.20         30    42.3544
      7275       3.00        195    2.92356
      7276       2.20        225    16.4358
      7277       2.70         40    15.8717
      7281       3.70         55    74.3551
      7284       2.60        285    7.80448
      7285       2.90         60    49.7703
      7286       3.90        140    43.5259
      7287       2.50         50    46.6879
      7288       3.20        200    4.82072
      7289       5.00        175    88.6299
      7290       5.50        205    90.9999
      7291       2.50        280    5.66908
      7292       3.00        295    52.5056
      7293       3.80         60    54.9281
      7294       2.90         30    13.4675
      7296       3.80        245    48.0507
      7297       3.90        160    40.2387
      7301       5.30        265    90.5674
      7303       5.20        225    86.5245
      7304       3.50        285    24.7335
      7305       4.50        100    79.9364
      7306       3.40        220    54.3775
      7309       2.50        195    192.234
      7312       4.30         45    46.3818
      7313       5.60        140    102.881
      7315       5.10         30    83.0655
      7316       2.40        275    7.90767
      7317       5.30        165    82.3415
      7318       4.10        235    67.7514
      7319       3.80        100    34.5449
      7320       2.00         90    40.7432
      7321       2.10        230    17.8992
      7322       5.20         65    86.1493
      7325       2.00        275    16.7836
      7326       4.90        160    85.9225
      7327       3.90        180     88.071
      7328       4.90         85    81.6672
      7329       5.30        185    89.2185
      7330       4.00         75    36.4793
      7331       2.50        165    13.4269
      7332       2.30        270    11.5825
      7333       5.90         90    110.085
      7334       2.20         30    56.8744
      7335       2.90        195    58.0455
      7336       5.50        290    93.1119
      7338       4.10        190    65.2119
      7340       4.30         30    28.8633
      7341       2.30        140     8.1674
      7344       2.20         25    68.5546
      7345       2.70        220    3.55178
      7347       4.10         90    50.1127
      7349       4.20         95    64.7869
      7354       4.20        250    97.3834
      7355       2.50         90    26.8489
      7357       4.90        300    87.6659
      7359       5.30        260    88.8662
      7360       2.10        245    151.487
      7362       3.40         75    5.86714
      7365       4.30        200    74.7605
      7370       3.70         35    64.6908
      7372       4.30         95    58.6203
      7373       2.30         25    34.6248
      7374       2.20        170    6.70008
      7375       4.50        115    78.8574
      7377       2.80        230    19.8961
      7378       3.80        300    47.5813
      7381       3.20        150    30.1676
      7382       2.50        210    178.475
      7383       2.10        170    21.7439
      7384       4.00        145    68.1392
      7385       2.00         40    55.3634
      7386       2.20         45    52.8556
      7387       3.10         80    7.70954
      7389       4.20        130    41.2265
      7390       3.10        145    13.4167
      7391       4.40        250    82.3896
      7394       2.10        140    49.4424
      7395       3.60         35    74.7944
      7396       4.20        150    68.0461
      7398       4.80        300    90.6487
      7401       3.40        185    10.0714
      7402       2.10         50    105.287
      7403       5.10        125    86.5443
      7404       5.00        245    76.9834
      7407       3.40         80    6.49338
      7408       2.30         90    61.7987
      7409       4.10         25    32.5617
      7411       4.50        225     78.532
      7413       2.60        195    4.25491
      7414       4.60         70     75.271
      7416       2.40         25    33.2662
      7421       3.20        250    20.1907
      7423       2.50         95    6.84489
      7424       4.40         95    74.7574
      7425       2.30         90    82.2364
      7426       4.20         40    29.6793
      7429       4.70        160    93.0238
      7430       2.60        195    55.5355
      7431       2.80        175    6.72268
      7432       2.40         75    34.3092
      7433       2.40         45     46.818
      7436       4.30        240    66.5129
      7440       4.10        200    67.9396
      7441       2.10        100    35.8784
      7442       3.80        150    29.1154
      7446       3.20        270    80.6618
      7448       2.20        250    15.0727
      7449       3.70        185    91.2143
      7451       2.90         40     84.267
      7453       3.40        300    19.1555
      7454       5.50        285    92.2938
      7455       4.50         80    76.8482
      7457       4.40        200    80.5199
      7461       3.10        250    35.4385
      7463       5.20        285    90.0564
      7464       5.40         45    89.2918
      7465       4.20        240    74.9874
      7466       2.90         40    28.7687
      7467       4.00        215    60.9586
      7468       5.00        160    81.3113
      7469       4.20         80    58.6344
      7470       3.20        130     69.486
      7473       3.60         30    40.1127
      7476       5.10         25    84.4903
      7479       3.50         25    80.8971
      7481       2.10        240    17.3418
      7482       2.70        265    2.33475
      7483       5.60         40     95.508
      7484       5.50        215    93.1584
      7485       3.60        220    24.6281
      7487       5.50        155     97.015
      7489       2.10         50    47.7628
      7490       5.10         45     92.548
      7492       4.00        295    136.096
      7493       2.70         30    48.8399
      7495       2.50        145    16.2123
      7496       2.20        165    22.2009
      7497       5.50        290    92.1156
      7498       2.20        260    175.121
      7499       5.90        270    107.055
      7500       4.70        285     87.013
      7501       2.70        215    2.10013
      7502       2.80        250    85.6021
      7503       2.60        175    10.1168
      7504       3.30        175     6.0947
      7507       5.80         70    109.002
      7509       3.90         45    16.4391
      7512       4.80        265    74.2212
      7517       2.50         80    70.1084
      7518       2.20        145    80.9915
      7520       3.30        260    84.9689
      7522       5.00        140    86.2757
      7524       4.00         65    30.5621
      7527       2.30        160    68.4448
      7528       5.10        185    87.1756
      7529       3.00        245    2.86357
      7530       5.00        295    78.5108
      7531       5.80        285    92.0135
      7534       2.10         40    48.5389
      7535       2.90        130    6.33336
      7537       2.20        295    21.6541
      7543       4.10        140    62.6665
      7544       5.10         40    85.7666
      7547       5.30         25     78.411
      7548       3.60         35    12.6649
      7550       4.30         40    38.5615
      7551       2.40        100     13.771
      7552       2.90        130    6.72125
      7553       2.00        170    29.5236
      7557       2.40        290    31.3037
      7558       2.80         40    13.4308
      7559       4.20         95    62.6711
      7561       4.20         55    49.7389
      7566       3.80        145    32.7781
      7569       3.70        250     38.788
      7570       5.40         55    89.4383
      7571       5.30        270    79.8449
      7573       2.30         65     35.572
      7574       4.20        195    71.3961
      7575       4.40         55    64.1054
      7578       3.30        225    9.89425
      7579       3.90        175    47.9744
      7580       3.50        260    74.6253
      7581       4.80        165     85.905
      7582       5.40        215    84.7428
      7585       2.00         30    31.9524
      7587       6.40        180    115.429
      7588       3.90         35    20.0571
      7589       4.40        230    81.1242
      7590       3.80        185    72.1255
      7591       2.00        260    29.6702
      7595       2.80        225    3.59175
      7596       3.00         50     15.995
      7598       4.20        245    71.8873
      7601       4.60        225    85.1436
      7602       4.30         50    51.2369
      7603       2.50        175    59.6077
      7604       4.20         85    57.2036
      7605       5.80         50    105.412
      7609       6.00        290     109.36
      7612       2.70        245    3.93755
      7613       2.50         55    35.2022
      7614       3.10        185    71.5295
      7615       3.30        230    102.048
      7616       2.50         65    28.3335
      7618       4.40        160    80.1843
      7620       2.20         60    41.7489
      7621       5.00        190    86.1041
      7622       3.90         25    19.4893
      7624       4.40        105    63.3116
      7625       2.70         60    40.7225
      7627       3.30         40    12.4651
      7628       4.00        290     56.085
      7629       4.30         40    37.8306
      7630       5.50         95    104.509
      7632       3.90         70    24.2389
      7633       2.40        155    8.04104
      7635       3.70        230    31.3525
      7636       2.80        220    71.8872
      7639       4.30         95    33.9943
      7645       4.60         50    67.7316
      7650       2.30         75      38.89
      7651       3.80        235    41.0474
      7652       3.80         70    14.6031
      7654       2.80        155    6.41832
      7657       2.40        200     23.575
      7658       5.10         40    89.9757
      7660       4.20        215    70.0828
      7662       3.40         25    6.04062
      7666       3.80        160    35.0609
      7668       3.20        265    6.81364
      7669       3.60         85    8.69305
      7670       3.90         50    42.2748
      7671       4.40        155    81.3533
      7672       3.20        245    85.4569
      7675       4.40        160    76.9778
      7676       3.10        105    24.3532
      7677       5.40        240    91.1491
      7678       4.30        185    74.8747
      7680       5.00        155    84.1202
      7681       2.10        105     48.252
      7682       2.00        175    26.5866
      7686       4.50        165    84.3954
      7688       2.70        295    12.2128
      7689       5.50        280    90.5213
      7690       3.80        185    39.9244
      7691       5.30        150    89.3775
      7692       4.50        175    82.6351
      7693       2.70        275    2.88425
      7694       2.50         50    39.4837
      7695       3.70        195    88.5247
      7700       3.90        140    74.0987
      7702       3.00        150    3.47509
      7703       4.80        105    82.7476
      7705       5.50         95    104.509
      7706       4.80        280    84.2345
      7708       2.00        200    8.80722
      7711       3.40        180    9.86229
      7712       2.10        270    16.5831
      7714       2.10         35     51.829
      7718       2.30        130    25.8029
      7721       2.30        235    12.9287
      7724       4.50        250    84.7992
      7728       2.80         60    45.0442
      7729       2.10        115    44.8775
      7730       3.40        170    81.8138
      7731       4.40         75    71.8403
      7732       4.00        105     43.055
      7733       3.40         30    65.0019
      7734       3.50        150    10.7759
      7736       3.70         25    21.4665
      7737       2.20        210    17.7145
      7738       4.70        220    82.7554
      7739       4.40        230    81.3547
      7740       4.20         75    58.0238
      7741       4.60         85     70.407
      7744       3.90         65    21.4147
      7747       2.80         65    13.4657
      7748       2.00        300    15.6289
      7749       2.10        105    28.0153
      7751       3.80         80    29.8953
      7753       5.20        185    88.5912
      7755       5.50        275    92.4241
      7759       3.30        230    15.8867
      7761       2.80         30     42.035
      7764       5.60        290    85.4347
      7765       2.60        120     8.9131
      7766       3.50        100    7.15958
      7767       2.60        190    8.58681
      7768       2.00        160    29.4884
      7769       4.30         80    66.3515
      7770       4.90        260    88.7996
      7772       3.60        140    15.9404
      7774       2.80         95    7.37061
      7775       3.70         75    75.9803
      7776       2.40        260    6.23131
      7777       3.50        105    15.5667
      7778       3.90         70    40.7674
      7779       4.90        210     81.326
      7780       3.40        215    22.9489
      7782       4.50        275    82.7653
      7783       4.50        135      81.28
      7784       3.00        140    2.47688
      7785       2.50        200    92.9067
      7786       4.70        120    84.2524
      7788       2.00        100    34.0109
      7793       3.20         75    51.3385
      7795       5.50        285    92.1337
      7796       4.40         75    70.3212
      7797       2.50        140    54.3428
      7799       3.60         65    8.12998
      7801       4.60         65    75.6732
      7803       2.40        195    13.7557
      7806       2.50         80     72.873
      7808       3.30        175    7.06713
      7809       2.90        170    4.82591
      7810       5.50        150    97.7406
      7811       5.00        230    80.3985
      7813       3.00         55    70.8915
      7814       2.30         35    56.9387
      7815       3.60        230     27.262
      7817       4.50        210    79.4941
      7818       5.30        205    89.6418
      7819       5.10        190    74.4346
      7821       2.90         25    51.4067
      7823       2.30        110    11.8181
      7826       4.90         95    78.2167
      7831       4.00        230    62.7933
      7836       2.40         90    11.8888
      7837       4.30        280    78.0592
      7839       2.20        155    68.2245
      7842       2.80        160    6.13399
      7845       2.30        115    52.6409
      7850       3.60        240    28.7618
      7851       2.40        195    15.3895
      7852       2.90        265    65.4133
      7853       3.80        185    46.1437
      7854       5.10        275    85.5056
      7856       3.30        100    24.3763
      7858       2.20        165    45.2346
      7860       4.00        100    42.7539
      7861       4.30        255    70.3327
      7862       3.80        150    46.4778
      7863       2.40        215    12.0576
      7864       4.10        280    142.042
      7865       3.90         50    15.5252
      7866       2.60        230    5.64708
      7867       4.10        260    139.508
      7868       4.70         60    74.6216
      7869       5.70         85    109.397
      7871       3.80         90    69.5764
      7875       5.40        235    91.0375
      7876       3.90        195    51.3177
      7878       3.00        215    64.3603
      7879       2.20        170    60.7695
      7880       3.90         25    35.0986
      7882       3.50         70    10.2426
      7884       3.30        105    4.54835
      7888       2.00         70    127.512
      7889       4.00        300     63.749
      7890       2.70        260    10.6021
      7893       4.50         85    75.9117
      7894       5.90        260     107.19
      7896       3.60        225    32.0039
      7900       3.80        190    38.9911
      7901       4.00        220    61.3388
      7905       2.10        100    49.2474
      7906       4.50        270    81.8569
      7907       2.70        130    100.058
      7908       2.50         65    48.3087
      7911       2.00         45    49.1541
      7917       4.10        215    64.6294
      7919       4.30        180    76.3629
      7920       3.70        290    74.0898
      7923       3.00        265    3.14788
      7924       2.70         70    89.5796
      7926       4.30        190    75.5987
      7927       2.30        290    4.63796
      7929       5.70         65    108.039
      7930       2.30        300    7.50249
      7931       4.70         65    75.0648
      7932       2.70        240    4.10871
      7934       2.30         70    13.8826
      7936       3.30        260     10.723
      7945       3.00         25    34.5262
      7947       2.20        210    33.8536
      7948       3.80         30    16.8795
      7950       4.70        240    83.7033
      7951       2.20        125    19.9761
      7952       3.60        145     88.573
      7953       2.90         50    22.0624
      7954       3.00         60    14.8313
      7955       2.60        250    5.06427
      7957       4.60        295    85.2379
      7959       2.20         45    59.6282
      7960       4.40         30    34.4611
      7961       4.10         95    76.4755
      7962       3.50         90    18.4475
      7963       2.10        240    17.9461
      7964       4.00         90    38.6305
      7967       5.10        160    80.0199
      7968       3.90         70    50.2197
      7969       4.70        235    87.2913
      7971       5.70         40    101.343
      7972       5.10        170    75.9297
      7977       4.80        205    85.5757
      7979       5.30        265    89.2145
      7982       3.30         25    41.3998
      7983       4.00         30    19.5946
      7985       2.70        280    2.79538
      7988       2.90         90    11.2458
      7990       2.70        145    41.2717
      7991       2.50         60    30.4266
      7994       4.10        170    66.4335
      7995       2.60         75    26.7886
      7996       2.40        170    69.9073
      7997       3.10        180    3.21302
      7999       2.40        170    15.1721
      8000       2.70        185    6.53181
      8001       3.00        295    3.72892
      8002       3.50         40    5.06955
      8003       2.50        245    6.89057
      8006       2.00        100    14.3014
      8007       3.30        280    43.1273
      8009       2.00        100    12.2356
      8010       3.40        185    21.8353
      8011       2.50        220     28.647
      8012       4.00        130    52.5687
      8013       4.50        130    81.3775
      8014       4.90        235    81.5094
      8017       2.00        160    14.9776
      8019       2.30        125    108.014
      8023       4.20        220    74.5727
      8024       2.00        230    10.2811
      8025       2.10         30    51.2781
      8026       5.20        255    83.6153
      8027       2.00        295    41.4057
      8030       3.90        105    31.9968
      8034       3.60        250    30.0145
      8035       4.00        250    36.2309
      8036       4.90        265    88.9795
      8037       4.30        105    72.0214
      8038       4.10        250    59.4557
      8041       2.00         25    31.8515
      8043       2.80        135    52.7292
      8044       2.30         60    39.1774
      8046       2.90        205    2.96458
      8047       5.20         75    86.9699
      8048       2.10        245    17.1466
      8050       5.00        115    85.7991
      8052       2.50        295    3.05897
      8053       5.50        175    93.7649
      8055       4.70         30    61.3902
      8057       2.20        230    12.2713
      8060       3.80        210     42.289
      8062       4.60         90    80.6228
      8065       5.30        220    88.8821
      8066       4.20        240    71.6878
      8068       2.10        200    11.1673
      8069       3.30         85    73.0156
      8071       2.80         40     31.841
      8072       3.50        165    13.0207
      8073       3.90        160    34.8236
      8074       2.00        115    34.3304
      8076       3.70         70    78.0539
      8077       2.40         65    38.4471
      8079       4.10        125    108.762
      8080       2.10         60    46.8771
      8081       3.00        160    3.40313
      8082       3.80        130    42.5836
      8085       3.90        225    55.1825
      8086       3.80        100    71.1442
      8087       3.80        240    109.187
      8088       3.20        205    63.3846
      8095       2.40        150    185.622
      8099       5.50         40    91.8828
      8101       3.00        300    3.80717
      8102       3.00         55    94.1063
      8105       4.30        205    73.7969
      8106       5.00        130    86.3091
      8108       4.10        115     57.996
      8110       4.20         95    54.9942
      8111       5.50        300     92.116
      8112       5.70        290    97.0839
      8115       2.50        210    88.2739
      8119       2.40        285    35.4734
      8120       4.00        190    59.0151
      8121       4.90        145    81.8151
      8122       3.30        120    72.0454
      8123       4.80        160    75.1823
      8124       2.00        270    135.793
      8125       2.00        275    123.435
      8126       2.20        280    11.5532
      8127       2.40        280    17.0591
      8128       2.80        275    2.23637
      8130       2.80        240    15.3978
      8131       4.90        120    80.0597
      8132       2.70        170    12.5943
      8133       3.90        210    108.621
      8135       4.80         90    83.2165
      8138       4.20         30    26.2626
      8139       4.60        270    82.9105
      8140       2.20        175    14.0519
      8142       2.20        195    102.276
      8146       2.60        225    19.7892
      8151       2.20        205    8.39155
      8152       5.80         75     109.78
      8153       3.30         60    3.93317
      8156       4.80         70    78.2886
      8157       2.40         40    111.012
      8158       3.20        140    3.96814
      8160       2.80        130    8.21858
      8161       3.80        235    45.2935
      8162       2.80        285    6.62881
      8163       3.60        175    20.4657
      8164       2.20        190    50.3948
      8169       3.00         75    2.66013
      8170       3.20         35    35.7587
      8172       2.70        145    9.92923
      8174       2.00        190    207.273
      8175       3.50        180    91.9066
      8177       3.00        175    72.1592
      8180       3.90         30    50.1803
      8184       4.20        165     66.347
      8185       5.00        265    84.8681
      8186       2.10        265    48.0971
      8188       5.50         25    91.5528
      8189       2.00         80    44.7342
      8190       2.00        280     190.31
      8191       5.40        260    89.1669
      8192       2.50        165    44.9568
      8196       3.20         80    5.98104
      8198       5.00        150    86.6398
      8199       2.90        220    14.3028
      8200       3.40        140    6.65928
      8201       3.60         80    60.5167
      8204       4.20         70      56.58
      8205       4.80        195    86.6653
      8206       4.70         95    75.6755
      8209       4.80         75    79.7536
      8210       3.00        265    4.27999
      8211       3.30        145    14.5448
      8213       4.80        100     82.357
      8215       4.60        115    82.5432
      8216       2.10         80    41.8967
      8217       3.90         95    33.2097
      8218       3.80         70    15.6164
      8220       3.80        125    47.4945
      8221       5.10         60    84.7813
      8222       2.00        260    18.0667
      8223       4.80        175    72.4434
      8224       5.50        245     92.327
      8225       4.40        105    76.9378
      8226       4.90        255    83.1639
      8227       4.40         25    45.2019
      8228       2.40        140    50.0238
      8229       5.70        240    96.8007
      8231       3.60        300    34.9909
      8233       6.00        135    113.258
      8234       3.10        110    50.9901
      8237       3.70        180    29.0941
      8238       4.40        215    73.6269
      8239       2.30        285    62.8077
      8241       4.90        120    85.7223
      8242       3.90        155    46.4045
      8245       2.40         25    64.4593
      8246       2.10         75    43.5732
      8248       2.60        270    73.2122
      8249       2.90         80    13.3477
      8250       5.50        290    91.2603
      8251       4.50         75    72.8602
      8252       4.10        125    60.5018
      8254       2.60        105    19.9186
      8255       2.10        150    50.6127
      8256       3.80         90    20.8348
      8257       3.50        245    21.4003
      8260       2.30         90     33.312
      8261       3.60         90    20.3907
      8262       5.00        160     85.166
      8264       3.10         50    14.3872
      8265       3.60        200     79.885
      8266       2.40        260    8.72357
      8267       2.10        260    195.054
      8268       2.00        285    111.626
      8269       2.60        205    48.0036
      8272       2.10        250    193.382
      8275       5.20        280    91.1683
      8276       2.40        260    8.06661
      8277       2.80        220    2.44091
      8278       3.40         35    3.03001
      8279       3.90        195    50.7732
      8282       4.30        205     85.418
      8284       2.30        105    23.6306
      8285       3.00        235    2.78576
      8287       3.50        200    20.7907
      8288       4.30        140    82.7336
      8298       3.80        240     45.612
      8300       2.20        175    21.6149
      8301       4.90        210    75.0382
      8303       3.30         55    9.46473
      8305       3.40         25    18.9403
      8306       2.40        270    174.915
      8307       3.70        140    43.1115
      8308       2.70         50    50.6492
      8309       3.50         45    79.4976
      8311       2.60        295    61.0682
      8314       3.10        270    5.10953
      8316       4.10         50    31.3418
      8317       2.60        175    69.1974
      8319       3.90        135    42.7862
      8321       2.40        100    25.9803
      8322       2.30        135    24.4029
      8323       2.60        135     14.108
      8328       2.90        115    8.78095
      8329       4.10        200    57.1815
      8335       5.00        250    87.3115
      8336       5.30        205    88.9022
      8338       2.90        190    3.22601
      8340       2.70        225    42.7389
      8341       2.20        235    189.508
      8343       3.70        155    26.5216
      8346       5.00         25    74.9816
      8349       2.10         95    49.3685
      8350       2.20        190    19.8292
      8352       5.20         85    89.4314
      8353       2.70        135    59.2784
      8355       3.60         85    8.82784
      8358       3.30         55    8.60253
      8359       3.30        185     78.366
      8360       3.90         40    14.4042
      8362       2.50         90    78.5442
      8363       5.30        280    89.2379
      8365       2.00        200    23.4519
      8367       4.70         90    70.5886
      8369       3.60         45    9.76206
      8370       4.50        215    83.2112
      8372       3.40        125    6.04324
      8373       2.40         85    19.1423
      8375       3.60        180    56.3125
      8376       5.50        270    89.6707
      8377       2.30        225    69.9746
      8378       4.20        140    73.6808
      8380       2.00        135    34.1845
      8383       5.10        225    88.4433
      8384       4.80        270    88.1123
      8385       3.40         65    72.0306
      8386       2.00        150    12.2341
      8387       2.80        290    3.92237
      8389       2.80        295    2.16378
      8390       5.70         85    109.983
      8392       3.90         75    65.8758
      8394       4.10        145    62.9132
      8397       2.60        170    10.2153
      8398       2.70        135    7.88162
      8399       2.00        255    18.3639
      8400       5.40        190    86.4511
      8402       4.60        240    88.3998
      8403       2.80        250    2.71961
      8406       2.50        185    17.6158
      8407       4.80        180    65.4246
      8411       4.90        255    88.6255
      8412       3.20        105    4.48447
      8416       5.10        285    73.0648
      8417       2.20        245    7.05065
      8418       2.70        270    42.6257
      8419       2.30        105    23.0271
      8421       3.40        140    11.9285
      8424       2.70         35    30.9385
      8425       2.80         85    30.6703
      8428       3.30        180    90.9491
      8430       5.50         50    102.956
      8432       3.40        195    10.4071
      8433       2.90        130    5.94734
      8434       2.50        285    5.55421
      8435       5.40        225    90.1754
      8436       4.50        230    81.3362
      8437       3.30        110    4.75667
      8438       4.70        250    85.0486
      8441       2.20        145    25.7014
      8446       2.60         25    69.7374
      8449       4.40         55    63.9607
      8450       3.30         65    6.63829
      8451       2.20        275    12.5253
      8453       4.10        135      67.45
      8454       4.30         50    52.1334
      8457       3.00        295    3.64298
      8460       4.30         75    65.4594
      8462       3.40        175    8.78292
      8465       2.60        190    8.01355
      8466       4.30        270    79.7519
      8470       3.70        145    24.2967
      8472       5.00        185    87.9999
      8474       3.30        225    8.33954
      8476       3.00        215    54.6244
      8477       4.50        200    89.6946
      8480       3.50        125    8.89627
      8481       5.40         85    100.996
      8482       5.10         95      83.45
      8483       2.70        220    3.32405
      8488       5.30        175     81.532
      8490       3.50         55    81.7411
      8494       3.80        160    80.2219
      8496       2.20         85    50.1943
      8497       3.80         35     13.122
      8498       3.40         95    7.66716
      8499       5.30         95     89.471
      8500       3.80        175    52.4303
      8502       4.80        295    88.7853
      8503       4.80        275    77.3177
      8505       4.20        175    72.1471
      8506       3.20         60    9.34088
      8508       4.40         50    59.9021
      8509       4.90        295    89.3342
      8510       4.80        150    85.7778
      8513       5.60         55    106.253
      8515       4.30        205    78.0487
      8516       5.60        285     91.157
      8517       2.60        200    8.85148
      8519       4.20         70    54.5573
      8520       4.40        135    42.5628
      8521       5.00        300     88.592
      8522       2.50        140    16.2886
      8525       2.50        250    7.60239
      8526       5.30        190    89.8069
      8532       3.70        105    17.3349
      8534       4.20        300    75.0776
      8535       4.60        155    83.2197
      8536       2.80         60    23.2141
      8537       2.40         25    60.6743
      8539       4.20        160     76.948
      8541       3.90         35    13.7104
      8543       5.50        275    91.4875
      8547       4.80        295     65.479
      8554       3.00         50     37.921
      8556       4.70        270    87.5992
      8561       2.70        220    60.6918
      8562       2.00        230    46.1246
      8563       3.40         80    5.52915
      8564       3.10        100    5.52579
      8566       2.00        135    41.8563
      8568       4.90        100    81.9023
      8569       3.00         45    21.1304
      8570       2.90        120    7.43791
      8571       3.00        225    19.3246
      8573       5.00        145    86.2734
      8574       3.00        230    3.39818
      8577       2.70         85    5.98647
      8581       2.80        250    15.7693
      8582       2.50        135    8.36881
      8585       5.00        200    83.5132
      8588       3.40        135    6.48517
      8589       4.80        270    88.1237
      8590       2.80        150    7.24222
      8592       2.50        290    5.51104
      8595       2.80         60     53.475
      8596       4.70         30    61.1147
      8597       2.10        100     36.353
      8598       4.70        100    83.3615
      8601       2.00        220    84.9206
      8602       2.60         25    50.9253
      8603       4.40         95    75.3113
      8605       3.40         25    5.56216
      8606       2.20         90    35.8543
      8608       2.00        145     30.714
      8610       3.80         60    13.1992
      8611       3.50         40      11.08
      8616       3.80        125    35.4751
      8617       5.50        250     83.926
      8619       2.90        140    7.21965
      8620       4.20        300    80.0791
      8621       2.10         90    86.6663
      8622       4.90        260    86.1335
      8623       2.00         80    33.4647
      8624       2.20        145    25.5519
      8625       2.40        250    53.1667
      8632       3.00        295    88.1946
      8633       4.30        285    85.2107
      8634       4.40        240    81.3068
      8635       4.40        270    82.2803
      8637       4.80        210    84.2655
      8638       2.40        185    113.608
      8642       3.60         50    8.53629
      8644       2.20        255     14.147
      8646       3.90        140    44.1737
      8648       2.50        155    209.876
      8649       2.30        110    27.5607
      8651       2.30        250    12.0628
      8653       3.80        120    83.2812
      8654       2.80        160    22.1057
      8658       5.30        285    89.5076
      8659       4.40        105    76.9136
      8660       2.30         70    27.3536
      8662       4.60        165    80.6144
      8663       3.60         35    13.0421
      8666       2.80        185    6.91038
      8668       2.80         50    9.82589
      8670       2.30        205    34.3003
      8672       5.00        255    85.8504
      8673       5.40        280    87.9682
      8676       5.20         30    86.7588
      8677       4.60        170    84.2936
      8678       4.50        185     83.023
      8680       3.10         45    70.4916
      8681       3.40         80    38.6456
      8682       4.00         45    24.1508
      8684       2.10        210    68.6109
      8687       4.00        175    58.2822
      8689       4.40        115    78.3782
      8691       4.20         65    69.5439
      8692       4.60        245    66.2075
      8693       3.30        115    5.07052
      8694       3.80         65    46.1757
      8695       2.30        190    17.1163
      8697       2.50         65    34.1933
      8698       3.20        235    5.97567
      8702       4.00         50    21.8877
      8703       4.00         40    17.2898
      8707       4.30         90    86.8805
      8708       3.70        110    18.1508
      8710       3.90        265    53.2782
      8712       5.50        280    91.5035
      8715       2.10        230    16.1866
      8718       5.30        300    90.8435
      8720       3.10        275    5.14477
      8721       2.50         95    24.5076
      8724       2.80        110    3.98665
      8725       5.20        245    84.3557
