# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
      2062       5.30        250    91.2672
      2063       2.30        285    9.82327
      2065       2.00         45     48.018
      2069       2.40        210    57.7032
      2072       3.50        245    79.2847
      2073       3.70         45    9.69769
      2075       4.80        110    81.7604
      2076       4.20        165    71.5271
      2077       3.30        210    55.6623
      2081       3.30         85    49.6116
      2082       4.70        215    87.0541
      2085       4.60        120     79.332
      2086       2.10        170     10.714
      2087       3.90         30    14.8938
      2088       3.50        145     12.415
      2089       2.50         50    15.3918
      2090       2.40        220    11.5276
      2091       2.00        130    106.485
      2092       2.80         30     43.497
      2097       3.80        205    84.1748
      2098       3.10         80    49.0966
      2104       4.80        175     85.375
      2106       4.60        255    76.2406
      2107       3.50         85    6.46049
      2108       5.10        220    86.2807
      2109       3.10        210    3.52262
      2110       4.70        220    73.5549
      2112       2.50        190    11.2616
      2113       4.70         65    75.3121
      2114       5.40        220    90.0566
      2117       3.40        115     93.018
      2118       3.40        275    77.3637
      2121       3.50         40    14.4872
      2123       4.60        250    85.8463
      2125       5.30         55    92.3683
      2128       2.40        205    86.4112
      2129       4.20        200    61.3388
      2130       2.00         50    50.8527
      2131       2.30        110    26.4717
      2132       2.90         60    7.03549
      2135       2.20        185    51.4533
      2136       2.00        205    21.2811
      2137       3.30        265    17.1501
      2138       2.00         95    148.719
      2140       3.30         75    6.12683
      2142       2.50        200    34.9032
      2143       2.20        280    11.6093
      2144       2.20         25    43.9705
      2146       3.40         25     12.984
      2147       4.70         80    79.8842
      2148       5.50        290    92.6175
      2150       5.50        200    92.9183
      2154       3.20        275    7.93422
      2155       2.50         25    42.0331
      2158       4.50        135    81.9424
      2160       4.40        220    73.7514
      2161       3.70        240    34.4813
      2162       3.70        105    80.7661
      2164       4.30         30    29.8371
      2165       2.50         85    60.0373
      2166       3.10         55    62.7737
      2168       2.20        205    133.089
      2169       4.80         80    80.4996
      2170       2.50        170    13.0801
      2171       4.50        105    77.7626
      2173       3.40         45    26.5623
      2174       5.80        265    92.4569
      2175       3.40        115    5.69503
      2178       3.50        255     22.263
      2179       3.40        185    30.1959
      2180       3.60        125    89.3167
      2181       2.50        185    11.9034
      2184       2.80        140    8.19424
      2187       2.00        155    28.8768
      2188       2.60        270    2.29247
      2189       2.00        270     6.2305
      2191       5.00        175    86.7794
      2192       5.10        170    80.9879
      2194       2.00         80    43.9062
      2195       3.60        140    87.2611
      2197       3.80        180    40.3723
      2200       2.10        290    13.6809
      2201       3.00        300    77.2763
      2206       2.90         70     11.917
      2210       2.30         90    66.2091
      2211       3.70        270    50.1919
      2215       2.50         40    48.2937
      2221       3.20         95    5.06163
      2222       4.30         95    65.5586
      2223       5.00        130    75.4687
      2228       4.00        125    51.0759
      2229       3.90        270    57.5915
      2230       2.20         50    51.2816
      2231       4.70        260    84.2361
      2232       2.20        130    27.0345
      2233       4.30        140    87.5166
      2235       2.00        290    190.865
      2236       2.70        245    79.2335
      2237       2.90        155    4.65832
      2238       5.20         65    91.4691
      2241       4.80        140    83.7505
      2242       2.30         60    44.3623
      2245       5.10        280    84.4864
      2246       4.40        220    94.5908
      2248       4.80        130    85.4861
      2250       3.50        170    15.4643
      2251       2.80        245    2.84678
      2253       5.90        260    106.775
      2254       5.10        225    88.4433
      2255       3.20        170     4.0547
      2258       3.60         30    25.1757
      2259       3.40         25      20.27
      2260       2.10         65    26.7706
      2261       2.70         25    54.9396
      2263       5.10        230    92.2943
      2265       2.00        190       64.3
      2267       2.70        110    60.4347
      2268       4.60        145    82.2114
      2270       3.90        175    47.1453
      2271       4.90         80    78.4406
      2274       5.80        290    95.3371
      2275       2.50        110    11.6803
      2276       2.20        295    71.7016
      2278       3.10        220    3.70957
      2279       4.90        285    79.4777
      2280       4.40        265     81.911
      2282       4.00        155    53.4826
      2283       4.40        140    78.8357
      2284       5.40        195    91.0157
      2285       4.30         25    40.4308
      2286       4.30        150    73.7809
      2287       2.50         80    26.6788
      2289       2.00         90    54.2567
      2290       5.10        125    86.1073
      2291       2.00        225    16.4746
      2294       4.00        140    97.3054
      2295       2.70         40    34.6441
      2296       3.70         25    21.8061
      2298       4.80        155    81.2928
      2299       2.10        195    40.7756
      2301       2.00        240    20.8498
      2303       3.50        145    10.6649
      2304       5.10        265    86.9666
      2305       3.40        110     6.5276
      2306       2.90        250    88.3587
      2308       2.80         35    59.3294
      2309       2.40         80    12.6539
      2310       4.40        270    80.7879
      2311       4.10        160    102.074
      2312       4.20        270    79.2069
      2315       2.00        180    25.9614
      2317       4.00        205    53.4179
      2318       2.80        115    43.6213
      2319       3.60        165    18.8695
      2321       2.00        115    52.3021
      2324       2.40        280    55.4305
      2325       4.20        220    29.8689
      2326       3.50        110    8.24238
      2329       5.00        225    85.6092
      2330       3.70         80    75.0521
      2331       2.60         85     23.804
      2332       2.10        110    34.9494
      2333       2.00        215    21.8257
      2335       3.90         45    15.0308
      2336       2.20        185    18.8766
      2337       3.50        130    68.4715
      2339       2.10        140    98.7027
      2341       5.20         25    78.2391
      2345       2.40        260    55.5517
      2346       3.80        105    25.5199
      2348       3.30         75    6.09983
      2351       5.20         65    85.4919
      2353       2.00        145    42.7749
      2356       4.70        265    77.6423
      2358       4.10        215    68.6059
      2360       3.10        245    66.2257
      2364       3.50        115    71.9952
      2365       2.90         65    31.3495
      2366       4.10        225    71.8393
      2367       4.80        145    86.8978
      2369       2.30        195     31.435
      2370       4.00         55    23.8117
      2371       4.10        130    49.6771
      2373       3.40        175    8.40829
      2379       3.70         95    15.0736
      2381       4.80        170    83.7943
      2382       3.00         80    10.8831
      2385       5.10        255     77.284
      2386       4.00        285    106.772
      2387       2.00        210    44.3565
      2388       5.10        140    85.5748
      2389       4.00         95    44.4431
      2390       2.80        165     1.7709
      2391       4.10         50     31.247
      2392       2.80         70    99.1794
      2395       2.10         95    116.857
      2396       4.90         45    79.2102
      2398       4.30        250    74.9571
      2401       3.30        255    43.4625
      2403       3.70         35    68.8383
      2404       4.30         90    69.9411
      2406       5.00        195    88.0386
      2407       2.10        275    14.7478
      2408       3.50        170    73.2763
      2410       2.00        235    55.3757
      2413       3.50         75    18.4519
      2414       4.10         30    22.7777
      2415       2.40        145    19.5368
      2416       2.50         85     27.865
      2418       5.10        115    82.2343
      2422       4.60        165    84.3003
      2424       5.30         95    90.2011
      2426       3.70         60     54.696
      2428       2.80         45    30.3517
      2429       3.70        235    37.3264
      2430       4.50         55    67.7375
      2432       3.70         45    73.7671
      2440       5.10        140    84.8029
      2445       3.80        120     29.376
      2446       2.40        205    12.4174
      2448       3.40         40    15.2359
      2449       2.30        110    23.2603
      2452       2.30         55    32.8095
      2453       3.10        140    3.23213
      2455       4.60        265    85.8867
      2456       4.10        100     56.369
      2459       3.30        100    4.92583
      2461       3.70        190    31.3326
      2462       3.50         50    8.44443
      2463       4.30         80    74.9822
      2465       3.60         40    9.75981
      2467       4.60        165    78.5365
      2471       2.90        270    17.5118
      2474       2.50        205     10.014
      2475       5.00        260     88.149
      2476       4.90        125    85.4086
      2477       3.50        220    55.4581
      2478       3.00        190    64.7795
      2479       4.40         80    71.0766
      2481       2.00        125     32.228
      2483       3.80         30    60.2865
      2485       4.40        100    74.0253
      2489       2.60         90     15.383
      2492       2.00        190    14.8365
      2494       2.00        195     23.809
      2495       3.70        190    74.3916
      2496       4.00        185    59.5273
      2499       4.50        235    84.4357
      2501       2.20         40    23.5819
      2503       4.50        255    82.3252
      2505       4.60         85    79.1138
      2512       2.10         60    47.5062
      2513       2.40        225    11.1585
      2514       3.20         70     7.1214
      2517       3.40        110     48.183
      2518       3.00        155    3.02996
      2519       2.50        270    37.9766
      2520       2.80        120    44.5577
      2521       2.60         70    91.2405
      2522       5.50        250     91.964
      2523       3.90         30    17.7334
      2524       4.20        300    91.4991
      2525       5.40        225    91.4841
      2527       2.00         65    36.9546
      2528       3.40         70    7.89542
      2530       4.50         45    57.7587
      2531       4.40        230    80.0115
      2533       3.20        270    7.39141
      2534       3.20         70    45.1283
      2536       4.60         95    80.7483
      2538       4.80         65     75.337
      2541       2.90        135    24.5657
      2542       2.70         40    30.7527
      2545       2.70         85    19.6932
      2547       2.30         65    40.7373
      2548       3.80        195    58.7219
      2549       3.30        140    4.99447
      2550       4.60        275     76.674
      2552       2.00        175    13.8714
      2553       2.50        280    86.4155
      2556       4.60        135    68.3288
      2558       2.70        250    3.62178
      2559       3.10         35    21.6372
      2562       3.40        295    67.8403
      2565       5.40         70    91.2603
      2566       4.90         70    78.7834
      2569       2.30         70    22.1836
      2570       2.50        275    7.86891
      2571       5.70        190    99.3981
      2572       3.30        185    6.38477
      2573       3.50        135    90.1214
      2575       4.50         30    43.0336
      2576       2.50        165    53.8293
      2579       5.70         35    98.4457
      2582       3.20         45    20.5943
      2583       2.00        240    9.61593
      2584       2.00        265    8.58748
      2586       2.30        190    5.35431
      2587       4.90        250    88.5431
      2588       3.00         60    14.6857
      2591       2.30        120     41.375
      2592       2.30        250    10.9363
      2595       3.20        275    25.8691
      2596       4.10        225    68.3567
      2597       2.00        110    15.1045
      2599       3.20         60    10.7324
      2600       5.30        205    89.9321
      2601       5.80         95    110.791
      2603       4.30        120     73.117
      2605       3.20        170     78.409
      2607       2.50        195    10.7956
      2608       4.80        235    78.9022
      2609       5.10        280     89.659
      2611       5.10        135    85.9285
      2612       4.20        190    73.0377
      2613       2.90        105    29.5551
      2614       4.60        180     79.511
      2615       3.80         90    25.9076
      2616       3.90         35    28.1958
      2617       2.40        105    26.5705
      2619       4.10        180    67.0369
      2620       5.10        300    79.2658
      2621       3.10        180    3.35974
      2622       2.30         70    39.5772
      2623       2.60        205    83.7276
      2624       2.80        240    2.45752
      2625       4.50        175    77.6528
      2626       5.10        130    86.5528
      2628       3.50         35    12.9642
      2629       2.80         40    33.8697
      2630       3.40        250    31.4217
      2632       2.20        160    23.5213
      2633       2.10        290    14.6467
      2634       2.20        295    17.2106
      2635       2.40         25    62.6943
      2636       4.10        275    70.6749
      2637       2.00         75    30.0594
      2638       2.00         35    59.7476
      2639       2.50        105    12.2783
      2640       3.60        280    60.5348
      2642       5.40        250    87.5994
      2643       3.40        145     87.802
      2645       3.10         60    30.7551
      2646       2.20        300    11.0345
      2648       4.20         25    35.1696
      2649       3.50        275    47.3579
      2651       3.40        130    11.7127
      2652       2.30        245    12.6229
      2653       3.80         60    61.4561
      2655       2.00        280    16.6724
      2656       2.70        160    4.27022
      2658       3.00        270    3.29741
      2659       5.40        285    92.8265
      2660       4.20        170    71.9089
      2661       2.20         85    38.1903
      2662       3.60        180    56.3812
      2664       4.60        170     89.212
      2665       2.00        265    194.262
      2667       2.30        180    18.0856
      2669       3.50        130    89.8471
      2670       2.40         90    42.3863
      2671       2.30        220    5.37703
      2672       4.20         50    42.0561
      2675       5.40        115    92.2325
      2679       5.00        175    72.1956
      2681       3.60         25     19.822
      2682       2.50        225    4.16219
      2684       5.70        300     95.181
      2685       5.30        245    91.7442
      2686       3.00         55    36.7756
      2691       3.20        250    48.5507
      2692       2.20        120    79.1755
      2693       3.40        245    96.0077
      2694       3.60         60     7.7626
      2695       2.60        195    51.0665
      2697       2.80         90    40.8514
      2699       3.10        110    158.058
      2701       4.50        185    77.8612
      2702       4.70        165    85.1637
      2704       3.30        200    7.33361
      2705       2.00        150     20.852
      2707       4.00        200    66.0697
      2709       2.30        155      9.393
      2712       3.60        100     85.668
      2713       5.80        175    109.056
      2714       3.50        230    17.3672
      2716       2.30        105    30.0674
      2717       2.70         35    37.2685
      2721       3.00         45    4.30936
      2724       5.10        220    84.4418
      2725       2.90         80    8.96978
      2726       2.10         65    31.5899
      2728       3.20         60    9.63935
      2735       4.60         95    82.6913
      2739       4.80        110    83.7316
      2741       4.40        110    74.1567
      2742       2.10         95    37.4274
      2745       3.60        145    19.0663
      2750       5.00        235    78.5137
      2754       2.30         40    118.813
      2755       4.90        195     88.133
      2756       4.00        230    53.3629
      2757       2.20         25    68.2785
      2758       2.30         45    88.5319
      2760       2.70         25    19.2091
      2761       4.60         25    56.0817
      2762       4.40         25    33.6799
      2764       3.60        235    83.5148
      2765       2.10        190    17.8071
      2766       3.10         30    10.6785
      2767       4.00        120    57.8585
      2769       2.80        115     29.091
      2771       2.10        235    17.6384
      2773       4.10        105    52.2858
      2774       3.50        285    87.1652
      2777       2.40        185    6.28884
      2778       3.40        105     5.3991
      2783       2.10        145    13.3966
      2784       3.60         25    21.2991
      2786       3.70         70    10.7641
      2790       3.40        270    94.3701
      2791       2.20        245    20.8323
      2792       5.00        140     84.478
      2793       2.20        165    22.7976
      2795       4.00        110    48.2051
      2796       5.40        195    88.6477
      2797       2.00         65     46.855
      2798       2.30        180    28.4877
      2799       2.00        135    32.4194
      2801       3.70         50    9.63634
      2802       3.70         70      77.84
      2803       2.00        105    23.7774
      2804       4.30         60    63.5677
      2805       3.10        200     65.413
      2806       4.00        240     68.585
      2808       2.50         75    31.0372
      2809       4.20        110    66.1133
      2810       4.80        115    82.9978
      2814       2.80        100    46.4559
      2816       2.10         55    37.2842
      2817       3.10         45    51.1016
      2818       3.00        105    3.04397
      2821       3.70        220    34.8012
      2823       4.80        240    81.6476
      2824       2.70        290    2.31017
      2826       4.40         25    45.1869
      2828       3.40        200    10.3787
      2829       2.00        235    100.872
      2832       5.00        170    88.9795
      2834       3.00        155    52.4853
      2835       2.30         35    131.632
      2837       4.20        235    71.9702
      2838       4.00         55    25.7274
      2839       2.40         45    133.023
      2841       3.10         80    9.63496
      2843       3.90        135    42.6712
      2844       3.50        205    54.9665
      2846       2.80        270    5.29109
      2847       2.40         90    31.2104
      2848       2.80        110    6.89792
      2850       3.00        215    10.7717
      2852       4.70        155    85.2565
      2853       4.50         70     73.095
      2859       2.50         75    30.9899
      2861       4.00         90    51.9133
      2865       3.80         30    8.71331
      2867       4.30        260    79.5204
      2868       2.80        225    22.2006
      2870       4.50        285    79.8536
      2871       5.30        190    89.0575
      2874       3.40         40    10.8762
      2877       4.10         25    32.0571
      2879       3.00        205    2.75597
      2881       2.00        235    45.4294
      2882       5.50        170     94.092
      2886       3.90        255    112.267
      2887       4.50        150    80.2548
      2889       2.50        170    6.00944
      2892       2.50         25    62.3808
      2899       2.40        195    57.8748
      2900       4.90        115    85.3284
      2901       2.60         25    64.8827
      2903       4.00        105    46.3571
      2905       4.50         95    68.4078
      2907       2.00        295    62.9108
      2908       2.00         80     44.725
      2909       3.90        100    34.3846
      2912       3.70        225    77.9426
      2914       3.70         45    8.75428
      2916       2.10        155    26.8449
      2917       2.00        140    31.4801
      2918       4.40        245    80.3893
      2920       3.30         50    67.4682
      2923       2.10         80    51.6635
      2924       3.60         60    82.9695
      2925       2.00         70     31.495
      2927       3.30        190    45.5766
      2928       3.60         90    9.42039
      2929       3.90        205    51.9385
      2930       3.90         50    15.0413
      2931       4.00         40    43.9842
      2932       3.10         70     9.5987
      2934       4.10        190     65.356
      2939       3.40         40    64.6208
      2941       3.50        200    16.5381
      2942       3.70        165    28.7358
      2946       2.20         65    20.2043
      2948       4.50         75    74.6647
      2950       5.00         45    78.9865
      2952       3.70         80    12.4698
      2957       5.80        260    102.401
      2959       5.40        250     91.009
      2960       3.40        250    94.1777
      2961       3.90        145    44.9828
      2962       2.00         70    39.4785
      2965       3.60        140    15.6757
      2968       4.40        265    82.6239
      2970       3.20         40    80.6337
      2971       3.10        225    3.76942
      2972       2.30         25    97.2597
      2979       2.20        230    36.3433
      2982       4.80        275    75.4087
      2985       5.10        230    86.9544
      2989       5.30        230    84.0734
      2990       2.40        245    5.44922
      2993       2.80        185    4.77083
      2996       2.40        150    55.7484
      2997       4.10        110    90.0865
      2999       2.10         90     39.261
      3002       4.30         45    46.2905
      3003       3.90        250    54.9993
      3004       4.70        185    86.2998
      3005       3.30        270    69.3218
      3006       2.60        215    6.86356
      3007       2.00        290    16.2785
      3010       2.30        240     70.829
      3011       2.40        150    28.0308
      3012       5.00        245    86.2996
      3014       3.60        270    29.8683
      3016       3.80        255    49.0805
      3018       5.40        250    84.8507
      3019       4.00        185    106.189
      3020       5.20        110    87.4159
      3021       3.90        100    34.5161
      3022       3.40        285    18.2552
      3027       6.00        245    110.582
      3028       4.20         65    51.8762
      3029       4.90        120    85.5285
      3037       3.20        210    11.1026
      3039       3.20        245    6.21409
      3041       3.50         25       79.7
      3042       3.10        190     67.181
      3045       3.10         70     9.2671
      3046       4.20         60    32.9353
      3048       2.80        245    2.44149
      3051       2.50        280    3.99673
      3054       2.80        200     3.5233
      3056       2.00        200    99.5255
      3057       2.00         70     96.222
      3060       2.00        255    18.3559
      3062       2.10         35    54.4893
      3065       5.00        135    86.7154
      3067       5.50        265    91.9782
      3068       2.30         65    41.5215
      3069       5.20         65    86.2945
      3070       5.40        235    89.4186
      3072       4.70        170    82.9003
      3073       5.40        300    90.3088
      3074       3.50        240    89.6984
      3076       2.20         70    65.3933
      3077       2.50        255    3.15375
      3078       2.10        105    35.5759
      3079       4.20        205    71.8988
      3080       2.10        175    48.7847
      3081       3.00        215    75.2461
      3083       2.60        205    7.64502
      3084       2.20         65    46.1634
      3087       3.10        200    10.4969
      3088       3.10         65    86.3051
      3089       5.00        240    87.2446
      3091       4.20         70     74.037
      3092       3.40        285    17.8919
      3095       5.30        200    88.7676
      3097       3.70         35     16.877
      3098       3.70         55    33.7909
      3099       2.50         50    41.4002
      3104       2.70         90    6.02532
      3105       5.40        255    90.0758
      3107       2.10         95    79.0511
      3108       4.70        270    80.1933
      3111       4.90        130    86.0165
      3112       4.10        240    69.3059
      3114       5.50        300    91.9579
      3117       4.70         25    64.1345
      3118       5.40        130    92.6712
      3120       5.10        115    79.4563
      3121       2.30        145    18.0275
      3122       4.40        210    83.9538
      3126       3.10         95    3.08345
      3128       3.30        135     4.6849
      3129       2.00        250    20.1991
      3130       2.00         95    14.6408
      3131       3.60        190    22.8944
      3132       3.60         25     18.336
      3133       3.60        185    26.8819
      3134       2.20        250    105.338
      3137       3.80        115     27.031
      3140       2.90        205    3.60664
      3141       5.60        175    95.5844
      3143       4.80        225    85.3293
      3145       2.30        165    19.9374
      3147       2.00         25    72.9678
      3148       3.00        125      5.059
      3149       2.60        270    6.29444
      3150       4.20        235    82.8119
      3151       4.00        145    36.0984
      3152       4.00        250    128.686
      3153       6.20        280     114.94
      3155       4.00        225    62.6202
      3156       2.60         35    34.3949
      3160       4.20        150    66.8463
      3162       5.10        100     82.885
      3164       2.10        270    15.0979
      3167       2.40        110    15.4901
      3169       2.00        110    37.9209
      3170       3.70         85    49.0113
      3171       2.20         50    78.0456
      3172       5.30        190    80.2938
      3174       3.10        245    4.32796
      3175       4.60        250    85.7858
      3176       2.40        185    37.6171
      3181       2.00        290     56.988
      3183       4.00        200    60.7686
      3184       2.00        230    34.0123
      3186       3.10         80    9.56085
      3187       2.70        135    44.5775
      3188       5.20         45    95.9391
      3190       2.40         70    15.5198
      3191       3.20        255    6.47873
      3197       5.00        295    89.5948
      3199       4.40         70    42.4346
      3200       4.50        120    81.1387
      3203       3.70         50    74.5132
      3204       2.40        130    26.9621
      3206       3.50         25    16.2956
      3208       2.30         90    33.3875
      3209       2.10         30    60.0348
      3212       2.60        235    3.64224
      3213       4.70         75    73.9283
      3215       2.80        185    21.4493
      3217       5.40        245    89.6475
      3219       4.40        205    79.1529
      3221       3.70         35     41.662
      3222       5.40        210    91.1606
      3224       5.20        155    84.4235
      3226       2.90        285     2.7912
      3227       2.20        290    11.5972
      3228       2.00         45    54.3623
      3229       5.20         90    88.0689
      3230       5.70         80      108.7
      3231       4.00        220    35.3856
      3232       2.00        265    53.0881
      3234       2.10         25    37.3905
      3237       2.30         25    122.861
      3238       4.20        110    64.3671
      3241       2.90        235    88.4066
      3243       4.50        210    74.5324
      3244       4.30        125     70.877
      3246       4.60        105    81.8718
      3248       4.50        270    86.8218
      3249       4.10         50    30.2075
      3253       2.20         60    17.7997
      3256       3.90         45     14.098
      3259       3.90         50    35.3163
      3260       2.50        200    12.3247
      3261       2.20        110      72.62
      3262       3.70        200    27.0002
      3265       5.80        135    111.051
      3266       3.00        105    6.21963
      3269       3.90        285    58.0474
      3270       4.20        220    72.7276
      3271       5.70        290    95.7427
      3273       2.40        125     22.522
      3276       3.60         40    10.4369
      3278       2.40        160    37.0396
      3279       5.20        235    85.8413
      3280       2.40        160    14.0204
      3281       2.50         40    41.8462
      3284       3.40         85    6.34409
      3285       5.00        195     88.319
      3287       3.40        175    44.2712
      3289       2.20         75    14.3313
      3291       3.80         85    19.9793
      3292       2.60        150     30.984
      3293       2.20        130    28.3196
      3294       2.40        110    17.1032
      3296       3.50         95    74.2772
      3297       3.10        145    62.9238
      3303       3.80        275    56.5394
      3304       5.10        280     85.215
      3307       2.00         50    34.4429
      3310       4.20         70    54.5616
      3312       3.40        110    64.9157
      3314       2.50        230    46.7613
      3316       4.50        105    79.0399
      3317       3.40        230    13.6281
      3321       2.30        145    73.7386
      3322       3.10         60    91.8552
      3323       2.50         25     38.335
      3325       4.90        275    89.1326
      3326       3.30        260    87.6655
      3327       5.20         60    85.9717
      3329       3.30        160    17.8081
      3331       2.40         25    63.1363
      3334       3.30         75    5.97661
      3335       4.30        195    76.8956
      3336       3.50         80    6.63011
      3337       3.00         85    9.22761
      3338       2.20        220    47.6323
      3341       3.60         85    8.91947
      3344       4.10         50    30.4694
      3346       4.00        260    65.7966
      3348       3.50         40    56.5638
      3351       4.90        180    87.2935
      3352       2.80         30    18.2913
      3353       4.30         90    69.9499
      3354       2.10        155    26.4677
      3355       2.30         95    94.5881
      3357       2.30        250    7.69226
      3358       2.30         45    87.1432
      3361       3.80        140    73.0114
      3362       3.30         95    11.5387
      3363       3.00        210    84.4295
      3364       4.50        260    83.3678
      3365       5.60        250    94.2889
      3366       4.10         70    53.9919
      3368       3.20         30    17.8467
      3369       3.70         70    26.2669
      3370       5.40        300    92.3136
      3371       2.20        160     23.141
      3373       2.30        225    9.82545
      3374       2.10         40    80.4585
      3376       3.80         80    17.5153
      3378       2.00        100    14.8836
      3379       2.10         35    61.7512
      3381       3.40        270    15.6157
      3383       2.00        300    13.1693
      3384       3.50        170    64.0034
      3385       3.70        230    64.0695
      3387       3.50        130    9.37965
      3388       2.90        125    6.82712
      3390       3.20         50     100.55
      3391       3.10         90    6.77624
      3392       5.40         85    100.494
      3393       4.30        155     71.078
      3396       3.40         50    6.86997
      3397       4.70        265    87.0408
      3398       2.30         65    44.5034
      3399       5.00         35    76.7686
      3401       4.40         55    62.4166
      3402       4.60        195     85.169
      3405       4.30        135    73.9532
      3407       3.20         95    5.30339
      3408       2.20        275    12.4609
      3409       4.30        125    63.0319
      3410       3.80         25    24.0626
      3411       4.10        140    61.6085
      3413       2.50        170    62.1373
      3415       5.10         55    87.6042
      3416       3.60         85    8.84492
      3420       4.60        150    84.2346
      3421       5.30         85    88.9557
      3423       4.30        195    75.7602
      3426       4.20        195    73.3329
      3427       3.70         80    79.6763
      3431       3.50        230    19.5846
      3433       5.30         40    99.6366
      3436       2.50        155    15.3356
      3440       3.70         75    73.4671
      3442       2.00        140    18.4902
      3443       2.80        135    57.5108
      3444       3.10         50    14.6859
      3445       4.80        295    74.8282
      3446       2.30        230    8.53095
      3447       3.30        185     82.125
      3450       2.30         80    18.8243
      3451       4.10        110    51.3293
      3453       3.90        150    76.0072
      3454       2.60        285    48.1298
      3455       5.40        260    92.4423
      3456       4.10        220    77.6184
      3457       2.10        100    36.4175
      3459       4.90        215    79.1588
      3460       3.40         60    7.10165
      3462       2.30         35    132.443
      3463       2.20        285    11.9217
      3464       2.90        235    10.8666
      3465       4.50        175    78.7022
      3466       4.20         85    59.3058
      3468       4.20         50     51.112
      3469       2.40        205    11.4358
      3470       3.20        105     4.4921
      3473       3.60        155    61.4808
      3474       5.10        170     80.437
      3477       4.90        135     70.004
      3478       5.50        280    92.8427
      3479       5.00        125    86.2776
      3480       3.10        115    6.75954
      3483       3.30        195    10.0118
      3485       2.00         80    45.0888
      3486       2.90         80    13.0956
      3488       5.70         30    94.9452
      3490       2.30        195    17.9606
      3493       4.10        105    51.5185
      3494       2.50        100    13.9407
      3496       5.10         25     82.535
      3498       2.80        120    61.1793
      3499       2.30        175    19.5299
      3500       2.10         80    42.6067
      3501       2.10        135    28.1445
      3504       3.70        150    85.5344
      3505       3.10        280    5.32685
      3506       3.10        270     8.5877
      3507       2.80        110    54.5147
      3509       5.60        260     93.193
      3511       6.00        295     109.59
      3512       3.10        245    4.19105
      3513       3.40         55    4.58758
      3514       2.70        140    55.4066
      3516       4.80        160    85.0772
      3518       2.70         45    76.1777
      3519       2.60        255    5.19341
      3523       2.30        195    9.62134
      3525       5.40        235    91.5153
      3529       4.20        280    76.5001
      3531       4.10        195    66.7956
      3533       4.30        210    72.9556
      3534       3.60         25       20.4
      3535       3.50         85    6.52856
      3536       5.10        280    88.7546
      3541       4.10         25     30.171
      3544       5.20        130    85.8722
      3546       4.00        140    50.7089
      3550       2.10         75    158.296
      3551       3.70        250    41.8237
      3553       2.50        160    51.0441
      3555       2.90         45    25.5409
      3556       4.90         70    76.5047
      3558       2.00         40    31.9968
      3560       2.10         65    130.861
      3561       4.40        265    80.0867
      3562       3.50        195    79.8824
      3564       3.80        255    49.3461
      3566       3.60        255    30.2943
      3568       2.60        200     61.711
      3569       4.60        100    65.8868
      3571       2.00        280    66.0806
      3572       5.00        175    81.1821
      3574       5.70        230    100.614
      3577       3.00        270    3.73606
      3579       5.30        225    85.2924
      3580       2.30         25    62.1786
      3581       3.20        290    103.765
      3584       3.80        110    27.1734
      3585       2.10        265     15.485
      3587       2.00         25    67.9887
      3591       4.50        185    79.9764
      3592       3.00        245    2.91959
      3593       4.30        250    78.6965
      3594       2.50        300    58.6253
      3596       3.90         35    14.5336
      3597       4.60        200    85.3292
      3598       2.00        210    77.6295
      3599       5.30         55     99.053
      3601       5.20        170    89.6514
      3602       3.20        205    4.97636
      3604       2.20         60    36.8466
      3605       2.10         80    14.8936
      3606       4.50         70    79.0642
      3608       4.80        150    83.3878
      3612       4.80         90     84.196
      3616       3.20        100    5.48798
      3617       4.10        115    59.4768
      3618       3.40         85    25.1337
      3619       5.20        280    90.4098
      3621       2.20        150    24.1493
      3622       2.10        275    13.0034
      3624       4.40        145    76.2765
      3628       5.50        280    92.5319
      3629       2.80         60    23.3009
      3633       2.70         50    22.2476
      3634       2.60        270    84.5856
      3635       3.80        120    29.0077
      3639       4.70        145    84.7382
      3640       4.80        195     80.415
      3643       2.20         25    101.864
      3644       3.30        190    6.52057
      3646       3.60         95    9.52819
      3647       3.40        250    95.8721
      3648       3.30        250    10.1815
      3650       5.30         65    88.9881
      3651       3.30        300    12.9053
      3652       2.20         50    58.8909
      3653       2.90         75    5.04946
      3659       2.00        100    31.9896
      3660       2.10        220    30.7567
      3661       2.30        265    37.5696
      3663       3.50         40    73.7064
      3664       2.60         80    25.1629
      3666       3.80         75    16.8347
      3667       3.50        165    59.1699
      3669       5.30        290    84.8572
      3670       2.20        180    51.8602
      3671       2.30        230    15.2063
      3673       3.50         90    88.8453
      3675       3.70        300     41.738
      3678       2.00        255    189.188
      3679       2.70        140    4.91209
      3680       3.50        135    9.94586
      3683       4.60        230    89.1735
      3685       4.40         95    67.0563
      3690       2.30        190    17.9623
      3692       2.30        295    8.31641
      3693       4.80        100    78.3248
      3694       2.60         30    31.6966
      3701       4.50        245    84.2126
      3702       5.10         50    85.8674
      3703       4.00         80    36.8307
      3705       4.50        180    81.3641
      3707       2.70        210    5.48722
      3709       3.30         60    29.2556
      3710       3.40        245    14.7956
      3711       2.30        115    55.5986
      3712       2.80        150    7.17396
      3713       4.40        180    65.2882
      3714       4.10        265    70.0185
      3715       5.10        265    88.3946
      3716       2.60        270     82.671
      3717       2.90        160    4.58567
