# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
      5236       4.30         90    68.2775
      4806       2.10        275    11.8761
      4255       3.50         75    8.65042
     14006       2.40        145    6.75854
      3120       5.10        115    79.4563
     11237       4.60        165    76.7542
      8499       5.30         95     89.471
     12170       3.70         60    9.45664
     10988       3.70        235    36.5976
     10779       3.80        120    27.4308
      2453       3.10        140    3.23213
      2455       4.60        265    85.8867
      2459       3.30        100    4.92583
      2461       3.70        190    31.3326
      2471       2.90        270    17.5118
      9046       5.00        260    71.3064
      5970       3.00        190    3.07409
     12279       2.00        125    31.7433
      2503       4.50        255    82.3252
      5721       2.10         60    29.2329
      2518       3.00        155    3.02996
      2519       2.50        270    37.9766
      2520       2.80        120    44.5577
      8534       4.20        300    75.0776
      5647       4.50         45    54.5859
      4124       4.60         95    75.6823
     12249       2.90        135    5.30197
     13474       2.70         85    5.96402
      9524       2.30         65    13.3143
     10907       3.80        195    41.2208
      6214       4.60        275    54.1151
      2552       2.00        175    13.8714
      3051       2.50        280    3.99673
      2556       4.60        135    68.3288
      9577       2.70        250     3.6144
      4833       3.10         35    20.3405
     10465       5.40         70    90.0821
      3556       4.90         70    76.5047
      2571       5.70        190    99.3981
      2572       3.30        185    6.38477
      8902       3.50        135    9.81307
     13465       4.50         30    43.0255
      7331       2.50        165    13.4269
      2579       5.70         35    98.4457
      5935       3.20         45    1.37395
      2584       2.00        265    8.58748
      2586       2.30        190    5.35431
      6701       4.90        250     87.001
      2588       3.00         60    14.6857
      9051       2.30        120    7.33695
     14473       2.30        250    5.22748
      2597       2.00        110    15.1045
     13202       3.20         60    1.86891
      2601       5.80         95    110.791
     14493       4.30        120    70.6378
      9003       4.80        235    65.3819
      3861       4.20        190    70.8478
      2614       4.60        180     79.511
     10410       2.40        105    13.0485
      7997       3.10        180    3.21302
      2624       2.80        240    2.45752
      2625       4.50        175    77.6528
      3886       3.50         35    12.9105
      7558       2.80         40    13.4308
     11400       2.00         35    28.8069
      2640       3.60        280    60.5348
      2646       2.20        300    11.0345
     13921       3.80         60    13.1084
      2656       2.70        160    4.27022
     14893       5.40        285    85.9454
      4937       4.20        170    70.9715
      4630       4.20         50    39.4048
      2675       5.40        115    92.2325
      2682       2.50        225    4.16219
      2684       5.70        300     95.181
      9067       5.30        245    86.2497
      6892       2.20        120    28.4137
      7413       2.60        195    4.25491
     14312       3.10        110    4.19717
      2702       4.70        165    85.1637
      4140       3.30        200    7.29879
      8386       2.00        150    12.2341
     14647       4.00        200    58.3955
      2709       2.30        155      9.393
      2713       5.80        175    109.056
      8424       2.70         35    30.9385
      2741       4.40        110    74.1567
      2745       3.60        145    19.0663
      2750       5.00        235    78.5137
     10965       4.90        195    72.8481
     10489       4.00        230    35.3982
      6827       4.60         25     47.541
     11126       3.60        235    28.2078
     12469       2.10        190    8.32021
      3493       4.10        105    51.5185
      2778       3.40        105     5.3991
     14561       3.70         70    10.4988
      3381       3.40        270    15.6157
      9902       5.00        140    82.2138
      4816       4.00        110    45.4678
      3801       2.00        135    10.6698
     13255       3.10        200    3.34045
      9470       4.00        240    62.6672
      3238       4.20        110    64.3671
      6213       4.80        115    74.0824
     11671       3.10         45    16.5693
      8903       3.00        105    2.68555
      4399       3.70        220     29.189
      4032       4.80        240    74.5976
      9581       2.70        290    2.14792
     12215       2.40         45    21.4592
      2843       3.90        135    42.6712
      4016       3.50        205    16.7762
      9277       2.80        110      3.598
     14274       3.00        215    3.21914
      2853       4.50         70     73.095
      7964       4.00         90    38.6305
      5328       4.30        260    70.4937
      7595       2.80        225    3.59175
      2870       4.50        285    79.8536
      2879       3.00        205    2.75597
      4744       5.50        170    89.7775
      7060       3.90        255    40.0194
     13729       4.50        150    73.5021
     14148       4.90        115     83.582
      5964       2.60         25    27.8373
      7732       4.00        105     43.055
     13385       3.90        100    32.6804
      5219       3.70        225    34.0029
      3354       2.10        155    26.4677
      3442       2.00        140    18.4902
     10114       3.30         50    9.65583
     14231       3.60         90    9.33324
     10650       3.90        205    48.6107
      2930       3.90         50    15.0413
      7338       4.10        190    65.2119
      2942       3.70        165    28.7358
      9499       4.50         75    64.8636
      2957       5.80        260    102.401
     14458       3.90        145    44.5016
      2971       3.10        225    3.76942
      8057       2.20        230    12.2713
      2982       4.80        275    75.4087
      4031       2.80        185    4.68379
     13732       2.40        150     18.833
      7181       4.30         45    44.9538
     11765       4.70        185    70.3226
      8942       3.30        270    10.9592
     11041       2.60        215    5.10223
      3014       3.60        270    29.8683
      3016       3.80        255    49.0805
      3020       5.20        110    87.4159
      3027       6.00        245    110.582
     12483       4.20         65    27.8113
      8131       4.90        120    80.0597
      3037       3.20        210    11.1026
      3039       3.20        245    6.21409
     14467       3.50         25    4.89882
     12767       3.10        190    27.7558
     12100       2.80        200    2.25063
      7708       2.00        200    8.80722
     13426       2.00        255    8.57564
      4371       2.10         35    28.1123
      3065       5.00        135    86.7154
      3070       5.40        235    89.4186
      3072       4.70        170    82.9003
     14834       3.50        240    20.8267
     13554       2.20         70      14.64
      3079       4.20        205    71.8988
     10969       2.10        175    21.2117
     14554       5.00        240    83.6721
      5149       4.20         70     54.367
      3095       5.30        200    88.7676
      3880       3.70         55     9.8878
      7022       4.90        130    82.2109
     12732       5.50        300    81.5728
     10675       4.70         25    55.2687
      3121       2.30        145    18.0275
      6793       4.40        210    65.6473
     13155       3.60        190    21.7981
     11482       3.80        115     23.536
      3141       5.60        175    95.5844
      3143       4.80        225    85.3293
     12499       2.30        165    17.1205
      3151       4.00        145    36.0984
      8035       4.00        250    36.2309
     10424       6.20        280    114.922
      3164       2.10        270    15.0979
     13238       2.40         70      13.03
      3191       3.20        255    6.47873
      7530       5.00        295    78.5108
      3199       4.40         70    42.4346
      6018       4.50        120    66.5271
      3212       2.60        235    3.64224
      3219       4.40        205    79.1529
     12047       5.40        210    86.6502
      3224       5.20        155    84.4235
     10369       2.90        285    2.43431
      6838       2.20        290    9.43859
      3229       5.20         90    88.0689
      3230       5.70         80      108.7
      3231       4.00        220    35.3856
      8783       2.10         25    37.2036
      5373       2.90        235    2.58279
      3243       4.50        210    74.5324
      3409       4.30        125    63.0319
     12838       4.60        105    54.0041
      7906       4.50        270    81.8569
      3262       3.70        200    27.0002
      3265       5.80        135    111.051
      3273       2.40        125     22.522
      3279       5.20        235    85.8413
      9514       3.40         85     5.3197
      6033       2.20         75    14.2941
      5244       3.80         85    18.9644
      3303       3.80        275    56.5394
      3314       2.50        230    46.7613
      3317       3.40        230    13.6281
      7936       3.30        260     10.723
      3327       5.20         60    85.9717
     13161       3.30        160    5.50368
     10148       4.30        195    72.5387
      7669       3.60         85    8.69305
      3346       4.00        260    65.7966
      5720       4.90        180     81.123
      6566       2.30         95    31.8643
     10544       3.80        140     30.128
      3363       3.00        210    84.4295
      5036       4.50        260    76.3793
     14474       5.60        250    92.0722
     13541       4.10         70    44.4697
      3376       3.80         80    17.5153
      8009       2.00        100    12.2356
      7635       3.70        230    31.3525
      3388       2.90        125    6.82712
      5673       3.10         90    6.43386
      3392       5.40         85    100.494
      3393       4.30        155     71.078
      3399       5.00         35    76.7686
      3411       4.10        140    61.6085
     12603       5.10         55    82.5839
      5614       4.60        150     78.842
      3421       5.30         85    88.9557
      7574       4.20        195    71.3961
     10668       2.50        155    8.75575
      8043       2.80        135    52.7292
      4834       3.10         50    2.31241
      8547       4.80        295     65.479
      3446       2.30        230    8.53095
      9621       3.90        150    58.3109
     10452       4.10        220    29.9818
      3459       4.90        215    79.1588
      3460       3.40         60    7.10165
      3463       2.20        285    11.9217
      7604       4.20         85    57.2036
     13682       5.00        125    85.5826
      9952       3.10        115    5.77276
      3488       5.70         30    94.9452
      3496       5.10         25     82.535
      3961       2.30        175    5.89473
      3504       3.70        150    85.5344
     13665       3.10        270    4.96861
      3509       5.60        260     93.193
     11794       6.00        295    108.336
      3513       3.40         55    4.58758
      3679       2.70        140    4.91209
     14402       2.60        255    4.91792
      9180       4.20        280    56.9322
     10951       4.10        195    58.8038
      3533       4.30        210    72.9556
      3544       5.20        130    85.8722
      3555       2.90         45    25.5409
      3566       3.60        255    30.2943
      3569       4.60        100    65.8868
      3574       5.70        230    100.614
      5312       3.20        290    8.73488
      9164       3.80        110    25.0295
      6482       2.10        265    12.8352
      7529       3.00        245    2.86357
     11501       4.60        200    83.7627
     10732       5.20        170    83.7879
      9071       3.20        205    4.88186
      3608       4.80        150    83.3878
      9846       4.80         90    76.0502
     12180       3.20        100    4.70793
      8796       5.20        280    86.4417
      3621       2.20        150    24.1493
      3624       4.40        145    76.2765
      9273       2.70         50    13.5516
      6590       4.70        145    84.2803
      3640       4.80        195     80.415
      3650       5.30         65    88.9881
      3653       2.90         75    5.04946
      7042       4.60        230    63.7443
      4326       2.30        295     3.9511
      3693       4.80        100    78.3248
      9942       2.60         30      25.88
      5711       4.50        245    82.8148
      3702       5.10         50    85.8674
      6957       4.50        180    81.2027
     11409       2.30        115    25.4512
     14901       2.80        150     5.9498
      3713       4.40        180    65.2882
      3714       4.10        265    70.0185
     14434       2.50        145    16.1265
      3738       3.90         55    16.6431
      8372       3.40        125    6.04324
      3747       4.10        150    59.1953
      6843       4.70        130    84.2422
      8073       3.90        160    34.8236
      3754       3.50        290    26.4293
      6501       4.90        260    72.3719
     14011       3.40         75      5.161
      9573       2.20        235    15.6045
     12533       2.40        175    15.8547
      3771       3.90         85     29.298
     11705       3.30        175    5.92942
     14291       3.60        135    15.2766
     14867       4.80         35     70.592
      3783       5.90         90    109.859
      4779       2.00         85    15.2577
     14497       3.60        285    56.7725
      6949       3.30         35    6.69459
     11100       5.20        175    88.0114
     13565       2.80         85    9.82436
     11663       3.00        100    5.51401
     11571       3.80        100    23.7514
      6226       4.30        105    67.2947
      3817       5.60        300    91.2456
      8081       3.00        160    3.40313
     14119       5.10        165    75.3155
      3829       4.70        125    83.7442
      8397       2.60        170    10.2153
     11584       5.30        140    84.7693
     10014       5.30        170    87.6609
     10033       3.80        145    31.7945
      7570       5.40         55    89.4383
      7389       4.20        130    41.2265
      3866       4.90        280    81.0869
      3869       3.00        290    3.53754
      3883       2.80         25    21.8935
      6719       2.90        185    2.54664
      3892       3.60         50    7.53038
      4183       3.60        115    12.3542
      3906       5.60        105    106.536
      4979       4.80         75    74.3696
      3923       3.90         40     13.603
      3927       5.80        235    103.776
      8474       3.30        225    8.33954
      3946       3.70         90    12.7785
     14498       2.80        145    7.36877
      4566       3.00        180    3.23744
     13124       3.20        240    6.02815
      3979       3.10        300    17.7658
      4275       4.50        170    81.3432
      8745       4.80         85    80.8446
      5422       5.80         70    106.132
      8497       3.80         35     13.122
      3994       3.60        210    23.3771
      9033       2.30        100    12.7776
      3997       4.30        175    70.5175
      3999       2.90        300    2.55955
     10908       4.30        145    69.3101
      6309       3.00        200    2.72502
     10940       3.20        155    3.98539
      9054       3.60        120    12.2741
      9274       3.60        265    31.0416
      4017       2.70        170     7.6068
     13519       3.40        260    33.5845
      4043       5.60         90    108.004
      5064       5.90        245    107.827
      4067       4.20        240    70.9811
      4068       4.40         90    68.8992
      7734       3.50        150    10.7759
      4073       4.90         90    79.3464
     11052       2.60        175    6.19081
      6243       3.30        290    11.9324
     13384       4.90        265    85.9548
      7175       4.50        265    46.5678
     13188       3.50        270    23.1669
      4092       4.80         95    79.3731
     11259       4.50        225      77.84
      4096       2.60         95    22.3145
     10416       5.10        200    86.3531
      4664       5.20        160    78.7665
      4109       6.30         75    110.018
      4110       4.10        125     60.079
      9449       2.50        210    8.25919
      4118       3.30        145    8.77225
     10071       5.60        280    93.8086
      4149       4.10         80    48.8177
      4150       5.40        265    88.6046
      4991       3.40        190    9.68681
      4173       4.70        195    78.1019
     14007       4.10        250    33.8758
      9474       4.00         75    34.5858
     10542       5.70        140    106.613
      8839       3.40        220    12.4732
     13949       2.40        115    7.28453
      4224       3.40         80    5.26448
      4344       2.40        235    6.76513
      8237       3.70        180    29.0941
      4233       4.60        280    86.6191
      6113       2.80        125    9.57942
      6019       5.30        265      85.76
     13878       2.20         35    17.1801
      8457       3.00        295    3.64298
      4254       4.50         65    72.2113
      4258       6.00        225    112.227
      7180       5.30        240    84.9821
      4264       3.10        165    3.10363
     13224       5.10         35    79.3516
      4290       2.60        275    4.10225
      4296       4.80         60    74.9468
      6487       3.30        150    5.05729
     13210       3.60        175    20.2375
     12547       2.90        215    2.75144
      9856       3.90        125    39.0514
     10290       4.60        190    77.1386
      4328       5.60        200    97.8947
      9916       4.90        160    85.0161
      9179       3.70        110    17.4968
      8568       4.90        100    81.9023
      4351       3.50        295    21.9772
     12165       5.50        295     90.609
     13144       4.50        110    70.9038
      6200       4.10         65    42.7208
      9634       3.50         30    14.7099
     13381       4.20         80    53.5924
      6870       4.20        120    65.9175
      7341       2.30        140     8.1674
     13437       3.00         90    3.11836
      4392       5.50        285    86.4369
     12308       4.30        270    70.6794
      4395       3.90        220     46.164
      4396       5.00         75    81.7372
     10362       3.50        210    35.0883
     14204       4.30         75     64.528
      4413       5.60        270    92.6647
     10214       2.00         55    24.0499
      8860       2.80        295    1.98904
      4432       4.60        115     67.928
     11445       4.50         90    75.6495
      4440       3.90        210    51.7048
      7052       5.10        210    86.8132
      4446       3.30         30    2.22398
     13632       2.60        160    10.9679
      4452       3.40        265    15.1083
      6337       4.80        105    78.4177
      4476       5.30        280    77.0818
      4480       6.10         50    105.416
      7651       3.80        235    41.0474
     10689       4.40         85    69.5026
      6265       3.80        270    50.3883
      4512       5.00        150    85.3481
      4516       2.40         85    11.6126
      5679       4.90        140    79.3015
      8329       4.10        200    57.1815
     13206       2.50        245     4.6369
      8917       4.00        195    36.0797
      7244       4.80         40    71.5064
      4540       5.20         95    88.8056
      5919       2.50        240    7.61262
      9077       2.20        115    17.0775
     11893       5.80        215    105.983
      4565       2.90        195    3.12745
      4571       3.90        185    49.1781
      8350       2.20        190    19.8292
      6073       4.50        290    76.6679
      4586       3.40        240     13.959
     12595       3.90        195    46.2957
      8110       4.20         95    54.9942
      4594       4.20        100    63.7895
      5487       3.70        160    23.9982
      4609       5.40         65    90.2705
     11834       2.60        100    20.1058
     12337       5.00        265    83.8197
      6239       2.30        150    11.5448
      4633       2.90        130    2.17058
      8053       5.50        175    93.7649
     13419       4.40        105    60.7022
      9560       2.30        170    12.2623
      8311       2.60        295    61.0682
      8606       2.20         90    35.8543
      5433       2.50        260    17.3712
      5088       4.70        150    76.6666
      4670       3.20        260    7.04516
      4674       5.10        120    84.3935
      5700       3.90        280     54.809
     10734       4.50        280    75.3166
      6505       3.60         70    7.72056
      4691       4.50        295    75.4251
      4692       3.30        180     6.1529
      4696       4.30        170    76.0357
      9519       3.50        100    7.14694
      8436       4.50        230    81.3362
      4716       2.40        270    18.5505
      7501       2.70        215    2.10013
      7628       4.00        290     56.085
     11195       3.50        260     20.518
      4731       3.70        175    30.6145
      4741       3.10        290    5.57747
      4750       3.90        245    58.2174
      9865       3.10        100    2.48955
      4761       5.40        200    90.8785
      4783       5.20         55     87.354
     14956       3.90        290    59.2876
      8196       3.20         80    5.98104
     10567       4.50        140    78.7776
     14974       4.50        250    77.7423
      4803       6.00        220    112.615
      4815       4.40        260    82.5245
      4823       2.10        115     9.8455
      7512       4.80        265    74.2212
      4835       2.00        160    10.0059
      4846       2.40        295    6.19606
      4847       5.50         50    96.5665
      4853       5.00        280    80.1368
      4858       5.80        120     111.47
      4864       5.60         45    97.2179
      8323       2.60        135     14.108
      9186       3.60        295    32.4773
      4869       2.80        190    3.89758
      6111       3.80        170    38.2179
     13712       4.40        235    66.0169
      4886       4.70         85    76.1562
      4899       3.00        260    3.06064
     12105       4.10        290    68.8133
     14950       2.60        225    6.43365
     13439       5.20        270    80.2315
      5764       5.10         70    84.4945
      4943       4.10        185    59.5037
      5924       3.50        235    19.4327
      9829       2.70        175    7.26128
      4976       4.40        280    77.1082
      4977       2.70        235    5.41825
      6331       3.40        210    33.1626
      4990       4.00        255    59.2741
      4992       5.30        120    89.7405
      4999       4.40        300    79.8755
      6040       5.20        215    81.1701
      7482       2.70        265    2.33475
      5026       6.00        290     109.36
     11527       3.80        215    56.2922
      5050       2.20        135    24.1887
     10461       3.80        210    40.6686
      6010       2.80         65     5.2199
      5072       3.50        120    8.51685
      8140       2.20        175    14.0519
      5083       5.00        190    82.1223
      5084       3.80        165    36.6783
      5087       4.90        270    75.4806
      6246       2.30         50    47.5977
     13545       2.50        125     10.988
      5114       3.40        235    94.5523
     10083       2.40        215     6.2386
      5120       3.70        285    40.8573
      8047       5.20         75    86.9699
      5127       4.00         85    34.2861
     13936       5.20        220    86.9462
      5184       4.80        210    74.3985
      5144       4.80        270    71.5944
      5151       5.00        275    88.5913
      5159       3.80        230     79.603
      5161       6.00        250    111.455
      6129       4.40        120    74.5501
      5168       4.20        160    66.0856
      6464       3.20         90    3.17286
      7585       2.00         30    31.9524
      5195       4.90        220    82.2197
      8585       5.00        200    83.5132
     10389       2.20        105    21.1808
      5226       5.70         65    107.383
      5232       5.60         75    96.7901
      6848       2.70        285    3.17162
      5271       2.70        260    2.34973
      5276       5.50        145    98.1934
     11885       4.80        245    65.3867
      5284       3.10        285    16.1846
      9862       2.90         25    17.0579
      5310       3.10        230     48.185
      6830       4.70        240    72.3712
      7926       4.30        190    75.5987
      5342       3.90         25    9.16363
      5348       2.10        180    8.47702
      7688       2.70        295    12.2128
     13669       2.30        255    5.11102
      5607       2.70        195    3.11989
      5883       2.40         30    27.8479
      9029       2.40         75    26.4077
     12229       4.10        170    65.2802
      5376       2.60        155    16.9608
      8400       5.40        190    86.4511
      5398       4.90         35    73.8561
      5533       3.40        290    16.6457
      8407       4.80        180    65.4246
     12052       4.90        170    72.6775
      8755       5.20        210    85.6346
      5425       5.50         80    94.7798
     10879       2.00        220    9.44574
      5451       3.00        175    3.12673
      5460       2.90         95    6.73968
      5483       5.80         55    106.612
      7774       2.80         95    7.37061
      5497       2.30        260    10.3349
      6591       2.90        110    7.69133
      5521       4.20        250    60.7763
      8543       5.50        275    91.4875
      8298       3.80        240     45.612
      6388       4.70        115    81.3187
     14821       3.20         85    5.71771
      5784       3.30        205    8.85103
      5557       5.40        135    89.3514
      5572       4.50         60    66.0358
     13090       3.80        290    60.9615
      8048       2.10        245    17.1466
      5595       2.60        280    38.2858
      5611       5.20        190    89.0847
     14013       3.90        130    41.2656
      5646       6.00        205     112.68
      5649       4.60         75    74.5886
     12018       2.90         50    13.4616
      8301       4.90        210    75.0382
      7896       3.60        225    32.0039
      5664       2.60        250     2.9059
     13012       2.10         50     31.592
     12810       3.50         60    5.46412
      7884       3.30        105    4.54835
      5712       2.30         75    31.7417
      8644       2.20        255     14.147
      5724       3.60        250    27.9814
     10703       4.80        260    71.5685
      5759       5.70        195    100.981
     12982       2.50        120    6.94228
     11114       5.00         70    81.5164
      9221       5.80        170    109.434
      5797       4.90        105     79.175
      5826       3.70        130    21.4813
      5834       2.80        230    2.99497
      5843       2.10        225    19.0607
      8369       3.60         45    9.76206
      8596       4.70         30    61.1147
     11537       3.40        120    5.92028
      8770       5.40        290    88.1963
     12221       4.70        250    60.5175
      6540       4.80        120    80.1091
      5878       4.30        245     76.991
     14610       2.70         30    23.5798
     11477       4.20        185    64.6318
      5912       6.40         40    102.079
      5916       3.70        120    82.5652
     14788       3.10        235    3.98503
      5927       3.20        280    8.24705
      9073       5.00         40    82.8354
      5939       3.20        135    3.82891
      7197       4.90        255    80.6137
      5951       3.00        255    3.14127
      5952       5.70        250     98.207
      5977       5.10         60    83.1148
      5983       5.80        250    99.1566
      8285       3.00        235    2.78576
     12400       4.70        120    80.3649
     10577       5.10         75      84.23
      5996       5.30        210     86.714
      5998       2.80         75     18.238
      6012       4.50        155     77.737
      6013       4.70        300    85.3899
      6015       2.70        165    5.68633
      6027       3.30        125    4.50617
      6032       3.40        180    9.44863
     10618       4.00        100    36.1747
     14225       5.20        145     86.977
     10666       2.40        240     6.5799
     10401       4.90        175     80.166
      7145       3.20        130    7.63767
     12882       3.30        120     4.5021
     13360       4.90        245    81.4727
     12902       3.00         30    17.6052
      7652       3.80         70    14.6031
      7347       4.10         90    50.1127
      6170       3.20        125    4.04005
      6175       3.90        155    44.9232
     11027       5.20         35    81.9098
      6191       2.50        180    4.64894
     10948       5.00        270    83.8493
      6232       3.60        215    25.6246
      6237       5.20        290    75.2556
     11475       4.40        190    78.3704
     14422       4.40        165    64.9948
      6248       5.30        110    91.7971
      6429       5.50        135    97.7058
      6938       3.50        215    17.5578
     10759       4.70        100    80.5286
      6267       4.60        130    63.5771
      6276       4.90        235    72.0561
      6300       4.30        290     79.919
      6306       4.70        205    70.4358
     11061       4.60        125    73.3268
     11275       3.20        120    5.76402
      6323       5.90         45    103.903
      6325       3.00        250    3.64615
     12616       5.10        195    88.6197
      6333       5.60        240    92.7111
     10232       4.30        300    76.9954
     14658       4.80        280      70.22
      8516       5.60        285     91.157
     14665       3.50         55    4.98073
      6385       5.80        275       99.8
      9600       4.00        280    64.9489
     14925       3.80        160    34.8265
     11282       2.90         55     20.743
      6416       2.70        150    4.61268
     11151       5.00        220    71.5331
      6447       5.10        215    82.9452
      6720       5.20         40     82.189
     11064       2.40        285    4.23312
     12568       2.70        205    57.0958
      6477       3.20        230    5.67271
      6485       4.10        205    64.1168
     11026       2.80        155    3.20236
      6702       5.40         75    94.3199
     10126       4.60        210    85.2703
      6543       2.40        140    8.10634
      6546       3.30        280    20.1292
      6570       5.80        255    103.626
      6574       3.90         80    27.8882
     14144       4.90        110    80.6329
      6958       3.20        115    3.99976
     14809       2.90        200    2.04143
      6595       4.50         25    39.7221
     10576       2.40        290    18.8745
      6602       3.40         95    5.26671
      6608       4.10         85    50.0704
      6613       5.10        110    81.9295
      6615       3.10        155    3.96568
      6618       2.60        105    19.0576
     14568       2.60         45    39.8172
      7765       2.60        120     8.9131
      9608       2.50        215    8.88927
     12093       2.90        255    7.38777
      7014       4.10        155    62.9287
      6699       4.90         40    80.3156
      6730       5.50        185    88.5363
     12498       5.20        105    87.6735
     13109       3.10        120    4.26815
      6775       3.90        295    43.9118
      8229       5.70        240    96.8007
      7219       5.30        300    84.1083
      6810       5.30         80    89.0072
     13057       2.80        175    5.17283
      6842       6.00        240    111.846
      6889       4.70        245    83.0464
     10037       5.60        295     90.641
     13500       2.40        200    13.0764
     11720       2.60        130     15.129
      6927       3.20        150    3.86548
      6943       2.50        130    19.2007
      6945       5.40         95    96.4614
      8169       3.00         75    2.66013
      6965       5.10        270    77.1882
      6971       3.70         65    9.95141
      6972       3.80        295    48.8085
      6981       5.30        135     88.675
      6984       4.00        210     60.335
      6992       5.60        245    94.8735
      7020       5.10        260    86.7144
      7034       4.70         55    71.5543
      7035       5.60        185    99.1974
      8277       2.80        220    2.44091
     12676       4.00        170    56.6308
     13848       5.20        180    80.5836
      9097       3.00        230    2.73948
      7066       5.70        160    105.861
      8634       4.40        240    81.3068
      7069       4.20        290    64.3706
      7070       5.10        175    87.9737
      7080       5.50        240     92.589
      7083       4.80        200    87.2444
     10029       3.40        155    7.51112
      7103       4.00        265    65.1515
      7107       5.10        290    82.1089
      9303       5.30        295    87.8284
      7125       6.10        270     113.31
      7130       4.90        165    83.6168
      7132       5.00        205    91.4402
      8172       2.70        145    9.92923
     11586       4.80        290     86.481
      7889       4.00        300     63.749
     12198       3.40        225    12.8304
     14796       4.20         90    33.5408
     11701       3.20        110    3.32362
      7179       3.50         65    62.0736
      7199       4.90         55    77.8151
     10536       2.70        225    5.13615
      7233       2.10        230     7.2823
      7240       5.90        100    111.496
      7245       5.50        180    95.0067
      7258       4.20        135    68.6594
      7764       5.60        290    85.4347
     10405       3.90        140     43.478
      7290       5.50        205    90.9999
     11011       3.80        245    47.6617
      7313       5.60        140    102.881
      7315       5.10         30    83.0655
      7318       4.10        235    67.7514
      7327       3.90        180     88.071
     11180       4.90         85    79.7042
     10283       2.30        270    10.4724
     12597       2.70        220    2.60836
     10549       5.30        260    88.8423
      7378       3.80        300    47.5813
     11520       4.40        250    72.9623
      7548       3.60         35    12.6649
      7398       4.80        300    90.6487
     13484       4.70        160    82.4767
     12366       3.70        185    86.4575
      7455       4.50         80    76.8482
      7457       4.40        200    80.5199
      7461       3.10        250    35.4385
      7467       4.00        215    60.9586
      7468       5.00        160    81.3113
      7483       5.60         40     95.508
      7484       5.50        215    93.1584
     11333       5.50        155    96.5314
     11404       2.20        260    25.0336
      7499       5.90        270    107.055
     11438       4.00         65    29.9448
      8935       5.10        185    80.1274
      7531       5.80        285    92.0135
     12757       5.10         40    80.6938
      7547       5.30         25     78.411
      7582       5.40        215    84.7428
      7587       6.40        180    115.429
     12592       4.60        225    82.0312
      7602       4.30         50    51.2369
      7605       5.80         50    105.412
     12243       2.70         60    9.50163
      7630       5.50         95    104.509
      7633       2.40        155    8.04104
     12691       4.60         50    65.9088
      7668       3.20        265    6.81364
     14797       4.40        155    71.0839
      7678       4.30        185    74.8747
     10479       4.50        165    75.3994
     10027       2.30        130     17.786
     14234       3.40        170    8.81532
      7737       2.20        210    17.7145
     14084       4.20         75    51.0519
      7753       5.20        185    88.5912
      8465       2.60        190    8.01355
      7784       3.00        140    2.47688
     14130       4.60         65    74.1596
     12654       2.90        170    3.93337
      7811       5.00        230    80.3985
     14627       2.20        155    11.9261
      7861       4.30        255    70.3327
     12027       4.10        280    70.2591
     14622       4.10        260    62.9871
      7869       5.70         85    109.397
      7919       4.30        180    76.3629
      7920       3.70        290    74.0898
      7923       3.00        265    3.14788
     12745       4.60        295    66.0171
     12718       4.40         30    34.4111
      7969       4.70        235    87.2913
      7971       5.70         40    101.343
     10170       2.70        280    2.74225
      7995       2.60         75    26.7886
     13525       4.00        130    49.1736
      8013       4.50        130    81.3775
     11921       4.60         90    78.1185
     13863       2.40         65    36.5801
      8085       3.90        225    55.1825
      8099       5.50         40    91.8828
      9854       4.00        190     52.321
      8121       4.90        145    81.8151
      8139       4.60        270    82.9105
     14739       5.80         75    106.748
      8158       3.20        140    3.96814
     10620       2.80        130    3.47748
      8188       5.50         25    91.5528
     13922       2.90        220    2.46387
      8200       3.40        140    6.65928
     11728       3.60         80    8.37575
      8224       5.50        245     92.327
     12514       3.60        300    34.3475
      8233       6.00        135    113.258
      8238       4.40        215    73.6269
     14695       2.10        260    18.5184
      8358       3.30         55    8.60253
      8338       2.90        190    3.22601
     13654       4.50        215     82.517
      8378       4.20        140    73.6808
     14540       3.40         65    4.28087
      8387       2.80        290    3.92237
      8394       4.10        145    62.9132
      8402       4.60        240    88.3998
      8434       2.50        285    5.55421
     13139       3.30        110    4.58616
      8470       3.70        145    24.2967
      9716       4.20        175    71.0491
      8513       5.60         55    106.253
      9523       5.00        300    80.6473
      8525       2.50        250    7.60239
      8570       2.90        120    7.43791
     12879       5.00        145     80.499
      8588       3.40        135    6.48517
      8592       2.50        290    5.51104
      8633       4.30        285    85.2107
     14076       2.30        205    15.4993
      8672       5.00        255    85.8504
     10791       5.40        280    83.8921
      8676       5.20         30    86.7588
     12955       4.40        115    77.8355
      8692       4.60        245    66.2075
      8698       3.20        235    5.97567
      8720       3.10        275    5.14477
      8725       5.20        245    84.3557
      8728       2.10        295    13.0877
      9438       4.20        125    64.4687
      8750       4.10        175    64.4594
      8779       5.60         30    93.8674
      8809       5.50         75    96.0442
      8842       4.00        275    68.9169
      8857       6.10        240    113.925
      9744       2.70        125    9.45648
      8906       6.00        125    112.747
     12896       2.10        125    10.8222
      8952       3.60        205    73.4122
      8957       4.20        295    70.7933
      8958       5.20        165    87.1466
     10898       3.40         90    5.13705
      8982       4.70         70    69.0332
     12212       3.40        160    8.14688
      8992       2.90        210    2.83228
     11848       4.50        220    77.5674
      9059       2.00        120    34.2588
      9082       4.80        185    87.2488
     11977       2.40        135     7.9506
