# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
      7355       4.70        155    26.8489
     13946       4.70        110    21.5832
      3171       3.40        295    78.0456
      3174       6.30        245    4.32796
      3176       4.50        140    37.6171
      3181       3.90        105     56.988
      3187       4.70        295    44.5775
      3191       5.70         35    6.47873
      3203       3.80        105    74.5132
     14626       5.00        300    25.2221
     14646       5.90        190    7.00622
      9778       4.80         55    12.0164
      3215       5.00        180    21.4493
      6658       4.20         80    41.3915
      3226       6.30         40     2.7912
     13057       6.40        215    5.17283
     12112       5.30        175    12.3054
     13139       5.80        180    4.58616
      3232       4.20        250    53.0881
      3234       5.30        160    37.3905
      3237       3.30        135    122.861
      4076       5.60         75    2.89919
      9605       5.30        275    12.2695
      8605       5.20        245    5.56216
      3266       6.20        265    6.21963
     13680       6.30        215    3.68307
      5109       4.60        180    36.1189
      8730       5.30         70    55.5525
      3280       5.40         75    14.0204
      8027       4.40        135    41.4057
      5342       5.20        175    9.16363
     10905       4.30        295    48.5463
      8978       4.50        270    43.9237
      3303       3.90         30    56.5394
      7501       5.20         80    2.10013
      9444       4.70        280    40.3813
      4796       3.80        165    56.7854
     11675       4.40        215    44.1234
      4925       6.10        250    8.12695
      4293       4.10        145    52.0328
      7043       6.30        230    57.8685
      3352       5.20        120    18.2913
      3357       5.10        135    7.69226
      3358       3.30        300    87.1432
     14695       4.90        150    18.5184
     12468       5.50        295    7.31205
      7084       5.50        190    15.2691
      3369       4.30         30    26.2669
      3373       5.70        165    9.82545
      3374       3.50        180    80.4585
     13178       6.30        130    13.5011
      3383       6.00        230    13.1693
     10775       4.40         85    26.3668
     12666       3.30        250    100.169
      6698       5.80        295    3.48266
      3396       5.90        225    6.86997
      3398       4.00        110    44.5034
     10157       5.10        235    21.5466
      3409       5.60         30    63.0319
     13925       6.00        130    45.8023
      4426       3.90        190    50.1869
     14741       6.30        150     2.3555
     14433       5.40        265    11.3948
     10170       6.40        275    2.74225
     10794       3.80        210    69.1135
     12241       4.20        270    54.0397
     13829       4.20        205     47.187
      9373       6.00         30    4.67897
     13474       5.50        260    5.96402
      3462       3.10        185    132.443
     14387       4.70         55    2.72485
      4007       6.10        255    4.02091
     11688       5.00         25    5.82775
      3483       5.70        190    10.0118
     14353       4.00        190    52.4285
      3504       4.20        130    85.5344
      7466       6.10         85    28.7687
      4756       4.00        105    48.5299
      3541       4.20        140     30.171
     12929       5.80         40     9.6067
      3797       3.80         25    154.922
      3553       4.30        210    51.0441
     11697       5.00         30    4.31252
      3560       3.10        190    130.861
      3562       4.40        150    79.8824
      3652       3.80         90    58.8909
     11537       5.50         45    5.92028
      3581       3.30         30    103.765
      3594       4.10        125    58.6253
      7808       5.80        170    7.06713
      3598       3.60        160    77.6295
      5664       5.40        100     2.9059
      3604       4.30        110    36.8466
      3618       5.10        200    25.1337
      3622       5.10        180    13.0034
      4966       5.90         85    4.43723
      3647       3.50         90    95.8721
      8860       5.30         65    1.98904
      3660       4.80        210    30.7567
      6902       3.80         75    62.4424
      3678       2.90        115    189.188
      7345       5.50        205    3.55178
      3710       6.30        185    14.7956
      3711       3.90        255    55.5986
     13064       3.60        270    65.5196
     10059       4.40        160    38.9871
      3722       4.60         60    7.51623
     10116       5.30         60    24.5387
      3740       4.40        265    55.6099
      3742       6.00        295    8.57564
      4922       3.90         35    61.5201
      6075       4.80        120     16.727
     10117       6.10        105    5.72363
      3765       4.70        250    41.0244
      3773       5.20        215    11.9291
      6181       3.70        225    63.2901
      3779       6.20        135    3.20509
      3788       3.70         90    83.4492
      3910       4.90         55    76.5379
      3798       5.70        185    11.4378
     12717       5.00         45    8.44277
      3807       6.00        300     27.253
      6064       3.60        225    75.3402
      3827       5.70        145    3.18749
      8228       4.30        250    50.0238
     14533       6.00         70    4.07696
     12852       5.30        105    2.31387
     12726       3.60         95    92.7823
      4446       5.40        270    2.22398
      8035       4.10         30    36.2309
      3862       5.50        250    3.26352
     10377       3.50        270    71.5717
      3865       4.10        185    55.5253
     14864       4.90        260    29.5106
      3882       6.10        275    7.72677
     11370       3.30        275    93.4817
      7627       5.90        125    12.4651
      3899       5.70        220    9.70144
      7681       4.20        290     48.252
      7595       6.40         55    3.59175
      3942       3.30        150    118.219
      3944       4.80         40    3.27608
     10364       4.00        140    47.9908
     13481       5.90         25    7.35528
      3953       4.10        245    51.9496
      3962       5.70        230    7.27951
     13556       4.20         70     27.407
      5015       4.60        165    34.5901
     14924       4.60        120    25.6552
      3978       5.30        115    12.4026
      3979       5.60        290    17.7658
      4111       5.30        220    15.4792
      4031       6.40        180    4.68379
      3990       4.20        255    49.8631
      6238       5.90        240    82.4873
      3995       3.10        265    114.589
      4000       6.20        105    73.3441
     12018       5.60        165    13.4616
      7169       4.60         80    17.8046
      9133       3.70        170    64.1612
      4017       6.10        145     7.6068
      6956       5.20        240    13.2201
     13050       3.80        290    59.3684
      4022       3.70         55    99.3765
      4029       4.60         45    5.98606
      7517       3.60        265    70.1084
      7186       5.00         40    5.71267
      8918       3.70         80    80.8468
      7509       5.60        210    16.4391
      4047       5.10        275    22.7486
      4048       6.00         60    6.26692
      5373       6.30         80    2.58279
      4057       4.00         65    38.0327
      7839       3.70        160    68.2245
      4070       4.30        175    77.9538
      4074       3.30         55    185.445
      4077       6.20        170    17.9295
      4455       5.50        235    3.42808
     13425       3.90        130    55.8229
      9868       5.90        185    27.5797
      4098       4.60        155    65.8059
      4127       5.20         75     3.1873
      4106       3.50        160    92.1268
      4112       4.60        285     46.469
      4118       5.60        205    8.77225
      4344       5.40        240    6.76513
     12284       5.40        230     6.8808
      6986       5.30        125    3.79583
      5465       4.20        110    47.2242
      4161       4.10        150         57
      4710       3.60        215    66.4979
     11729       3.50         80    94.9242
      6994       6.10         55    61.9221
      4206       5.20        135    28.7638
      4221       3.80        220    62.7961
     14063       5.70        130    2.16287
      5843       5.10        250    19.0607
      6176       5.40        135     45.699
     11913       3.30        235    100.397
      4255       4.70         30    8.65042
      4264       5.40         70    3.10363
     11994       5.70        115    26.2928
      9761       6.20         70    16.9254
      4290       6.10        165    4.10225
      4308       4.40        290    68.6533
      4312       6.00        200    17.9713
      4314       3.70        115    82.9146
      4316       5.10        265    12.4137
      4321       4.30        130    40.5878
      9077       5.00        190    17.0775
      4333       6.10        135    18.0968
      4335       3.60        260    80.9423
     13203       5.40        170    2.46651
     11589       4.70        135    52.7869
      4358       3.70        195    67.1581
      6767       3.60        280    66.0683
      4371       4.20         60    28.1123
      4565       6.20        155    3.12745
     13276       4.50        300    48.7559
      9570       4.70        185    32.6292
      9027       4.40         65    19.7288
     10668       5.30        240    8.75575
      4414       3.50        265    73.6169
      9546       3.90         25    56.4981
      4436       3.70        285    62.3331
      4448       4.00        230    61.3054
      4449       5.90        110    7.69088
      6883       4.80        220    32.2081
      4491       5.20        170    16.3183
      4498       3.70        180    85.0821
      8196       6.00        165    5.98104
      7911       4.50        240    49.1541
      4516       4.30         40    11.6126
      6436       6.00         95    24.5207
      8287       5.60        155    20.7907
      7272       6.00        270    3.60554
      4526       4.00        145    48.6474
      4542       3.10         75    191.757
      4545       4.00        215    52.8331
      4548       3.60        220    70.4769
      4550       3.80        235    56.4051
      6033       4.70         75    14.2941
      4567       6.10        260    88.0614
     11526       3.80        195    66.9298
      4570       3.40        225    86.1291
     13448       6.20        100    19.0429
      4580       4.60        255    42.0317
     12226       5.80         85      10.46
      4599       3.70         75     86.544
      8947       4.30        115    26.6643
     11820       5.60        180    20.5306
     14011       5.70        175      5.161
      9789       3.90         60    52.9877
     14263       6.40         30    3.23667
      4635       5.60        295    10.4205
     10528       5.60        280    93.1024
      8069       4.00        270    73.0156
      4652       4.20        275    66.8578
      9943       3.80        215    59.1864
      8269       4.60        235    48.0036
      4662       2.80        155    179.937
     14285       3.70        255    58.9232
      5812       5.60        215     5.5013
      9198       5.50        130    5.82692
      6667       5.10        300    24.9036
     11197       3.80        270    59.2274
      5050       5.80        150    24.1887
     11727       3.80         35    69.3254
      5721       4.90        225    29.2329
      9772       4.40        245    44.4447
      7578       6.10        285    9.89425
     13293       3.50        295    72.4691
      4790       5.10        160    11.3602
      4793       3.40         65    155.929
      4798       3.70        230    62.3631
      8979       5.30        285    12.1756
      4806       5.10        170    11.8761
      9346       5.70        155    81.8623
      4869       5.90        170    3.89758
      8403       6.20         95    2.71961
     11989       4.60        135    26.1131
      7662       5.70        265    6.04062
      7821       3.90         90    51.4067
      8180       4.00        265    50.1803
      4897       3.00        235     130.78
      4898       4.50        120    30.1488
      4902       5.30        255    10.9345
     12693       4.10        225     41.217
     11407       4.80        125     17.515
      4936       4.50        135    32.8444
     14401       5.80        220    5.23804
     11521       3.60         90    94.7857
     14259       3.60        300     65.319
      4994       5.30        210     9.6295
      8006       5.10        105    14.3014
      7768       4.90        280    29.4884
     12892       4.40        145    29.4657
      5025       4.80         30    66.4512
      5027       4.10        285    69.8048
      8151       5.00        115    8.39155
     12072       4.00        195    50.4416
      8268       3.30        170    111.626
      5052       5.20        165    25.3175
     12998       3.60        100    91.7932
      7748       6.30         45    15.6289
      5107       5.30        270    17.4165
      5116       5.90        150    5.43545
     14311       3.70         35    83.0495
      5129       4.60        215    42.7577
     14845       5.40        300    6.49702
      5169       4.10        230    56.4803
      5176       4.70        285    38.3549
      5177       5.30        145    4.46263
      6080       6.30        220    4.45521
      5209       3.80         80    64.7503
     11888       5.70        100    4.56824
     14006       4.60         50    6.75854
     13996       5.70         60    3.31275
      5260       4.90        190    21.6223
     14918       3.40        175    99.8174
      5264       3.50        275    89.5575
      5269       3.80        255     68.734
     12441       4.50        160    35.6691
     12407       5.20        195    10.9314
      5288       4.80        245      80.73
     13706       3.30        260    99.2405
      5296       3.90        230    54.6894
     13486       5.80        210     3.1201
      5348       5.40        220    8.47702
     13090       3.90         50    60.9615
     14036       4.20        165    52.2277
     10969       5.00        230    21.2117
     11337       5.50        100    29.5609
     10666       5.90        285     6.5799
     11064       5.70        225    4.23312
      8902       6.30         90    9.81307
      5451       6.30        115    3.12673
     10823       4.00         95      43.92
      8998       4.50        285    49.8604
      5464       3.20        280    102.622
      6892       5.80        120    28.4137
      6367       5.80         90    15.5388
      5479       4.40        115    41.1674
      5937       5.80        290     83.504
      5497       6.00        185    10.3349
      6115       5.30        140    88.2076
      8619       6.10         30    7.21965
     12822       3.30         45    197.017
      5544       4.70        150    28.8559
      7591       4.60        125    29.6702
      5568       6.30        170    7.72787
     13034       5.90        160     5.5915
     11631       5.80         80    8.60071
     13494       4.00        200    49.3979
     12243       4.40         45    9.50163
     10133       4.30        240    30.6335
      9151       3.90        115    54.0743
     13145       5.80        285    10.2524
      5663       5.30        205    51.1076
      5678       5.80        265    43.4343
      5682       4.50         45    8.60998
     13847       6.00        280    8.45742
      5689       3.50         50    93.9489
      5702       5.70        215    7.34114
     10643       4.90        205    18.7692
      7269       4.10        175    40.6372
      5745       4.30        150    73.8402
     11052       5.10        130    6.19081
     12982       5.00        110    6.94228
      5754       5.80        275     40.154
     10206       5.20        190     10.521
     11619       6.20        225     11.737
      5790       4.70        265    36.8938
     13934       3.70        250    73.8124
      5810       5.40        260    6.90143
     11366       3.80        130    56.2071
     12825       5.00        250    51.4877
      5834       6.40        225    2.99497
      5844       4.70        275    48.2787
      7558       5.00        150    13.4308
      5849       3.50        300     92.559
      5920       5.20        200    8.28809
      7596       5.80        145     15.995
      5861       6.10         35    4.12474
      5871       4.90        145    15.0056
      5876       4.90        195    40.7902
     14991       5.20        235    12.9766
      8170       4.70        290    35.7587
     14075       5.00        130    9.93648
     10766       3.70         40    83.2157
      6673       4.30         65     27.747
      5897       6.10         90    9.24601
      5902       5.20        260    56.4196
      5909       5.90        270    42.3822
     11900       3.80        120    66.5729
      5932       3.40        140    104.679
     14666       5.10         65    8.31496
      5959       6.40         45    27.7786
      6325       5.30         30    3.64615
      5969       3.20        170    124.219
      6648       3.20        285    97.6111
     13903       5.20        295    16.8126
      5980       3.90        275    59.4351
     11330       4.90         85    2.22297
      6016       4.50         50    10.2636
      6257       5.90         55     8.5493
     10617       6.20        110    4.92798
      6046       6.30        285    58.3943
      6057       4.20        175    47.0579
      6058       5.90        130    10.7272
      6071       5.90        280    45.5483
      6072       5.10        290    21.3444
     12317       4.00         90     40.339
     13380       5.60        270    6.31363
     10257       3.70        110    80.6146
      6148       4.60        150    31.3659
      6175       6.00         90    44.9232
      6186       4.70         35    25.1971
      6191       5.40        180    4.64894
     11855       5.80        125    10.5114
      9246       6.20         25    6.90085
      6239       4.80         95    11.5448
     11906       5.30        130     13.308
      6247       6.30        105    10.3703
      6252       6.00        265    3.09477
      6254       3.60         80    100.929
     11505       5.70        205    20.5897
      6305       4.60        170    32.2858
      7423       4.90         75    6.84489
      8068       5.30        265    11.1673
      7729       4.40        275    44.8775
      9501       4.50        265    39.7566
     12353       4.70         80    10.2496
      6408       4.20        180    45.9909
      6654       4.50        180    41.0399
      7814       3.80        125    56.9387
      7761       4.00         75     42.035
      6424       4.20        210    52.1155
      7553       4.60        140    29.5236
      6450       6.20        275    6.93111
      6454       4.00        155    45.7426
      6471       6.00        245    83.8934
      6510       2.80         85    223.031
      6512       4.30        280    50.3018
      6877       5.60        235    3.35089
      8001       6.10         40    3.72892
      6536       3.60        135    89.3331
      6543       5.20         95    8.10634
     12399       4.40         75    24.7929
      6592       3.60        290    83.9441
      7226       5.60        260    3.34668
     10559       4.90        175    22.8896
      6676       3.50        250    76.9075
      6686       5.60        125    20.7483
      7482       5.60        135    2.33475
      6729       4.30        225    48.9662
      7077       3.60        240    65.5005
     11935       6.40        170    17.4531
      6742       3.10        235    119.981
     11418       4.10        115    43.4559
     11533       3.70        240    64.2405
     13768       5.50        105    6.65488
      6824       4.20        260    63.5511
      9288       4.70        225    36.6291
      6838       5.60        110    9.43859
      6840       6.40        205    2.09694
      8490       3.70        165    81.7411
      6866       2.60         80    253.861
      8787       5.00        105     8.2309
      6898       5.00        285     66.824
      6899       4.50        110    30.1517
      6921       4.40        260    52.6323
      6951       4.80         60    30.7701
      6959       6.40        280    15.4146
      6962       3.40         35      204.3
     12116       6.30        125     40.319
     14305       4.90        180    22.9295
     14944       5.50        225    2.47089
      7050       4.40        255    47.6637
      7481       6.30        210    17.3418
     13386       5.80        250    3.11567
      7082       5.10         85    5.33781
     10938       4.40        120    36.9408
      7140       4.90         90    7.81573
      7148       3.80        180    68.1106
      8816       4.20        185    46.1668
     14824       6.30        235    6.42227
      7174       4.10        180    49.6871
      7728       4.30        185    45.0442
      7183       4.90        200    84.3325
     13223       6.30         55    11.8633
      7190       5.60        105    86.7711
      7210       6.10        195    35.6788
     10968       3.90        155    65.2722
      8496       4.00        235    50.1943
      7409       4.20        285    32.5617
     12100       5.30         80    2.25063
     11778       4.20         55    31.5722
      7711       6.30        270    9.86229
     10576       5.00        170    18.8745
     14224       5.10        165    10.7909
      8865       6.00        285    8.95988
     10107       5.70        135     15.239
      7335       4.40        180    58.0455
      7360       3.20        110    151.487
      7370       3.90        245    64.6908
      7382       3.20         75    178.475
      7386       4.10        250    52.8556
      7395       3.70        275    74.7944
      7425       3.40        285    82.2364
      7430       4.10        130    55.5355
      7441       6.10        205    35.8784
     13926       4.20        120     48.348
      7461       4.60         75    35.4385
     10457       4.30        260    49.1551
      9448       3.60        185    79.1986
     11749       4.50        200    42.2951
      9500       6.30        290    11.2715
      8175       3.60         30    91.9066
     12828       3.80         50    72.3565
     12569       6.00        120    14.6213
     12077       5.40        295    19.1012
      7622       4.50         85    19.4893
      7629       4.40         35    37.8306
      7708       4.80         75    8.80722
     14921       4.70         90    14.6754
      7733       3.80        275    65.0019
      7747       5.20        280    13.4657
      7751       5.60        275    29.8953
      9262       5.20         45     18.064
     14506       4.20        230    34.0806
     10155       6.30        205    13.6971
      7878       4.10        105    64.3603
      7879       3.80        280    60.7695
      7888       3.40         95    127.512
     14977       3.40        180    94.1779
      7934       4.90        105    13.8826
     13771       6.10        200    5.15399
     14692       4.60        190    29.4954
      7994       5.50        110    66.4335
      7996       3.70        215    69.9073
      8011       4.80        165     28.647
      8019       3.30        185    108.014
     12772       5.30         50    17.6959
      8034       6.40        265    30.0145
      8044       4.30        125    39.1774
     12248       6.20         85     2.8346
      8071       5.70        105     31.841
      8072       6.20        160    13.0207
      8081       6.20        180    3.40313
     12851       5.10         90    11.8682
      8937       4.70        160    27.5918
      8623       4.20         90    33.4647
      9504       3.40         45    184.405
     12932       3.50        155    86.3859
      8115       3.60        125    88.2739
     11750       4.90        250    30.3681
     12093       5.00         80    7.38777
      8124       3.30        110    135.793
      8157       3.20        220    111.012
      8174       3.20         50    207.273
      8177       4.10        270    72.1592
      8186       4.50        260    48.0971
     12926       5.70        235      8.572
     12040       6.30        225    22.6601
      8192       4.50        205    44.9568
      8210       5.80        200    4.27999
      8250       5.60         90    91.2603
      8255       4.00        180    50.6127
     13824       4.40        100    27.7367
      8267       3.10         65    195.054
      8741       5.80        235    33.2383
      8306       3.00        115    174.915
      8308       4.10        215    50.6492
      8311       4.30        200    61.0682
      8341       3.30         50    189.508
      8349       3.90        110    49.3685
     12128       4.40        300    64.0165
      9783       4.70        165    36.8789
     10834       5.80        260    77.6709
     11395       5.20        285    16.7357
     12593       4.50        115    28.5217
     13430       3.60        245     64.478
      8476       4.80        270    54.6244
      8601       3.40        270    84.9206
      8620       5.80        245    80.0791
      8638       3.20        215    113.608
      8648       2.70        120    209.876
     10967       4.80        135    24.6703
      8720       6.10        150    5.14477
     13376       3.20        245    107.478
      8737       5.60        230    24.7457
      8779       5.70        255    93.8674
      9320       4.60        245    39.6099
      8801       3.90        240    59.8489
      8846       3.40        210    87.6546
      8926       3.60        140    83.0228
     10986       5.70         65    3.48984
     12621       5.10        270    19.2663
      8950       4.00        120     58.124
     12551       4.80        155     33.103
     13577       4.30         50     15.625
      8965       4.90        120    15.4212
      8972       3.80        140    66.6169
      8977       3.60         35    90.1226
     14585       5.70        120     22.021
     12499       6.00        240    17.1205
      8993       3.90        235    60.8105
      9029       5.00        295    26.4077
     13256       3.40        135    107.706
      9058       6.00        205     4.2254
      9064       3.90         70    49.5164
     14877       6.00        160    8.39505
      9106       5.90         30    9.12579
      9113       6.20        190    73.8864
      9153       3.50        120    96.6812
      9163       5.20        210    11.3783
     10415       4.40        165    40.4292
      9189       3.40        195    90.4012
      9196       4.20        155    76.6704
      9218       4.20        190    46.7325
     11711       6.40         80    20.9113
      9233       4.10        140    47.7877
     12789       4.20        105    46.8546
     12951       3.50         45    96.8018
      9253       3.30         65    173.814
      9259       4.30         95    105.791
     12758       4.90        125    6.79715
     12545       4.20         75    49.7701
      9549       6.40        290    7.44138
     14492       4.30        135    46.7943
      9297       4.60        270    41.3575
      9319       5.90        135    40.1271
     13063       4.80        255    32.2011
     10527       4.50        280    42.4214
      9687       3.90        225    62.6425
      9371       6.00        140    13.0765
      9391       3.20        165    126.247
     14563       5.40        205    9.53786
     13779       4.90        170    18.6603
      9475       3.80        160    56.6205
      9483       4.70        100    35.1651
     10920       5.20        270    28.0705
      9514       6.00        225     5.3197
      9553       3.10        300    109.297
     11726       3.70        300      64.87
      9591       4.40        270     46.361
      9596       3.20         40     219.67
      9628       2.50        220    183.738
      9685       3.50        110    103.865
      9706       3.40        290    93.6379
     10874       3.70        205    67.3913
      9747       3.60        145    85.3156
     10067       5.40         65    3.29848
     13460       3.70        140    63.8486
      9791       3.50        135    94.8169
      9806       3.20        175    123.186
     13804       4.70        215    51.3237
      9831       4.60        280     40.983
     12187       4.90        295    37.7732
     13695       5.90        175    12.7877
      9913       6.30         95    111.954
     13056       4.90        165    15.2988
      9947       5.80        190    46.8987
      9966       3.40        250    92.4384
      9968       3.60         55    123.959
     10005       3.20        155    129.317
     10408       3.60         25     82.459
     10026       3.10        250    117.429
     14136       4.60         95    21.2432
     10084       4.60         40    17.8466
     10098       3.90        285    55.9164
     10140       4.20        160    73.0622
     11542       5.40        150     81.058
     10160       3.50        290    92.8451
     10171       4.10        300    53.1093
     11813       6.40        135    5.40295
     12597       5.50        155    2.60836
     13503       3.20        235     110.21
     14197       6.40        235    9.32496
     10331       3.90        125    57.5675
     12068       5.20        185    12.4395
     10365       3.50        170    84.9681
     10389       4.90        185    21.1808
     12215       5.00        165    21.4592
     10418       3.40         75    98.3418
     10422       6.30        250    8.94336
     10473       4.20        200    64.3356
     10495       4.40        200    49.6514
     10659       4.00        115    47.9164
     10540       3.20        255    104.979
     10578       5.80        215    3.91753
     10586       4.70        195    36.7732
     10601       4.30        100    55.2528
     10608       3.90        180    53.9806
     10611       4.20        295    50.2816
     10651       5.00        225    21.0532
     10675       4.80        240    55.2687
     10733       5.00        160    31.9603
     12627       3.80         55    76.8154
     10745       4.80        130    25.7597
     10758       4.70        180    35.3076
     10802       4.10        210     46.617
     10811       6.20        150    31.7916
     10812       3.90        300    57.1682
     10824       4.30        190    42.5379
     11117       3.50         70     96.492
     12718       4.50        295    34.4111
     10895       3.60         60    93.6651
     10930       3.10        105      169.1
     10933       4.20        220    44.5788
     10953       4.80        185    52.3277
     14448       4.60        265    39.9845
     10980       6.00        195    35.9238
     10998       4.30         35    18.1304
     14279       4.00        205    50.2297
     11153       3.30        190    103.455
     12636       3.80        150    78.6512
     11166       4.10        160    51.9385
     11198       3.10        205    126.822
     11218       2.40        205    196.403
     12887       3.90        175    57.7297
     11283       3.40        120    113.438
     11317       3.20        295    98.9335
     11354       4.60        115    104.515
     11419       4.30        255    60.0641
     11464       4.80         80    8.54557
     11523       3.80        230    79.7509
     11556       3.10        180     134.03
     14721       6.10         50    3.96399
     11741       5.40        120    4.77775
     11747       5.70        210     4.2234
     11781       2.30        255    186.665
     11791       5.90        265    76.5927
     11807       3.30        230    101.878
     11808       5.00        210    108.929
     13426       5.50        180    8.57564
     14568       6.10        185    39.8172
     12033       4.00         80    55.8909
     12061       4.00        150    59.3351
     12124       3.60        230    74.4691
     12138       6.00        145    7.94835
     12954       3.80        245    62.5464
     14865       6.00        155     14.644
     12153       3.70        135    69.7869
     13193       4.80         85    7.86885
     12172       4.50        145    35.3268
     12259       4.50         70    18.8665
     12413       6.40        160     31.332
     12304       4.50        190    40.9673
     12373       5.70        275    3.74011
     12386       5.80        225    4.36924
     12396       4.20        265    52.2483
     12406       3.60        250    88.1727
     12421       6.20        230    11.6167
     13172       6.30        190    5.54135
     12479       4.30        275    46.2608
     12488       3.40         25    214.668
     12536       4.80        300    48.1378
     12546       4.50        170    43.4845
     12587       3.70        145    82.0506
     12644       6.40        130    82.7598
     12665       4.60        260    46.2799
     12685       5.80        165    81.7673
     12702       3.00        280    122.023
     12719       5.10        190    27.2282
     12723       4.60         55    27.9947
     12736       4.70        145     60.636
     13281       4.20        125    41.5029
     13238       4.40         50      13.03
     13500       6.40        260    13.0764
     12778       5.20        180    4.41243
     12788       4.30        160    43.7176
     13743       4.20         95     38.051
     12876       4.50        130    35.0911
     12886       4.10        155    73.0561
     12893       3.60         65    92.8437
     14206       5.00        270     34.856
     14798       4.60        185    36.0895
     12953       5.30        280    14.0444
     12956       3.40        105    122.394
     12963       4.90        215    100.091
     12975       4.80        140    34.4673
     13042       3.10        295    110.241
     13059       4.60        175    39.7044
     13115       3.90        270    61.7469
     13120       4.30         80    52.5715
     13134       6.30        180    85.9137
     13152       5.30        180    12.8276
     13230       4.00         40    46.3863
     13268       4.10         60    43.2608
     13283       5.70        285    51.4782
     13317       3.80        250    58.3096
     13334       4.10        255    52.8916
     13442       4.20        235    53.8374
     13468       3.20        205    115.248
     13487       3.40         85    135.836
     14642       4.70        300    39.4624
     13547       3.10        110    165.737
     13607       4.30        180    53.6051
     14055       3.90        170     69.957
     13632       5.80        100    10.9679
     13693       5.10        150    26.3262
     14503       4.50        210    36.8548
     13714       3.10        215    123.739
     13724       4.40        225    70.7429
     13753       6.20         90    10.3755
     13793       3.20        210    114.302
     13815       3.10        200    128.081
     14317       3.30        285    97.1216
     13943       3.60        105    88.9415
     13963       3.70         25     85.717
     13985       2.70        175    182.148
     13991       3.40        100    124.572
     14008       3.10        270    112.097
     14028       4.90        290    114.293
     14451       3.60        210      71.24
     14123       4.90        270     31.739
     14213       4.70        230    35.0079
     14214       4.10        295    63.2274
     14315       6.10        170    11.5665
     14343       4.00        245    66.8431
     14379       4.10        190    46.2684
     14409       5.30        150    88.7362
     14439       5.10        220    13.9348
     14539       4.60        130    32.3722
     14608       6.00        170     87.035
     14624       4.00        300    64.2355
     14694       3.50        125    95.8312
     14760       3.80         65    73.9433
     14780       6.20        215    7.00525
     14792       6.40         70     13.923
     14852       3.30        195    105.669
     14858       3.40        185     98.239
     14913       3.70        125    80.9494
     14946       3.30        215     102.85
     14952       3.80        285    79.1612
     14985       3.00        245    128.556
