# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
      7496       6.30        290    22.2009
      7497       6.50        165    92.1156
      7498       3.60         30    175.121
      7499       6.50         75    107.055
      7500       6.50        180     87.013
      7501       5.20         80    2.10013
      7502       3.60        290    85.6021
      7503       5.70         60    10.1168
      7504       6.50        260     6.0947
      7507       6.00        285    109.002
      7509       5.60        210    16.4391
      7512       4.90         40    74.2212
      7517       3.60        265    70.1084
      7518       3.80         50    80.9915
      7520       4.20        215    84.9689
      7522       6.50        170    86.2757
      7524       4.70         30    30.5621
      7527       3.80         75    68.4448
      7528       6.00        120    87.1756
      7529       6.50        290    2.86357
      7530       6.50         35    78.5108
      7531       5.90         25    92.0135
      7534       3.90         65    48.5389
      7535       6.50        255    6.33336
      7537       4.90        160    21.6541
      7543       6.30        235    62.6665
      7544       5.30        160    85.7666
      7547       5.40        295     78.411
      7548       6.40        300    12.6649
      7550       6.50        100    38.5615
      7551       5.60        215     13.771
      7552       6.00         70    6.72125
      7553       4.60        140    29.5236
      7557       4.40         75    31.3037
      7558       5.00        150    13.4308
      7559       6.50        125    62.6711
      7561       5.50        135    49.7389
      7566       6.50         70    32.7781
      7569       6.50        175     38.788
      7570       5.50        285    89.4383
      7571       5.40         30    79.8449
      7573       4.70        220     35.572
      7574       6.50        115    71.3961
      7575       6.50        235    64.1054
      7578       6.10        285    9.89425
      7579       6.50        100    47.9744
      7580       4.50         95    74.6253
      7581       6.50        185     85.905
      7582       5.50         30    84.7428
      7585       5.00        145    31.9524
      7587       6.50        180    115.429
      7588       5.20        235    20.0571
      7589       6.50        175    81.1242
      7590       5.30        255    72.1255
      7591       4.60        125    29.6702
      7595       6.40         55    3.59175
      7596       5.80        145     15.995
      7598       6.50         80    71.8873
      7601       6.50        185    85.1436
      7602       6.50         80    51.2369
      7603       3.90        100    59.6077
      7604       6.20         50    57.2036
      7605       5.90        245    105.412
      7609       6.50         75     109.36
      7612       6.50         80    3.93755
      7613       4.60        170    35.2022
      7614       4.30        250    71.5295
      7615       3.50         25    102.048
      7616       4.70         25    28.3335
      7618       6.20        255    80.1843
      7620       6.00        250    41.7489
      7621       6.20        105    86.1041
      7622       4.50         85    19.4893
      7624       4.90         30    63.3116
      7625       4.20        115    40.7225
      7627       5.90        125    12.4651
      7628       6.10         30     56.085
      7629       4.40         35    37.8306
      7630       6.40         50    104.509
      7632       6.00        185    24.2389
      7633       5.00         55    8.04104
      7635       6.50         30    31.3525
      7636       4.00        280    71.8872
      7639       4.40         30    33.9943
      7645       6.50        100    67.7316
      7650       4.60        230      38.89
      7651       6.00         35    41.0474
      7652       5.10         25    14.6031
      7654       6.50        300    6.41832
      7657       5.10        290     23.575
      7658       5.20         85    89.9757
      7660       6.50         70    70.0828
      7662       5.70        265    6.04062
      7666       6.20         65    35.0609
      7668       6.00         25    6.81364
      7669       6.00         45    8.69305
      7670       5.10        280    42.2748
      7671       6.00        275    81.3533
      7672       3.80        170    85.4569
      7675       5.30         75    76.9778
      7676       5.00        200    24.3532
      7677       6.50        215    91.1491
      7678       6.50        100    74.8747
      7680       6.50         70    84.1202
      7681       4.20        290     48.252
      7682       6.50        275    26.5866
      7686       5.90        250    84.3954
      7688       4.80         75    12.2128
      7689       6.50         65    90.5213
      7690       6.50        110    39.9244
      7691       6.50         70    89.3775
      7692       6.30        200    82.6351
      7693       6.50        235    2.88425
      7694       5.40         50    39.4837
      7695       4.60        145    88.5247
      7700       4.90        115    74.0987
      7702       6.20        300    3.47509
      7703       6.30        125    82.7476
      7705       6.50         50    104.509
      7706       6.30         75    84.2345
      7708       4.80         75    8.80722
      7711       6.30        270    9.86229
      7712       4.70         90    16.5831
      7714       5.70        160     51.829
      7718       6.50         25    25.8029
      7721       6.50        225    12.9287
      7724       6.50        300    84.7992
      7728       4.30        185    45.0442
      7729       4.40        275    44.8775
      7730       4.20        250    81.8138
      7731       6.50        175    71.8403
      7732       6.50         45     43.055
      7733       3.80        275    65.0019
      7734       6.50         50    10.7759
      7736       6.40        120    21.4665
      7737       6.50        225    17.7145
      7738       6.50         75    82.7554
      7739       6.50        195    81.3547
      7740       6.50        170    58.0238
      7741       6.50         30     70.407
      7744       6.50        130    21.4147
      7747       5.20        280    13.4657
      7748       6.30         45    15.6289
      7749       5.40         85    28.0153
      7751       5.60        275    29.8953
      7753       6.50        170    88.5912
      7755       5.60        160    92.4241
      7759       4.80         45    15.8867
      7761       4.00         75     42.035
      7764       5.70         25    85.4347
      7765       5.60        175     8.9131
      7766       6.50        300    7.15958
      7767       6.50        175    8.58681
      7768       4.90        280    29.4884
      7769       6.50        105    66.3515
      7770       6.50        265    88.7996
      7772       6.50        140    15.9404
      7774       4.60         30    7.37061
      7775       3.80         90    75.9803
      7776       5.40        225    6.23131
      7777       5.30        145    15.5667
      7778       5.50        300    40.7674
      7779       5.80         50     81.326
      7780       5.00         75    22.9489
      7782       6.50        115    82.7653
      7783       6.50        205      81.28
      7784       5.30         80    2.47688
      7785       3.40        240    92.9067
      7786       6.50        300    84.2524
      7788       5.70        135    34.0109
      7793       4.30        140    51.3385
      7795       6.30        170    92.1337
      7796       6.50         90    70.3212
      7797       4.10        205    54.3428
      7799       6.30         35    8.12998
      7801       6.50        235    75.6732
      7803       6.30         90    13.7557
      7806       3.60        215     72.873
      7808       5.80        170    7.06713
      7809       6.00         40    4.82591
      7810       6.50         50    97.7406
      7811       5.20         45    80.3985
      7813       3.70        225    70.8915
      7814       3.80        125    56.9387
      7815       6.50        140     27.262
      7817       5.30         70    79.4941
      7818       6.50        150    89.6418
      7819       5.20         25    74.4346
      7821       3.90         90    51.4067
      7823       5.10        175    11.8181
      7826       5.00         45    78.2167
      7831       6.50        205    62.7933
      7836       5.40        175    11.8888
      7837       6.50        120    78.0592
      7839       3.70        160    68.2245
      7842       6.50        205    6.13399
      7845       3.90         85    52.6409
      7850       6.50        220    28.7618
      7851       5.60         25    15.3895
      7852       4.00         90    65.4133
      7853       5.40        115    46.1437
      7854       6.50         70    85.5056
      7856       5.20        250    24.3763
      7858       4.10        115    45.2346
      7860       6.50         55    42.7539
      7861       5.50         40    70.3327
      7862       5.70        290    46.4778
      7863       6.50         80    12.0576
      7864       4.20        230    142.042
      7865       6.30        205    15.5252
      7866       6.10        215    5.64708
      7867       4.20        215    139.508
      7868       6.50        280    74.6216
      7869       5.80        170    109.397
      7871       4.90        285    69.5764
      7875       5.50        140    91.0375
      7876       6.50        165    51.3177
      7878       4.10        105    64.3603
      7879       3.80        280    60.7695
      7880       4.40        210    35.0986
      7882       4.60         30    10.2426
      7884       6.50        170    4.54835
      7888       3.40         95    127.512
      7889       5.70         75     63.749
      7890       5.30        210    10.6021
      7893       6.50        100    75.9117
      7894       6.00         65     107.19
      7896       5.60        160    32.0039
      7900       6.50         60    38.9911
      7901       6.50        140    61.3388
      7905       4.10        280    49.2474
      7906       6.20         95    81.8569
      7907       3.40        180    100.058
      7908       4.30        265    48.3087
      7911       4.50        240    49.1541
      7917       6.50         65    64.6294
      7919       6.50        170    76.3629
      7920       5.00        135    74.0898
      7923       5.90         75    3.14788
      7924       3.60        110    89.5796
      7926       6.40        115    75.5987
      7927       5.40        125    4.63796
      7929       5.80        180    108.039
      7930       5.90        190    7.50249
      7931       4.80         60    75.0648
      7932       6.50         80    4.10871
      7934       4.90        105    13.8826
      7936       6.00        110     10.723
      7945       5.60         95    34.5262
      7947       4.90        300    33.8536
      7948       6.50        170    16.8795
      7950       6.50         85    83.7033
      7951       5.90        300    19.9761
      7952       3.70        275     88.573
      7953       6.10        200    22.0624
      7954       6.40        125    14.8313
      7955       5.90        115    5.06427
      7957       6.50        140    85.2379
      7959       3.90         45    59.6282
      7960       4.90        245    34.4611
      7961       4.50         60    76.4755
      7962       4.90         85    18.4475
      7963       6.50         40    17.9461
      7964       6.50         40    38.6305
      7967       5.20         35    80.0199
      7968       4.50         60    50.2197
      7969       6.50        280    87.2913
      7971       5.80        240    101.343
      7972       5.60         25    75.9297
      7977       6.10        120    85.5757
      7979       5.40        115    89.2145
      7982       4.30        220    41.3998
      7983       6.30        175    19.5946
      7985       6.50        210    2.79538
      7988       6.10        130    11.2458
      7990       4.60        190    41.2717
      7991       5.10         40    30.4266
      7994       5.50        110    66.4335
      7995       6.50        190    26.7886
      7996       3.70        215    69.9073
      7997       6.00        135    3.21302
      7999       5.70        100    15.1721
      8000       6.50        255    6.53181
      8001       6.10         40    3.72892
      8002       5.70        280    5.06955
      8003       6.20        265    6.89057
      8006       5.10        105    14.3014
      8007       4.80         95    43.1273
      8009       4.80         75    12.2356
      8010       5.50        225    21.8353
      8011       4.80        165     28.647
      8012       6.50        300    52.5687
      8013       6.50        245    81.3775
      8014       6.50         50    81.5094
      8017       4.80        110    14.9776
      8019       3.30        185    108.014
      8023       6.50        300    74.5727
      8024       5.30        105    10.2811
      8025       5.90        300    51.2781
      8026       5.30         50    83.6153
      8027       4.40        135    41.4057
      8030       6.50         35    31.9968
      8034       6.40        265    30.0145
      8035       4.10         30    36.2309
      8036       6.50        285    88.9795
      8037       4.90         60    72.0214
      8038       6.50         30    59.4557
      8041       4.80         70    31.8515
      8043       4.20        140    52.7292
      8044       4.30        125    39.1774
      8046       5.70         80    2.96458
      8047       5.30        215    86.9699
      8048       6.20         85    17.1466
      8050       5.60        160    85.7991
      8052       5.40        145    3.05897
      8053       5.60        300    93.7649
      8055       4.80        145    61.3902
      8057       5.30         65    12.2713
      8060       6.50         80     42.289
      8062       6.50        280    80.6228
      8065       6.50        100    88.8821
      8066       6.50         80    71.6878
      8068       5.30        265    11.1673
      8069       4.00        270    73.0156
      8071       5.70        105     31.841
      8072       6.20        160    13.0207
      8073       4.70         25    34.8236
      8074       5.90        150    34.3304
      8076       3.80        175    78.0539
      8077       4.10         90    38.4471
      8079       5.00        285    108.762
      8080       6.10        245    46.8771
      8081       6.20        180    3.40313
      8082       5.10         90    42.5836
      8085       6.10        210    55.1825
      8086       4.70        160    71.1442
      8087       4.60        200    109.187
      8088       4.20         90    63.3846
      8095       3.40         45    185.622
      8099       5.60        270    91.8828
      8101       6.50        285    3.80717
      8102       3.50        155    94.1063
      8105       6.50         70    73.7969
      8106       6.50        235    86.3091
      8108       6.00        120     57.996
      8110       6.50         30    54.9942
      8111       6.50        175     92.116
      8112       6.10         80    97.0839
      8115       3.60        125    88.2739
      8119       4.90        250    35.4734
      8120       6.50        145    59.0151
      8121       5.00         80    81.8151
      8122       4.10         25    72.0454
      8123       4.90         45    75.1823
      8124       3.30        110    135.793
      8125       3.30        135    123.435
      8126       5.60         80    11.5532
      8127       4.60         70    17.0591
      8128       6.50        230    2.23637
      8130       4.70         70    15.3978
      8131       6.40         45    80.0597
      8132       5.30        275    12.5943
      8133       5.00        275    108.621
      8135       5.70        190    83.2165
      8138       6.10         65    26.2626
      8139       6.30         85    82.9105
      8140       5.40        100    14.0519
      8142       3.20        285    102.276
      8146       4.80        115    19.7892
      8151       5.00        115    8.39155
      8152       6.00        265     109.78
      8153       5.50        225    3.93317
      8156       6.50        235    78.2886
      8157       3.20        220    111.012
      8158       6.50         65    3.96814
      8160       6.20        255    8.21858
      8161       6.50         90    45.2935
      8162       5.60        270    6.62881
      8163       5.50         70    20.4657
      8164       4.20        205    50.3948
      8169       5.10         75    2.66013
      8170       4.70        290    35.7587
      8172       6.50        150    9.92923
      8174       3.20         50    207.273
      8175       3.60         30    91.9066
      8177       4.10        270    72.1592
      8180       4.00        265    50.1803
      8184       6.50         55     66.347
      8185       5.10        100    84.8681
      8186       4.50        260    48.0971
      8188       5.70        235    91.5528
      8189       6.30        225    44.7342
      8190       2.90        110     190.31
      8191       5.50         75    89.1669
      8192       4.50        205    44.9568
      8196       6.00        165    5.98104
      8198       6.50        185    86.6398
      8199       4.40         30    14.3028
      8200       6.50         45    6.65928
      8201       4.50        160    60.5167
      8204       6.50        300      56.58
      8205       6.00        175    86.6653
      8206       6.50         40    75.6755
      8209       6.50        300    79.7536
      8210       5.80        200    4.27999
      8211       5.50        250    14.5448
      8213       6.50        120     82.357
      8215       6.50        255    82.5432
      8216       6.30         60    41.8967
      8217       6.50        260    33.2097
      8218       6.50        105    15.6164
      8220       5.50        255    47.4945
      8221       5.20        155    84.7813
      8222       6.50        110    18.0667
      8223       4.90         35    72.4434
      8224       5.60        100     92.327
      8225       6.50        290    76.9378
      8226       6.10         60    83.1639
      8227       6.50        155    45.2019
      8228       4.30        250    50.0238
      8229       6.50         35    96.8007
      8231       5.40         75    34.9909
      8233       6.10        275    113.258
      8234       4.40        145    50.9901
      8237       6.00         80    29.0941
      8238       4.80         55    73.6269
      8239       3.90        140    62.8077
      8241       6.20        280    85.7223
      8242       6.50        220    46.4045
      8245       4.40        240    64.4593
      8246       5.90        100    43.5732
      8248       3.80        130    73.2122
      8249       6.50         90    13.3477
      8250       5.60         90    91.2603
      8251       6.50         65    72.8602
      8252       6.50        215    60.5018
      8254       6.50         30    19.9186
      8255       4.00        180    50.6127
      8256       5.70         70    20.8348
      8257       6.50        290    21.4003
      8260       6.40         45     33.312
      8261       5.00         90    20.3907
      8262       6.50         90     85.166
      8264       6.50        255    14.3872
      8265       4.40        100     79.885
      8266       6.50        300    8.72357
      8267       3.10         65    195.054
      8268       3.30        170    111.626
      8269       4.60        235    48.0036
      8272       2.70        150    193.382
      8275       5.80        235    91.1683
      8276       5.90        155    8.06661
      8277       5.40         80    2.44091
      8278       5.30        190    3.03001
      8279       6.50        125    50.7732
      8282       5.40        185     85.418
      8284       5.80        195    23.6306
      8285       6.30        155    2.78576
      8287       5.60        155    20.7907
      8288       5.20        130    82.7336
      8298       6.30         85     45.612
      8300       6.50         65    21.6149
      8301       5.00         35    75.0382
      8303       6.50         55    9.46473
      8305       4.50         95    18.9403
      8306       3.00        115    174.915
      8307       4.50         45    43.1115
      8308       4.10        215    50.6492
      8309       3.70        190    79.4976
      8311       4.30        200    61.0682
      8314       6.20        220    5.10953
      8316       6.40        140    31.3418
      8317       3.80        135    69.1974
      8319       6.50        185    42.7862
      8321       6.20        295    25.9803
      8322       6.30         40    24.4029
      8323       6.50        285     14.108
      8328       6.30         40    8.78095
      8329       5.50         30    57.1815
      8335       5.70        115    87.3115
      8336       6.50         95    88.9022
      8338       6.50        215    3.22601
      8340       4.90        300    42.7389
      8341       3.30         50    189.508
      8343       6.30        225    26.5216
      8346       5.10        130    74.9816
      8349       3.90        110    49.3685
      8350       6.50        145    19.8292
      8352       5.30        140    89.4314
      8353       4.00        165    59.2784
      8355       6.50        130    8.82784
      8358       6.50        285    8.60253
      8359       4.40        300     78.366
      8360       6.50         30    14.4042
      8362       3.50        265    78.5442
      8363       5.80        115    89.2379
      8365       6.10        145    23.4519
      8367       4.80         40    70.5886
      8369       5.20         40    9.76206
      8370       6.50        180    83.2112
      8372       6.50         95    6.04324
      8373       4.50         75    19.1423
      8375       5.30        295    56.3125
      8376       5.60         50    89.6707
      8377       3.70        255    69.9746
      8378       5.50        150    73.6808
      8380       4.80        295    34.1845
      8383       6.40        180    88.4433
      8384       6.50        225    88.1123
      8385       3.90        165    72.0306
      8386       4.50         55    12.2341
      8387       5.20         25    3.92237
      8389       6.50        110    2.16378
      8390       6.50         75    109.983
      8392       4.70        165    65.8758
      8394       6.10        180    62.9132
      8397       6.50        265    10.2153
      8398       5.80        195    7.88162
      8399       6.50        275    18.3639
      8400       5.50         30    86.4511
      8402       5.80        260    88.3998
      8403       6.20         95    2.71961
      8406       5.20        285    17.6158
      8407       4.90         25    65.4246
      8411       6.30        235    88.6255
      8412       6.50        200    4.48447
      8416       5.20         25    73.0648
      8417       5.50        290    7.05065
      8418       4.90        265    42.6257
      8419       5.90        255    23.0271
      8421       5.60        205    11.9285
      8424       4.20         70    30.9385
      8425       4.50        115    30.6703
      8428       3.60        245    90.9491
      8430       5.60        145    102.956
      8432       6.50         85    10.4071
      8433       5.50         70    5.94734
      8434       6.50        145    5.55421
      8435       6.50         85    90.1754
      8436       6.50         95    81.3362
      8437       5.30         45    4.75667
      8438       6.50        110    85.0486
      8441       6.50        140    25.7014
      8446       3.60        235    69.7374
      8449       6.50        195    63.9607
      8450       4.60         45    6.63829
      8451       6.50        240    12.5253
      8453       5.80        265      67.45
      8454       6.50        195    52.1334
      8457       6.40         55    3.64298
      8460       5.00         55    65.4594
      8462       5.10         30    8.78292
      8465       5.90        145    8.01355
      8466       6.50        265    79.7519
      8470       6.20        120    24.2967
      8472       6.50        270    87.9999
      8474       6.00         65    8.33954
      8476       4.80        270    54.6244
      8477       5.60        275    89.6946
      8480       6.40         85    8.89627
      8481       5.50         40    100.996
      8482       6.50         30      83.45
      8483       5.30         65    3.32405
      8488       6.20         25     81.532
      8490       3.70        165    81.7411
      8494       4.50         80    80.2219
      8496       4.00        235    50.1943
      8497       6.30        265     13.122
      8498       5.70        260    7.66716
      8499       5.40        245     89.471
      8500       5.60        255    52.4303
      8502       6.50        280    88.7853
      8503       5.00         45    77.3177
      8505       6.20        225    72.1471
      8506       6.50        115    9.34088
      8508       6.50        170    59.9021
      8509       6.50        285    89.3342
      8510       6.50        215    85.7778
      8513       5.70        145    106.253
      8515       6.50        270    78.0487
      8516       6.50         40     91.157
      8517       5.30        225    8.85148
      8519       6.30         80    54.5573
      8520       4.50         30    42.5628
      8521       6.50        160     88.592
      8522       6.30        290    16.2886
      8525       5.60         50    7.60239
      8526       6.50        195    89.8069
      8532       6.50        240    17.3349
      8534       6.50        125    75.0776
      8535       6.50        155    83.2197
      8536       6.10        125    23.2141
      8537       6.20         40    60.6743
      8539       5.10         95     76.948
      8541       5.50         90    13.7104
      8543       6.50         90    91.4875
      8547       4.90         25     65.479
      8554       4.60        230     37.921
      8556       6.40        255    87.5992
      8561       4.00        105    60.6918
      8562       4.50        275    46.1246
      8563       6.50        190    5.52915
      8564       6.50        240    5.52579
      8566       4.40        210    41.8563
      8568       6.50         70    81.9023
      8569       6.50         45    21.1304
      8570       6.50        105    7.43791
      8571       5.10        155    19.3246
      8573       6.50        150    86.2734
      8574       5.80        195    3.39818
      8577       5.50        280    5.98647
      8581       5.30        245    15.7693
      8582       5.30        100    8.36881
      8585       6.50         60    83.5132
      8588       6.00         35    6.48517
      8589       6.40        225    88.1237
      8590       5.80         65    7.24222
      8592       6.50         80    5.51104
      8595       4.00        185     53.475
      8596       4.80        220    61.1147
      8597       6.30         35     36.353
      8598       5.90        215    83.3615
      8601       3.40        270    84.9206
      8602       3.90         85    50.9253
      8603       6.50        195    75.3113
      8605       5.20        245    5.56216
      8606       5.60         65    35.8543
      8608       5.80         50     30.714
      8610       6.50        210    13.1992
      8611       6.50        175      11.08
      8616       5.30         95    35.4751
      8617       6.50         25     83.926
      8619       6.10         30    7.21965
      8620       5.80        245    80.0791
      8621       3.80         45    86.6663
      8622       6.00        100    86.1335
      8623       4.20         90    33.4647
      8624       6.40        270    25.5519
      8625       4.40        230    53.1667
      8632       3.70        295    88.1946
      8633       5.50        195    85.2107
      8634       6.40        175    81.3068
      8635       6.50        215    82.2803
      8637       5.60         85    84.2655
      8638       3.20        215    113.608
      8642       6.50        120    8.53629
      8644       6.20         65     14.147
      8646       6.50        295    44.1737
      8648       2.70        120    209.876
      8649       4.30         75    27.5607
      8651       6.10         70    12.0628
      8653       3.90        110    83.2812
      8654       5.10        245    22.1057
      8658       6.50        135    89.5076
      8659       6.50        285    76.9136
      8660       4.10         40    27.3536
      8662       6.50         75    80.6144
      8663       6.30        155    13.0421
      8666       5.40         25    6.91038
      8668       5.40        175    9.82589
      8670       4.60        150    34.3003
      8672       6.50         85    85.8504
      8673       6.50         60    87.9682
      8676       5.30        135    86.7588
      8677       6.50        210    84.2936
      8678       6.50        220     83.023
      8680       3.70        235    70.4916
      8681       4.40         75    38.6456
      8682       5.20        110    24.1508
      8684       3.70        170    68.6109
      8687       6.50        225    58.2822
      8689       5.80        180    78.3782
      8691       5.20        170    69.5439
      8692       5.00         25    66.2075
      8693       5.40        110    5.07052
      8694       4.80        135    46.1757
      8695       6.50         75    17.1163
      8697       6.30        270    34.1933
      8698       6.00         85    5.97567
      8702       6.50         95    21.8877
      8703       5.40         80    17.2898
      8707       5.00        125    86.8805
      8708       6.50        160    18.1508
      8710       6.50         50    53.2782
      8712       6.50         95    91.5035
      8715       5.90        180    16.1866
      8718       6.50        295    90.8435
      8720       6.10        150    5.14477
      8721       5.50         55    24.5076
      8724       5.60        240    3.98665
      8725       5.30         55    84.3557
      8726       5.10        240    25.1551
      8727       6.50         40    85.0701
      8728       6.30        275    13.0877
      8729       3.20        245    108.576
      8730       5.30         70    55.5525
      8731       6.50        140    8.67104
      8733       4.50        270    45.7967
      8734       4.90        255    64.0848
      8735       6.50         65    7.98306
      8736       6.30         60    81.8608
      8737       5.60        230    24.7457
      8738       5.20        195    18.0941
      8739       3.90        100    79.0631
      8741       5.80        235    33.2383
      8742       6.10        180    67.9098
      8743       5.50        125    49.1423
      8745       6.50        115    80.8446
      8747       4.40        245    49.8296
      8749       5.20        115    5.04043
      8750       6.30        115    64.4594
      8754       5.50         75    35.6424
      8755       6.00         60    85.6346
      8757       6.50        170    63.8529
      8761       4.40        220    46.6865
      8762       6.50         65    31.7262
      8763       5.80         95    50.6676
      8764       5.40        295    89.6032
      8766       5.70        270    96.6843
      8767       6.50        295    86.7685
      8768       5.50        175    90.4986
      8770       6.50         65    88.1963
      8771       6.20        275    48.6234
      8773       6.10        105    56.4679
      8774       5.10        240     35.084
      8775       6.50        175    74.5533
      8779       5.70        255    93.8674
      8782       4.60        145     69.491
      8783       4.00         50    37.2036
      8784       5.70         55    24.6331
      8787       5.00        105     8.2309
      8791       5.70         95    4.03182
      8793       4.90        150    20.2935
      8794       4.60        245      84.16
      8795       5.20        130    18.1231
      8796       5.30         80    86.4417
      8798       5.60        125    31.8045
      8801       3.90        240    59.8489
      8802       5.50         95    90.3403
      8803       4.10        215     53.092
      8804       6.50        195    16.3176
      8808       4.70         90    17.0716
      8809       5.60        230    96.0442
      8810       6.50        190    23.9759
      8814       3.60        205    88.4073
      8816       4.20        185    46.1668
      8818       6.30        225    46.2414
      8820       6.10         95    51.4869
      8824       6.50        300    12.0674
      8826       5.70        100    14.5215
      8827       3.60        170    87.1156
      8829       6.50        165     82.179
      8830       4.50        125    39.1539
      8831       6.50         80     27.209
      8836       6.50        185    88.0591
      8839       6.50        105    12.4732
      8840       5.20        145    81.9286
      8841       6.10        225    52.4283
      8842       5.40        115    68.9169
      8843       6.50         30    14.3801
      8845       6.50         40    10.4542
      8846       3.40        210    87.6546
      8848       6.50        240    18.8302
      8849       5.50        125    21.9073
      8851       5.30        260    53.5075
      8852       6.40         75    11.2645
      8853       5.40         95    87.6586
      8854       6.50        215     84.472
      8855       6.30        210    92.2832
      8857       6.50        130    113.925
      8860       5.30         65    1.98904
      8861       5.50        135    31.1544
      8862       6.50        115    77.8313
      8863       6.50         50    89.7011
      8864       5.90        160      35.75
      8865       6.00        285    8.95988
      8867       5.70        105    65.5504
      8873       4.90         90    63.8485
      8875       6.50        125    28.2861
      8877       6.40        190    66.3307
      8878       3.70         95     77.708
      8881       5.80        140    87.4074
      8882       4.30        140    40.5196
      8884       6.50        225    88.0799
      8886       6.40        125    82.2114
      8889       4.60         45     59.613
      8890       6.50        240    8.91529
      8891       5.60        260     94.163
      8898       5.80        205    39.7289
      8899       3.90         85    59.5627
      8900       5.70        145    3.98436
      8901       6.50         65    84.3764
      8902       6.30         90    9.81307
      8903       5.30         95    2.68555
      8905       6.50         40    70.8481
      8906       6.10        295    112.747
      8907       6.30         55    26.3154
      8908       6.50        190    83.6135
      8910       6.50         75    85.3672
      8913       6.20         25    13.1046
      8916       6.10         90    109.873
      8917       4.10         35    36.0797
      8918       3.70         80    80.8468
      8919       6.50        265    91.3127
      8923       4.70         85     36.126
      8925       6.50        235    84.7544
      8926       3.60        140    83.0228
      8927       5.40         95    52.2209
      8928       5.40         30    31.5989
      8929       5.00        205    23.5152
      8930       3.70         80    85.3032
      8935       6.50         35    80.1274
      8936       5.90        230     8.0206
      8937       4.70        160    27.5918
      8940       6.50         60    51.7472
      8941       6.50         50    71.8814
      8942       5.70         65    10.9592
      8943       6.50        165    85.6401
      8946       5.10        270    113.886
      8947       4.30        115    26.6643
      8949       6.20        120    7.93087
      8950       4.00        120     58.124
      8952       4.80        155    73.4122
      8954       4.10        235    44.0089
      8957       6.50         55    70.7933
      8958       5.30         85    87.1466
      8960       6.50         60    80.0526
      8962       4.30         50    33.0249
      8964       6.10        165    5.29737
      8965       4.90        120    15.4212
      8966       6.50         80    25.3458
      8967       6.50         70    31.6402
      8968       4.00        185    74.7189
      8969       5.70         55     15.054
      8971       4.80        105     32.238
      8972       3.80        140    66.6169
      8975       5.20        205    27.5457
      8977       3.60         35    90.1226
      8978       4.50        270    43.9237
      8979       5.30        285    12.1756
      8980       6.30        295    9.25217
      8981       6.50        240    31.5875
      8982       4.80         35    69.0332
      8984       6.50        120    94.2599
      8985       5.70        120     42.973
      8986       6.50        205    2.29607
      8988       6.00        240    28.8564
      8990       4.10        145    77.4414
      8991       6.50         95    86.1872
      8992       6.50        120    2.83228
      8993       3.90        235    60.8105
      8995       6.50        295    91.1487
      8997       6.50         35    18.0201
      8998       4.50        285    49.8604
      9002       6.50        150    73.4785
      9003       4.90         25    65.3819
      9004       4.90        255    42.4132
      9009       6.50         55    50.8843
      9012       4.70        135    110.839
      9017       6.10        145    88.3645
      9019       6.50        125    15.4252
      9020       5.80        180    8.04206
      9021       4.50        100    31.1899
      9022       4.30        215    78.2527
      9023       5.00        120    49.8802
      9024       6.40        100    15.9201
      9025       4.30         25    39.1938
      9027       4.40         65    19.7288
      9028       6.50        140    59.6181
      9029       5.00        295    26.4077
      9031       5.50        175    86.5921
      9033       5.40        170    12.7776
      9034       6.30        300    78.3203
      9036       5.80         95    70.0474
      9037       6.50         55    56.1345
      9038       4.80         55    69.9588
      9043       3.50        115    98.6728
      9044       5.10        230    17.6525
      9045       3.40        135    109.367
      9046       5.10         25    71.3064
      9047       6.50        135    85.9488
      9048       4.10         55    48.8388
      9049       5.90        155    51.1369
      9050       6.50        125     82.414
      9051       4.70         50    7.33695
      9053       5.50        170     77.724
      9054       6.50         40    12.2741
      9055       5.80        130    33.9763
      9056       6.50         50    14.6426
      9058       6.00        205     4.2254
      9059       5.30         35    34.2588
      9062       6.30         30    27.7983
      9063       6.50        290     13.718
      9064       3.90         70    49.5164
      9067       6.50         55    86.2497
      9069       4.40        170    51.8323
      9070       6.50         30    5.73521
      9071       6.50         55    4.88186
      9073       5.40        240    82.8354
      9077       5.00        190    17.0775
      9081       6.50        235    86.1018
      9082       6.50        300    87.2488
      9086       6.50         95    20.9928
      9091       4.20         85    43.1038
      9092       4.20        230    58.9635
      9094       6.50        100    64.9723
      9095       6.50        270    6.14828
      9096       6.50         25    84.2638
      9097       6.50        195    2.73948
      9098       6.50        255     19.918
      9101       6.00        160    27.0163
      9105       6.50        170    41.9149
      9106       5.90         30    9.12579
      9110       4.50        265    51.8461
      9113       6.20        190    73.8864
      9116       4.10         65    57.9384
      9117       5.10         60    78.1996
      9118       6.10         35    69.4827
      9119       6.50         50    104.305
      9122       4.30         55    25.3504
      9123       3.90        200    89.8156
      9125       5.90         60    6.06727
      9127       6.50         55    94.2727
      9129       6.50         40    16.7505
      9130       6.50         40    66.8809
      9133       3.70        170    64.1612
      9134       4.40         25    33.2366
      9136       4.10         40     31.205
      9137       6.50         45    10.8008
      9142       6.50        135    84.0501
      9143       5.70        300    54.8843
      9144       6.50        210    22.1744
      9145       6.50        215    8.80613
      9150       3.90        190     59.191
      9151       3.90        115    54.0743
      9152       6.50         45    103.903
      9153       3.50        120    96.6812
      9157       6.50        185     17.359
      9160       5.50        165     91.319
