# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
      3673       3.60        205    88.8453
      3675       6.00         75     41.738
      3678       2.90        115    189.188
      3679       5.70        240    4.91209
      3680       6.50        130    9.94586
      3683       5.50        205    89.1735
      3685       5.90         35    67.0563
      3690       6.50         30    17.9623
      3692       6.10        240    8.31641
      3693       6.50         45    78.3248
      3694       4.80        145    31.6966
      3701       6.50        220    84.2126
      3702       5.20        125    85.8674
      3703       6.50         60    36.8307
      3705       6.50        120    81.3641
      3707       5.20        140    5.48722
      3709       4.60        110    29.2556
      3710       6.30        185    14.7956
      3711       3.90        255    55.5986
      3712       6.50         75    7.17396
      3713       6.50         25    65.2882
      3714       6.50        145    70.0185
      3715       6.50        145    88.3946
      3716       3.60        270     82.671
      3717       6.50         95    4.58567
      3718       4.40        160     114.69
      3722       4.60         60    7.51623
      3728       5.30         60    82.9538
      3729       6.50        205    16.1485
      3733       5.50         40    11.0983
      3735       4.90        245    27.4214
      3736       5.70         25    24.1362
      3737       5.80         70    5.60013
      3738       6.50         45    16.6431
      3740       4.40        265    55.6099
      3742       6.00        295    8.57564
      3743       4.60        195    38.5641
      3744       5.70        300    65.5745
      3745       5.10         60    7.71917
      3746       5.60         85    4.48427
      3747       6.50         55    59.1953
      3748       6.00        180    13.2718
      3751       5.50        170    86.4528
      3752       6.50        155     46.759
      3754       4.60         30    26.4293
      3755       3.90         35    61.8949
      3756       5.90        290    86.3216
      3757       5.80        240     96.631
      3758       4.80        120    17.3506
      3760       6.10        105    86.3388
      3761       6.00         65    86.8916
      3762       6.50        300    5.70596
      3763       3.70         65    91.4056
      3764       3.80        190    57.6561
      3765       4.70        250    41.0244
      3768       6.50         50    37.0231
      3769       4.70        115    21.7595
      3771       6.50        130     29.298
      3772       3.60        175    80.2709
      3773       5.20        215    11.9291
      3775       3.70        225    87.9627
      3776       3.70        185    87.5199
      3779       6.20        135    3.20509
      3780       4.90         60    73.5933
      3782       6.50        195    88.5052
      3783       6.00        290    109.859
      3784       6.20        245    42.3354
      3786       6.50        195    89.7501
      3787       6.40        175    83.7316
      3788       3.70         90    83.4492
      3789       4.90         55    77.0255
      3790       6.50        165     15.024
      3791       5.30        175    80.6464
      3792       6.50        100    17.0446
      3793       6.50        170    88.4857
      3794       4.00         60    45.6249
      3796       5.00        205    21.6419
      3797       3.80         25    154.922
      3798       5.70        185    11.4378
      3801       5.10        120    10.6698
      3802       6.50         35    13.0611
      3804       6.50        130    70.0472
      3805       5.00         45    78.3569
      3806       6.50         90    73.7063
      3807       6.00        300     27.253
      3808       6.50        230    18.6759
      3813       6.20        295    72.8745
      3817       6.20         45    91.2456
      3818       6.40         65    3.74995
      3820       5.40         25    83.4571
      3822       5.50         60    89.1337
      3823       5.20         90    85.7169
      3825       3.80         75    73.4994
      3826       3.60        225    90.3076
      3827       5.70        145    3.18749
      3829       5.90        155    83.7442
      3830       5.70         45    28.7396
      3831       4.30        250    65.5056
      3833       6.50        100    44.5249
      3834       6.00         70    26.2975
      3836       5.50        245    27.3803
      3837       5.30        105     26.598
      3838       3.60         95    95.3536
      3841       6.50        270    91.2829
      3842       5.20        100    86.1621
      3845       5.40        270    89.6563
      3847       6.50        205    89.5443
      3850       4.10         30    44.4117
      3851       6.50        195    89.9344
      3854       3.90         40    61.6955
      3855       5.50        220     92.149
      3857       6.50         30    58.5721
      3859       6.50         30    35.4627
      3861       6.50        105    70.8478
      3862       5.50        250    3.26352
      3863       3.50        270    79.0515
      3864       4.10         80    60.9669
      3865       4.10        185    55.5253
      3866       5.00         70    81.0869
      3869       6.50         75    3.53754
      3873       4.90        260    56.0387
      3876       3.50        235    81.6142
      3879       5.20        130    20.4455
      3880       6.50         30     9.8878
      3882       6.10        275    7.72677
      3883       5.50        285    21.8935
      3885       6.50        145     90.883
      3886       6.40        245    12.9105
      3887       6.50        300    9.46425
      3888       5.60        265    92.7721
      3889       6.50        190    3.38784
      3892       5.90        235    7.53038
      3893       3.30        275    98.8768
      3896       6.50        265    63.1531
      3898       5.90        125    89.4287
      3899       5.70        220    9.70144
      3901       6.50        300    2.32756
      3903       4.90        140    37.3572
      3904       4.10         95    72.2493
      3906       5.70         55    106.536
      3908       4.70         50    8.10976
      3910       4.90         55    76.5379
      3917       5.00         30    48.3689
      3920       4.20        290    74.9681
      3923       6.50        235     13.603
      3925       6.40         55    8.78212
      3927       5.90         50    103.776
      3929       5.30        110    87.7155
      3935       6.40        115    16.8757
      3939       3.60        270    92.3549
      3942       3.30        150    118.219
      3944       4.80         40    3.27608
      3945       4.00        140    54.3797
      3946       5.90         25    12.7785
      3953       4.10        245    51.9496
      3956       4.20         35    23.6965
      3957       5.80         60    20.0037
      3961       5.00         85    5.89473
      3962       5.70        230    7.27951
      3963       4.20         70     47.285
      3966       4.30         75    30.5819
      3968       6.50         70    79.7422
      3969       6.50        300    22.2968
      3970       4.60        165    37.3214
      3971       4.50         25    20.1728
      3972       6.50         45    84.8746
      3973       4.90         40    8.71396
      3974       4.60        120    60.5604
      3976       3.80        225    59.0395
      3978       5.30        115    12.4026
      3979       5.60        290    17.7658
      3980       5.30        220    87.1127
      3982       6.40        180    8.48712
      3984       6.50        210    82.5192
      3986       6.00         25    26.4585
      3987       4.90         95    84.3208
      3990       4.20        255    49.8631
      3991       5.90        240    108.364
      3993       6.50        225     13.339
      3994       5.50         50    23.3771
      3995       3.10        265    114.589
      3996       4.00         70    65.8109
      3997       6.50         50    70.5175
      3998       5.50        290    6.12053
      3999       6.10         75    2.55955
      4000       6.20        105    73.3441
      4002       4.20         25    52.3342
      4004       6.50         80    8.07398
      4005       5.60        165    14.9515
      4007       6.10        255    4.02091
      4008       3.70        150    85.9898
      4011       4.60         80    22.0314
      4012       5.60        150    35.6113
      4013       3.70        170     65.089
      4016       6.50        105    16.7762
      4017       6.10        145     7.6068
      4018       5.20        240    13.7693
      4020       5.50        260    46.3959
      4021       3.80        290     93.004
      4022       3.70         55    99.3765
      4026       6.50         35    51.3293
      4028       5.40        255    17.5734
      4029       4.60         45    5.98606
      4030       6.30        155    16.9696
      4031       6.40        180    4.68379
      4032       5.80         30    74.5976
      4033       3.60        265    76.5381
      4037       5.00         40    17.9917
      4040       3.70         80    83.8756
      4041       5.60        210      32.22
      4042       6.50         30    74.4835
      4043       5.70        140    108.004
      4044       3.40        255    91.6135
      4045       5.70         45    66.9671
      4047       5.10        275    22.7486
      4048       6.00         60    6.26692
      4050       5.70        300    13.8971
      4052       6.30         80    108.501
      4053       6.30        230    87.5602
      4054       4.00         65     62.328
      4055       5.60        250    3.98563
      4057       4.00         65    38.0327
      4058       4.30         70    36.6938
      4059       3.70        160      73.29
      4060       6.50        170    59.9791
      4067       6.50         70    70.9811
      4068       5.50         45    68.8992
      4070       4.30        175    77.9538
      4072       6.50        105    5.72255
      4073       5.00         55    79.3464
      4074       3.30         55    185.445
      4076       5.60         75    2.89919
      4077       6.20        170    17.9295
      4079       6.50        205    85.7884
      4082       6.30        175    12.8009
      4083       6.50         60    48.7622
      4084       6.50        175    5.03041
      4086       5.60        115    87.0883
      4087       5.80        300    88.4339
      4088       5.50        235     91.818
      4089       6.50        205    23.5773
      4090       5.80         25    5.78927
      4091       3.90        130    63.4489
      4092       5.00         65    79.3731
      4093       5.90        185    84.1527
      4095       5.80        280    16.9939
      4096       6.30         25    22.3145
      4098       4.60        155    65.8059
      4099       3.50         40    169.612
      4101       5.70        295    91.3782
      4102       5.20         75    66.9446
      4103       4.20        135    73.2376
      4104       6.50         40    84.2235
      4106       3.50        160    92.1268
      4109       6.40         75    110.018
      4110       6.10        155     60.079
      4111       5.30        220    15.4792
      4112       4.60        285     46.469
      4115       6.30        110    9.72483
      4116       5.70        300    90.6864
      4118       5.60        205    8.77225
      4120       6.50         55    4.17068
      4121       5.80         60    26.3417
      4124       6.50         50    75.6823
      4125       6.30        145    12.7954
      4127       5.20         75     3.1873
      4129       6.50        190    89.6256
      4131       5.80        135     63.125
      4133       6.50        220    89.0704
      4134       5.40        240    20.6359
      4135       5.40        230    89.5577
      4138       6.50        110    11.6273
      4139       6.50        300    43.2011
      4140       6.50        185    7.29879
      4141       5.80         25    34.0909
      4143       5.30        125    8.72311
      4144       6.20        120    94.1548
      4145       6.50        210    28.1504
      4146       5.50         70    15.0251
      4149       6.50         95    48.8177
      4150       6.50         65    88.6046
      4153       4.20        110    68.4355
      4156       6.00        135    83.2882
      4161       4.10        150         57
      4164       3.60        215    90.4146
      4165       4.50         75    19.1622
      4166       6.50        255    40.2039
      4169       3.70         45    98.2119
      4171       6.50         45    12.7221
      4172       4.20         70    29.9804
      4173       5.30         45    78.1019
      4175       6.50        205    6.88041
      4176       4.70         45    11.2377
      4179       5.50        195     86.559
      4180       3.50         80     119.84
      4181       4.80         25    50.4973
      4182       6.50        260    40.2105
      4183       6.50         95    12.3542
      4184       6.50        210    36.6091
      4186       3.50        270    81.4888
      4189       4.10         50     34.426
      4190       6.50        235    87.5895
      4196       6.00         80    39.3287
      4197       6.50         85    85.4976
      4198       6.50        160    9.22762
      4199       6.50         65    16.6465
      4200       6.10         55    106.671
      4203       5.40        280    6.40013
      4205       5.00         30    5.62391
      4206       5.20        135    28.7638
      4207       6.40        150    55.3957
      4208       5.60         35    13.0863
      4209       6.50        180    12.7341
      4210       6.00        290     11.896
      4211       5.80        160    90.1746
      4218       5.20        240    19.4537
      4220       5.60         55    24.2821
      4221       3.80        220    62.7961
      4224       5.70        130    5.26448
      4226       4.90        140    17.6517
      4228       5.70        125    11.8466
      4229       5.10        250    74.5134
      4230       5.60        225    7.65031
      4232       6.50         90     55.285
      4233       5.40        135    86.6191
      4234       4.20         70    40.7774
      4235       3.30        235     101.81
      4239       6.50         60    86.5196
      4240       5.20        215    27.0721
      4242       6.30         30    3.93851
      4243       5.90        155    12.6719
      4244       4.90        155    28.3609
      4251       6.50        120    29.8477
      4253       5.10        215     16.828
      4254       6.00        105    72.2113
      4255       4.70         30    8.65042
      4258       6.50        100    112.227
      4260       6.50        160     89.763
      4262       6.50         90    16.7532
      4263       5.30         90    6.55921
      4264       5.40         70    3.10363
      4266       6.50         60    22.4833
      4270       5.00        195    43.8835
      4273       6.50        195    17.9549
      4275       5.70        115    81.3432
      4276       5.50        185    91.4922
      4277       6.50         70    3.99947
      4279       5.00         45    62.5118
      4280       5.20        230    79.4306
      4282       6.20         70     66.309
      4283       5.60        100    26.5543
      4285       3.90        100    57.1445
      4290       6.10        165    4.10225
      4292       6.50        135    55.6846
      4293       4.10        145    52.0328
      4294       3.80        260    74.0009
      4295       6.10        235    10.7014
      4296       4.90         50    74.9468
      4298       6.50        195    71.1023
      4299       6.50         70    84.4422
      4302       5.00         25     31.534
      4305       5.70        260    9.50967
      4307       6.50        290    58.2834
      4308       4.40        290    68.6533
      4310       6.50        255    20.9762
      4312       6.00        200    17.9713
      4313       5.90         85    19.6293
      4314       3.70        115    82.9146
      4316       5.10        265    12.4137
      4320       6.30        155    40.5846
      4321       4.30        130    40.5878
      4324       5.00         75    81.0142
      4326       5.20         90     3.9511
      4327       5.60        265    90.0657
      4328       6.50         50    97.8947
      4330       6.00        275     88.001
      4331       6.20        270    80.0343
      4332       5.00        190    95.5342
      4333       6.10        135    18.0968
      4335       3.60        260    80.9423
      4336       6.50        295    79.4958
      4338       6.40        300    54.9985
      4340       5.90        290    12.5433
      4344       5.40        240    6.76513
      4345       5.40        170     85.428
      4346       6.50        205    85.4443
      4347       6.50        225    64.0724
      4349       3.50         35    188.567
      4351       6.50         30    21.9772
      4353       5.60        290    93.1661
      4356       4.70        135    113.036
      4357       6.10        120    13.2761
      4358       3.70        195    67.1581
      4359       5.10        215    66.8336
      4360       4.90         35    38.4196
      4361       3.60        280    78.1344
      4362       4.60         30    15.6078
      4363       6.50         65    6.01736
      4367       5.60        120    60.3231
      4368       6.50        295    60.3051
      4369       4.20        115    51.4818
      4371       4.20         60    28.1123
      4372       6.50        180    67.1676
      4373       6.20         65    23.4667
      4376       6.20        155    86.5098
      4378       4.50        300    52.0091
      4379       5.10        125    84.7506
      4382       4.70        185    35.5272
      4386       6.50        140    80.2766
      4388       5.30         90     20.875
      4391       3.80        135    83.9901
      4392       5.60         35    86.4369
      4393       6.50        275    79.8082
      4394       5.50        140    10.3245
      4395       6.50         30     46.164
      4396       5.10        255    81.7372
      4399       6.50         25     29.189
      4400       6.10        255    91.0013
      4401       4.40         65    60.0924
      4402       6.50         55      3.106
      4403       6.50        120    47.3646
      4404       5.70         90     16.526
      4405       5.30        240     9.3377
      4406       5.00        135    85.6333
      4407       5.40         70    41.9786
      4411       3.70        160     88.519
      4413       6.50         45    92.6647
      4414       3.50        265    73.6169
      4415       6.50        185     3.4281
      4416       5.80         75    45.1726
      4417       5.80        155    3.66074
      4419       5.10         45    79.7141
      4420       6.50        195    27.9402
      4421       3.50        225    93.4977
      4422       6.50        125    65.4697
      4425       6.50        175    35.8702
      4426       3.90        190    50.1869
      4427       6.50        180    89.7554
      4428       4.30        215    67.7198
      4432       5.30         25     67.928
      4434       3.90         25    129.109
      4435       6.50         90    38.1333
      4436       3.70        285    62.3331
      4439       6.50        110    76.7694
      4440       6.50         95    51.7048
      4442       6.50        265    68.8498
      4444       5.50        175    89.7215
      4445       6.50         25    45.6732
      4446       5.40        270    2.22398
      4448       4.00        230    61.3054
      4449       5.90        110    7.69088
      4451       5.40        200    17.2493
      4452       6.50         50    15.1083
      4455       5.50        235    3.42808
      4457       5.80        195    18.1328
      4459       5.50         55    35.3627
      4460       6.30         70    5.95978
      4461       6.10        235    85.9443
      4463       4.10        265    72.3272
      4471       5.60         95    82.2945
      4476       6.50         25    77.0818
      4478       6.50         25    74.4819
      4480       6.20         50    105.416
      4484       6.50        220    12.9774
      4485       4.80        220     104.23
      4487       4.20        100     36.951
      4489       6.50        220     28.512
      4490       5.90        295    52.2225
      4491       5.20        170    16.3183
      4493       6.50        200    73.9765
      4495       5.30        295    87.4286
      4498       3.70        180    85.0821
      4500       6.50        285    31.6981
      4502       6.50        210     5.1464
      4503       6.00        165    87.8629
      4507       5.50        215    88.6703
      4508       5.70         95     19.879
      4509       5.40         35    23.7469
      4511       4.50        240    58.8412
      4512       6.50        100    85.3481
      4514       5.40        125    89.5009
      4515       6.50         25    58.5026
      4516       4.30         40    11.6126
      4517       6.00         95    84.2153
      4521       4.30        230    77.6117
      4522       6.50        300    31.7061
      4523       5.60        155    70.6283
      4524       5.40        280    9.41505
      4525       6.00        270    8.19995
      4526       4.00        145    48.6474
      4527       6.50        160    92.3285
      4528       6.20        120    59.0303
      4530       6.50        150    26.9285
      4531       4.10         75    41.2532
      4532       3.90        140    75.1221
      4534       3.70         60    94.0397
      4535       5.30        155    21.4626
      4538       4.90        115    72.1079
      4539       5.40        190    90.8967
      4540       6.50         35    88.8056
      4541       6.50         40    75.3845
      4542       3.10         75    191.757
      4545       4.00        215    52.8331
      4547       4.20        270    61.0112
      4548       3.60        220    70.4769
      4550       3.80        235    56.4051
      4555       4.70         75    63.9996
      4556       5.30        260     11.148
      4557       5.40         25    76.5638
      4558       4.30         75    41.2009
      4559       6.50        230    88.9642
      4562       5.30         35    74.6893
      4563       5.90         70    106.347
      4565       6.20        155    3.12745
      4566       5.90         65    3.23744
      4567       6.10        260    88.0614
      4569       3.80        195    80.2308
      4570       3.40        225    86.1291
      4571       6.20        100    49.1781
      4572       3.60        110    88.6142
      4574       6.50         90    81.8203
      4575       5.90         65    28.3148
      4577       6.50        135    90.8138
      4578       3.80        170    81.9774
      4580       4.60        255    42.0317
      4581       6.50         25    26.1123
      4583       5.90        200     26.015
      4586       5.80         85     13.959
      4588       6.30        145    51.1025
      4589       6.50        245    63.8302
      4593       5.60        175    87.3154
      4594       6.50        135    63.7895
      4598       3.30        160    114.132
      4599       3.70         75     86.544
      4600       5.60        120    85.6057
      4602       4.30        115    85.2442
      4603       5.10        295    13.2931
      4605       3.40        225    95.5006
      4606       5.60        180     85.718
      4609       5.50        280    90.2705
      4610       6.50        190    4.37954
      4612       5.50        175    91.5129
      4613       3.60        160    84.1994
      4614       5.70        175    85.2996
      4615       3.90         60     56.711
      4618       3.50        245    75.3733
      4620       4.10        145      60.34
      4621       6.50        115    20.1318
      4623       6.40        175    88.4652
      4627       5.30         60    30.5677
      4630       6.50         35    39.4048
      4632       6.40         30    22.5789
      4633       5.20        100    2.17058
      4635       5.60        295    10.4205
      4639       6.50        265    88.1952
      4641       3.90         75    47.8125
      4643       5.40        125    13.2607
      4644       5.60        280    94.1464
      4645       6.50        165    53.5166
      4646       4.00        270    73.9558
      4648       6.30        140    75.6188
      4649       4.40        215    46.3604
      4652       4.20        275    66.8578
      4653       3.80        215    75.2004
      4656       3.90        100    73.4383
      4657       6.50        120    77.1393
      4658       6.50        185    16.3967
      4659       5.90         80    36.5704
      4661       4.60        235    49.3601
      4662       2.80        155    179.937
      4664       5.30         25    78.7665
      4665       5.50        135    5.37475
      4667       6.50        125    85.7148
      4668       6.40        295    85.5261
      4669       3.70        255    70.7513
      4670       6.50         95    7.04516
      4672       5.60        215    7.03369
      4673       4.70        155    30.8873
      4674       6.50         50    84.3935
      4676       5.20        290    104.962
      4677       5.20        115    86.1261
      4679       4.90        255     120.24
      4680       5.50        130    16.4094
      4682       6.30        145    83.6359
      4684       4.10         70    46.0766
      4687       4.90        210     26.734
      4688       6.50         60    7.80428
      4689       6.50        120    66.2563
      4690       5.20         40    53.9605
      4691       5.80         40    75.4251
      4692       6.50         85     6.1529
      4693       5.10        300     70.809
      4694       3.80        270    63.9489
      4695       5.00        235    102.597
      4696       6.50        180    76.0357
      4697       6.40        285    7.18255
      4699       3.40         70    150.133
      4700       5.30         60    42.3347
      4701       6.50        275    84.3297
      4702       4.40        280    48.6078
      4708       5.50         65    12.5865
      4710       3.60        215    66.4979
      4711       4.60        195    75.2319
      4712       6.50        250    36.3085
      4716       5.10        215    18.5505
      4717       5.30        120    2.59507
      4719       5.70        110     65.416
      4721       5.70        260    22.2993
      4722       5.30         25      15.96
      4724       5.00        140    54.8507
      4725       6.50        115    87.2224
      4729       5.10         30    77.1025
      4730       6.00        110    23.5138
      4731       5.80        150    30.6145
      4732       3.80         35    79.1603
      4733       5.40         80    10.9368
      4735       4.90        225    113.573
      4736       6.50         75    59.8154
      4739       4.70        170    75.9109
      4741       6.50        145    5.57747
      4742       4.80         50    5.74669
      4744       6.50         25    89.7775
      4745       4.40        245    61.5321
      4746       4.10         55    28.3567
      4748       6.50         40    8.84706
      4750       6.10        285    58.2174
      4752       6.50         70    9.73563
      4753       4.00        100    48.1708
      4756       4.00        105    48.5299
      4758       3.50        295    88.8518
      4761       6.50         95    90.8785
      4769       4.90        130    23.0101
      4776       6.50        155    56.0283
      4779       4.60         35    15.2577
      4780       3.80        290     67.066
      4781       5.00        100    5.94412
      4783       5.30        170     87.354
      4784       6.50        235    3.69949
      4786       6.20        250    79.7565
      4787       4.20         65    31.9924
      4788       6.50        255    59.7613
      4789       5.60        255    90.7431
      4790       5.10        160    11.3602
      4791       6.50        215    81.5886
      4793       3.40         65    155.929
      4796       3.80        165    56.7854
      4798       3.70        230    62.3631
      4799       4.70        250    55.9194
      4800       6.50        230    84.3502
      4801       5.80        180    15.0491
      4803       6.10        110    112.615
      4805       5.30        285    40.2537
      4806       5.10        170    11.8761
      4808       6.10        285    87.3418
      4815       5.70        155    82.5245
      4816       6.50         60    45.4678
      4817       3.30        290    98.4865
      4820       6.50        235    4.25849
      4821       5.00         55    67.8989
      4823       4.70         50     9.8455
      4824       6.50        225    85.2581
      4829       6.10        115    92.2384
      4830       4.90         50    76.3008
      4833       6.10        230    20.3405
      4834       4.90         80    2.31241
      4835       5.20        130    10.0059
      4839       6.50        215    2.24465
      4840       4.20        145    33.0766
      4841       5.40        145    90.0372
      4845       3.50        265    73.6724
      4846       5.90        170    6.19606
      4847       5.60        215    96.5665
      4848       6.20         95    38.1239
      4850       4.30        230    66.6791
      4851       4.60        135    66.6867
      4853       6.50         40    80.1368
      4854       6.50        230    70.3281
      4855       6.50        120    87.6684
      4858       5.90        185     111.47
      4861       5.80         60    17.7169
      4862       5.70         70    56.2965
      4864       5.70        265    97.2179
      4865       4.00         70    47.8966
      4867       5.50        235    50.8346
      4869       5.90        170    3.89758
      4870       4.80         25    22.3699
      4872       5.80         85     30.528
      4873       6.50        195    38.5518
      4874       5.20        160    89.1456
      4875       6.50         90    36.8837
      4881       4.30         90    31.3238
      4882       4.50        245    46.5387
      4884       3.90         90    69.5704
      4885       6.10         95    83.6108
      4886       6.50         45    76.1562
      4888       4.00        265    85.2277
      4896       3.80         60     75.489
      4897       3.00        235     130.78
      4898       4.50        120    30.1488
      4899       6.10         95    3.06064
      4901       6.00        105    17.1882
      4902       5.30        255    10.9345
      4904       6.50         50    2.63045
      4906       4.50        225    42.8769
      4909       4.10        225    45.9691
      4910       5.40         95    80.7316
      4911       5.40         80    70.0672
      4915       4.80        125    45.2814
      4917       3.70        160    75.2174
      4919       5.00        290    33.7372
      4922       3.90         35    61.5201
      4923       5.90        100    87.8477
      4925       6.10        250    8.12695
      4929       5.50        120    2.48547
      4930       5.20        175    84.7106
      4931       6.50        215    87.9735
      4933       6.50        230     36.696
      4936       4.50        135    32.8444
      4937       6.50        155    70.9715
      4942       5.80        220    66.5591
      4943       5.80         40    59.5037
      4944       4.10        200    63.9712
      4946       6.10         95    83.6977
      4947       6.50        170    47.8209
      4949       6.50        140    11.4194
      4950       5.80        205    6.61038
      4954       4.30        170    56.9646
      4955       6.50         35    77.1275
      4956       3.60         90     97.066
      4957       3.60        300    93.9745
      4962       6.50        200    82.4909
      4964       6.50         90    3.36154
      4966       5.90         85    4.43723
      4967       6.50         65    9.70531
      4968       3.80        270    71.5521
      4969       5.30         85    30.1859
      4975       6.50        220    19.2749
      4976       5.40         60    77.1082
      4977       5.20         30    5.41825
      4978       5.30        190    6.88977
      4979       4.90         40    74.3696
      4983       3.60         85    96.8084
      4986       6.10        210    57.2711
      4988       5.60        265    6.09023
      4990       6.50         50    59.2741
      4991       6.50         50    9.68681
      4992       5.40        250    89.7405
      4993       3.90        195    65.7399
      4994       5.30        210     9.6295
      4997       4.80        190    36.8921
      4998       5.60        245    54.9339
      4999       6.50         90    79.8755
      5003       6.00         55    9.80412
      5010       6.10        160    26.3258
      5011       5.10        105    77.5597
      5012       4.90        280    33.1681
      5015       4.60        165    34.5901
      5016       4.10        100    43.4656
      5017       5.00        125    77.6759
      5018       3.70        180     88.854
      5021       6.30         80    14.0938
      5022       6.50        125    88.2544
      5023       5.50        160    2.65542
      5024       4.40        145    39.6224
      5025       4.80         30    66.4512
      5026       6.10         75     109.36
      5027       4.10        285    69.8048
      5028       3.00        260    125.483
      5029       5.00        235    95.2515
      5034       5.00        115    9.50449
      5036       6.10         45    76.3793
      5038       6.20        185    38.2363
      5039       6.50        205    11.9281
      5040       5.30         85    62.1965
      5041       5.00         35    13.9067
      5042       4.00        195     50.885
      5044       5.60         80    90.4376
      5045       6.00        300    40.3916
      5046       3.30        170     112.39
      5048       6.40        200    81.9579
      5050       5.80        150    24.1887
      5051       5.00         55    3.99413
      5052       5.20        165    25.3175
      5055       5.80         30     8.9519
      5056       4.00        230    84.8166
      5058       4.40         25    28.5718
      5059       6.50        275    74.4362
      5061       5.40        140    52.7992
      5062       3.60        100    92.1359
      5063       6.50        125    91.0901
      5064       6.00         65    107.827
      5068       6.50         25    71.4975
      5069       3.70        285    67.1515
      5072       6.50         95    8.51685
      5076       6.30         45    21.7549
      5077       6.50        175    13.2805
      5078       6.50        165    56.8264
      5079       6.50        175    13.1829
      5081       4.60        145    30.1648
      5083       6.50         50    82.1223
      5084       5.90         90    36.6783
      5085       4.80         35    65.8939
      5086       5.60         70    75.4775
      5087       6.30         30    75.4806
      5088       5.80         40    76.6666
      5089       6.30         65    13.7147
      5093       6.40        175    48.9657
      5095       6.50        110    10.6005
      5100       4.20         80    61.6789
      5106       6.50        300    2.05805
      5107       5.30        270    17.4165
      5108       3.90         30    57.3169
      5109       4.60        180    36.1189
      5112       4.60         60     11.524
      5113       6.30        245       8.04
      5114       3.60         95    94.5523
      5115       5.50         70    19.6778
      5116       5.90        150    5.43545
      5117       3.70         35    141.294
      5120       6.00         85    40.8573
      5121       5.90         75    16.9255
      5123       5.30        160    88.4486
      5124       4.80         50     4.6882
      5127       6.50         25    34.2861
      5129       4.60        215    42.7577
      5130       6.50         70    21.6745
      5131       6.50        170    88.9438
      5132       6.30        120    5.44408
      5136       5.90         85    84.1841
      5140       4.90        110    12.5546
      5143       5.40        300    87.8384
      5144       6.50         25    71.5944
      5145       6.40        255    84.1445
      5149       6.50         75     54.367
      5150       5.60         55    13.7861
      5151       6.40        175    88.5913
      5152       6.50        105    15.9094
      5153       4.10        205    88.3692
      5156       6.50        120    8.81951
      5157       4.10         85    38.3337
      5159       4.80        100     79.603
      5160       3.90        160    60.3915
      5161       6.40         95    111.455
      5162       4.80         25     57.675
      5163       5.20        230    12.7685
      5164       4.00        160    60.8923
      5165       6.50         40    82.6323
      5166       5.90        255    80.0379
      5168       6.50         55    66.0856
      5169       4.10        230    56.4803
      5174       3.80        100    75.0624
      5176       4.70        285    38.3549
      5177       5.30        145    4.46263
      5181       6.40         60    81.8643
      5184       5.60         30    74.3985
      5186       5.40        100    5.15365
      5191       6.40         35    30.1573
      5192       6.30        220    66.8365
      5193       4.90        210    26.9418
      5194       5.40         70    87.0416
      5195       6.50         55    82.2197
      5196       6.20        205    91.1442
      5200       6.40        150    83.3961
      5203       6.50         90    3.72839
      5205       6.10        130    10.5575
      5206       6.50        300    12.6551
      5208       5.00         40    6.19678
      5209       3.80         80    64.7503
      5212       5.70        220    11.2678
      5213       4.60         30    22.5235
      5215       6.50        250    88.2438
      5216       5.70        100    8.67287
      5217       6.00        100    32.9678
      5218       4.60         50    62.7487
      5219       5.70         60    34.0029
      5220       6.50         45    29.8851
      5226       5.80        195    107.383
      5227       6.50         40    21.7312
      5229       6.50        125    83.0872
      5230       6.50        280    14.5444
      5232       5.70        295    96.7901
      5233       3.60        260    83.7278
      5235       6.50         25    65.4006
      5236       6.50        105    68.2775
      5237       3.60         50    132.615
      5239       5.30        295     57.701
      5240       5.50        260    7.05252
      5241       6.50        110    88.2018
      5242       5.20         55    14.5239
      5244       6.50         50    18.9644
      5246       6.50        150    45.2041
      5247       6.50         90    7.88333
      5251       6.50        200     60.021
      5253       6.50        260    41.6705
      5258       4.00         25    99.1222
      5260       4.90        190    21.6223
      5262       3.40        175    100.964
      5264       3.50        275    89.5575
      5267       6.50         90    17.7523
      5268       4.40        295    45.5312
      5269       3.80        255     68.734
      5270       4.50        160    117.075
      5271       5.60        145    2.34973
      5272       5.30         90    83.8352
      5273       4.20        275    85.2818
      5276       5.90         45    98.1934
      5277       6.50        115    4.24391
      5278       6.50        265    44.3326
      5279       6.50         70    64.9775
      5280       4.70        205    33.1035
      5282       6.50         70    83.4642
      5283       6.50         25    15.4288
      5284       5.40        185    16.1846
      5285       5.20        195    17.1221
      5287       4.80        145    22.1268
      5288       4.80        245      80.73
      5291       4.50         80    35.6901
      5292       3.30        260    99.7954
      5293       3.40        160    100.509
      5295       4.70         30    60.1884
      5296       3.90        230    54.6894
      5297       6.30        260    23.1147
      5299       5.50        220    92.8812
      5301       6.50        265    4.48388
      5302       5.80        110    85.9547
      5309       3.60        275    68.4357
      5310       4.70        140     48.185
      5312       6.50        270    8.73488
      5314       6.10        165    86.3072
      5315       6.50        300    29.5272
      5316       6.50        290    9.46323
      5317       6.00        115    16.1316
      5319       3.80        235    60.3228
      5321       5.60         50    26.7364
      5322       6.00        210    31.4744
      5324       5.90         45    64.8147
      5327       4.10        280    58.4821
      5328       6.50         40    70.4937
      5330       5.60        290    91.4904
