#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    3182918        112.528     23465        4.43904     29602              0            155         794328    1.88027e+10            190          1e+06    2.36712e+10
    3932166        4.27972     28994        237.104     22610        3.07738            190        630.957    1.49355e+07            150          1e+06    2.36712e+10
    6442133        101.173     47500        20.3169     40527              0            295        3981.07    9.42367e+07            255        5011.87    1.18637e+08
     504987        15.2203      3724        155.084      1729        34.0081             45        1584.89    3.75163e+07             30    3.16228e+06    7.48549e+10
    4482837         106.65     33060        3.27163     11343              0            210         630957    1.49355e+10             85    3.16228e+06    7.48549e+10
    3106236        3.79952     22895        185.406     40964         1.7513            155        794.328    1.88027e+07            255          1e+06    2.36712e+10
    1656183        111.574     12198        8.45272     45429              0             90    2.51189e+06    5.94594e+10            280    3.16228e+06    7.48549e+10
    1268299        90.9907      9348         2.7539     17233        5.07899             75         158489    3.75163e+09            120         199526    4.72302e+09
      91392        92.4938       665        69.7444     23408      0.0619304             25         316228    7.48549e+09            155         398107    9.42367e+09
    5229600        5.79441     38570        422.421      6080        11.1009            245        398.107    9.42367e+06             55    2.51189e+06    5.94594e+10
     669713        78.5291      4921        21.5823     48051              0             50        79432.8    1.88027e+09            295    3.16228e+06    7.48549e+10
    6244407        81.8645     46056        1.38898      3477        14.8933            285         158489    3.75163e+09             40    3.16228e+06    7.48549e+10
     414409        30.5243      3040        41.1346     42731         0.5091             40        15848.9    3.75163e+08            265    1.25892e+06    2.98003e+10
    5466380        160.456     40318          400.5      2052        65.2107            255        398.107    9.42367e+06             35        3981.07    9.42367e+07
     592482        346.305      4370        24384.9        38              0             50            100    2.36712e+06             25        158.489    3.75163e+06
     357054        212.663      2622              0     29754        4486.97             40            100    2.36712e+06            195        158.489    3.75163e+06
    1364353        68.8129     10051        9.07926     31331        1.59989             80        19952.6    4.72302e+08            200         794328    1.88027e+10
    3207846        17.8888     23655        1790.48     13794        5.50173            160        199.526    4.72302e+06            100         398107    9.42367e+09
     538410        46.9407      3971        14.5542       494        49.1661             45        31622.8    7.48549e+08             25        39810.7    9.42367e+08
    5702404        96.5873     42047        112.459     32604        43.4771            265        316.228    7.48549e+06            210        2511.89    5.94594e+07
    6281262        189.988     46322        4590.17     18506        229.694            290            100    2.36712e+06            130        630.957    1.49355e+07
      59929        39.8702       437        93.4736     12939        2.13259             25        19952.6    4.72302e+08             95         501187    1.18637e+10
    5790847        107.365     42693        2.53677     48925              0            265         794328    1.88027e+10            300    3.16228e+06    7.48549e+10
    5573519        54.4716     41097        3014.95     30989        5.48053            260        125.892    2.98003e+06            200        12589.2    2.98003e+08
    3042437        82.2321     22439        3.47386      3439        10.9091            150         125892    2.98003e+09             40    1.99526e+06    4.72302e+10
    2064421        48.7635     15219        11.3142     19855         3.0443            110        7943.28    1.88027e+08            135         199526    4.72302e+09
    1783224        25.6306     13148        3384.37     12008        6.83645            100        158.489    3.75163e+06             90         251189    5.94594e+09
     174551        29.0793      1273        74.6058     37221        1.21786             30        12589.2    2.98003e+08            235        50118.7    1.18637e+09
    5298555        89.8038     39064        2.05656     43681       0.969867            245         158489    3.75163e+09            270    3.16228e+06    7.48549e+10
    4188843        22.1591     30894        16.0333      5073        10.3192            200        3981.07    9.42367e+07             50         501187    1.18637e+10
    2349765        109.333     17328              0      8607        11.6739            120         630957    1.49355e+10             70         794328    1.88027e+10
    5227868        105.684     38551              0     22116        60.7451            245        316.228    7.48549e+06            150        2511.89    5.94594e+07
    2869202        5.21372     21147         195.65     40166        1.75271            145        794.328    1.88027e+07            250    2.51189e+06    5.94594e+10
     631596        105.123      4655              0      9044        61.4178             50        3162.28    7.48549e+07             75        3981.07    9.42367e+07
    2158073         31.291     15903         217.81     37259        2.46841            115        794.328    1.88027e+07            235        79432.8    1.88027e+09
    5927477        191.889     43719        5621.14      1919              0            275        125.892    2.98003e+06             35        794.328    1.88027e+07
    1748686        99.8486     12882        8.33089     41002              0             95         251189    5.94594e+09            255    1.58489e+06    3.75163e+10
    5859939        65.4723     43206        4.03918     40185        1.51828            270          10000    2.36712e+08            250    3.16228e+06    7.48549e+10
    6479927        88.8995     47785        1.41351     24453        2.28808            295         125892    2.98003e+09            160    3.16228e+06    7.48549e+10
    4232125        94.1307     31198         4.0802     44327              0            200         158489    3.75163e+09            275         199526    4.72302e+09
    1424363        51.1694     10488        8888.35     45809        7.26045             85            100    2.36712e+06            285        7943.28    1.88027e+08
     613639        27.7851      4522        541.776     10469        7.55169             50        630.957    1.49355e+07             80    3.16228e+06    7.48549e+10
    6613642         96.655     48773        2.38916     19950              0            300         501187    1.18637e+10            135         630957    1.49355e+10
    2827021         112.78     20843        4.97854     21831              0            140         794328    1.88027e+10            145    3.16228e+06    7.48549e+10
     878921        18.9457      6479         26.295      9595        4.93442             60        7943.28    1.88027e+08             75    3.16228e+06    7.48549e+10
    5383283        57.7675     39691        5.56454     38361        1.54766            250        7943.28    1.88027e+08            240    1.25892e+06    2.98003e+10
    1128369        62.4876      8322        9.53658      1539        22.8921             70        25118.9    5.94594e+08             30         316228    7.48549e+09
    4716741        95.7177     34789       0.944159      1615        32.9832            220         501187    1.18637e+10             30         794328    1.88027e+10
     676694        87.8438      4978        7.47644     33858        2.25556             50         158489    3.75163e+09            215         251189    5.94594e+09
    5463853         68.906     40299              0      2983        74.0067            255        316.228    7.48549e+06             40        7943.28    1.88027e+08
    4403040        161.699     32471              0     12464        156.377            210        501.187    1.18637e+07             95        1584.89    3.75163e+07
    3854983        79.8341     28424         2.7579     24453        2.58418            185        25118.9    5.94594e+08            160    3.16228e+06    7.48549e+10
    5721592        53.7201     42199              0      5624        39.2544            265        1995.26    4.72302e+07             55          10000    2.36712e+08
     890032        74.1859      6555        22.9168     24928              0             60        19952.6    4.72302e+08            165        25118.9    5.94594e+08
     953975        23.1971      7030        4620.57     16245        6.60673             65        158.489    3.75163e+06            115        50118.7    1.18637e+09
     537003        54.2827      3952        29.0416     22705       0.578613             45        25118.9    5.94594e+08            150    3.16228e+06    7.48549e+10
    1649007        107.727     12160              0      6973         14.454             90    1.58489e+06    3.75163e+10             60    3.16228e+06    7.48549e+10
    4279416        8.74892     31559        700.154     12920        5.59352            205        316.228    7.48549e+06             95         398107    9.42367e+09
     577065        92.6509      4256              0       779         71.088             45          1e+06    2.36712e+10             25    1.25892e+06    2.98003e+10
     247625        269.309      1824              0      6251        1294.97             35        251.189    5.94594e+06             60        501.187    1.18637e+07
    2571624        87.5032     18962        6.30714     14744      0.0262824            130         158489    3.75163e+09            105          1e+06    2.36712e+10
    4358171        93.5208     32129        3.64569     40945              0            205         316228    7.48549e+09            255         794328    1.88027e+10
    5613085        96.2651     41382         19.508     48583       0.429629            260        3981.07    9.42367e+07            300        50118.7    1.18637e+09
    3833638         21.297     28272        17.3414     10450        5.27606            185        3981.07    9.42367e+07             80    2.51189e+06    5.94594e+10
    3149661        84.1861     23218        2.99064     33991        1.76491            155        39810.7    9.42367e+08            215    1.25892e+06    2.98003e+10
    3918606        208.853     28899        2968.88      9690              0            190        199.526    4.72302e+06             80        251.189    5.94594e+06
    1116143        23.3175      8227        21.5886     13965        3.42371             70        7943.28    1.88027e+08            100    3.16228e+06    7.48549e+10
    2906949        130.082     21432        7.35586     23199              0            145        25118.9    5.94594e+08            155        31622.8    7.48549e+08
    2640159        11.7359     19456        66.2175     44365        1.77506            135        1584.89    3.75163e+07            275         316228    7.48549e+09
     668931        78.5284      4921        21.5743     33193              0             50        79432.8    1.88027e+09            210    3.16228e+06    7.48549e+10
    6347033        85.1757     46797        1.57515     44555        1.50156            290        31622.8    7.48549e+08            275    3.16228e+06    7.48549e+10
    1086150        24.0611      7999        622.323     31426        2.48888             70        501.187    1.18637e+07            200    2.51189e+06    5.94594e+10
    5929868        138.851     43719              0     47348        303.394            275        125.892    2.98003e+06            295        630.957    1.49355e+07
    1362820        38.4099     10051              0      2204        52.3431             80        19952.6    4.72302e+08             35        25118.9    5.94594e+08
    2544167        61.0958     18753        6.59735     31445        1.76395            130        12589.2    2.98003e+08            200    3.16228e+06    7.48549e+10
    1922059        7.18679     14174        162.863      6897         10.018            105           1000    2.36712e+07             60    1.25892e+06    2.98003e+10
    4002174         94.326     29507         3.9364     31274              0            190         316228    7.48549e+09            200         398107    9.42367e+09
    1951319        56.6156     14383        8.52085     24453        2.14401            105        12589.2    2.98003e+08            160    3.16228e+06    7.48549e+10
    3916435        19.7564     28880        2497.85     17385        4.25854            190        158.489    3.75163e+06            120    1.25892e+06    2.98003e+10
    2650933        21.0466     19551        16.6691      4351        11.8872            135        5011.87    1.18637e+08             45    3.16228e+06    7.48549e+10
    1708373        69.5253     12597        14.9057      9215        5.85118             95        7943.28    1.88027e+08             75        31622.8    7.48549e+08
      90427           92.5       665        70.8616      5073              0             25         316228    7.48549e+09             50         501187    1.18637e+10
    3410209        96.2766     25137        4.51517     41059              0            165         316228    7.48549e+09            255    3.16228e+06    7.48549e+10
    2324363        89.3125     17138              0     15409        8.29409            120        63095.7    1.49355e+09            110        79432.8    1.88027e+09
    4897159        17.6936     36119        19.2458      3477        15.1148            230        3162.28    7.48549e+07             40    3.16228e+06    7.48549e+10
    5150044        98.1517     37981              0     11780         15.117            240        12589.2    2.98003e+08             90        15848.9    3.75163e+08
    2238773        103.943     16511              0      4351        22.4708            115    1.25892e+06    2.98003e+10             45    3.16228e+06    7.48549e+10
    4894445        11.4996     36100        25.4357       855        40.8364            230        2511.89    5.94594e+07             25    3.16228e+06    7.48549e+10
    4072011         23.476     30020         16.895     36689        1.50506            195        3981.07    9.42367e+07            230    3.16228e+06    7.48549e+10
     899526        74.1129      6631        16.2267      9538        1.24531             60        50118.7    1.18637e+09             75    1.58489e+06    3.75163e+10
    3809730        121.565     28082              0     45638        151.085            185        398.107    9.42367e+06            285           1000    2.36712e+07
     127289        201.791       931              0     20235        781.345             30        199.526    4.72302e+06            140        501.187    1.18637e+07
     286533        14.8207      2109        56.3715     11343        4.70554             35        7943.28    1.88027e+08             85    3.16228e+06    7.48549e+10
    2627059        10.9711     19361        423.189     40185         1.8256            135        501.187    1.18637e+07            250    3.16228e+06    7.48549e+10
    4039116        12.6629     29773         1628.5     47956        1.60029            195        199.526    4.72302e+06            295          1e+06    2.36712e+10
    3994683        89.0123     29450        3.15913     35777       0.812603            190         158489    3.75163e+09            225    1.99526e+06    4.72302e+10
    1647397        111.569     12141        8.44075     25327              0             90    1.25892e+06    2.98003e+10            165    3.16228e+06    7.48549e+10
    6344715        53.3738     46797        1.03527       513        65.1303            290        31622.8    7.48549e+08             25        50118.7    1.18637e+09
    5653663        93.7093     41686              0     36461        3.46855            260         158489    3.75163e+09            230         199526    4.72302e+09
     478312        193.567      3515              0     33288        1885.71             45        125.892    2.98003e+06            215        251.189    5.94594e+06
    2394823        77.5991     17651        125.646     32661        14.6883            125        794.328    1.88027e+07            210        5011.87    1.18637e+08
    2795544        82.4737     20615        2.26751     11096        6.85401            140        50118.7    1.18637e+09             85         158489    3.75163e+09
      99405         92.732       722        71.6669     28823              0             25         630957    1.49355e+10            185    3.16228e+06    7.48549e+10
    2085221        82.6838     15371         5.0496     23503        2.02446            110        50118.7    1.18637e+09            155    1.25892e+06    2.98003e+10
    4753127        8.89712     35055        661.863      7733        8.93217            225        316.228    7.48549e+06             65         794328    1.88027e+10
    2397657        5.00894     17670        150.467     37563        1.86617            125           1000    2.36712e+07            235    3.16228e+06    7.48549e+10
    5079227        109.089     37449        2.85955     36689              0            235         794328    1.88027e+10            230    3.16228e+06    7.48549e+10
    1195821        259.885      8816              0     10583        2191.39             75        251.189    5.94594e+06             85        316.228    7.48549e+06
     953270        225.458      7030              0      2850         340.73             65        158.489    3.75163e+06             40        1584.89    3.75163e+07
    1797601        98.8583     13243        98.6159     40451        52.4983            100        501.187    1.18637e+07            255        1995.26    4.72302e+07
    5255616        81.7138     38760        12.8891     10944        6.34813            245        3981.07    9.42367e+07             85        25118.9    5.94594e+08
    5630663        95.8269     41515              0     39957        3.17778            260        19952.6    4.72302e+08            250         199526    4.72302e+09
    1169821        106.696      8626              0      6023        16.3899             70          1e+06    2.36712e+10             55    1.25892e+06    2.98003e+10
    6281621        15.8563     46322        4609.38     25327        2.84472            290            100    2.36712e+06            165    3.16228e+06    7.48549e+10
    6000055         85.205     44251        1.39258     10469        5.99152            275        79432.8    1.88027e+09             80    3.16228e+06    7.48549e+10
    5440786        105.438     40128              0      5206        19.0096            250    1.58489e+06    3.75163e+10             50    2.51189e+06    5.94594e+10
    4950473        92.7825     36499         3.2692     37563              0            230         316228    7.48549e+09            235    3.16228e+06    7.48549e+10
    1723711        74.6426     12711        5.90488      6973        7.51573             95        31622.8    7.48549e+08             60    3.16228e+06    7.48549e+10
    5323441        115.319     39254       0.917633     27075        2.49848            245    1.58489e+06    3.75163e+10            175    3.16228e+06    7.48549e+10
    1326314        15.9541      9766        400.915     42750        1.79349             80        630.957    1.49355e+07            265    1.58489e+06    3.75163e+10
    1143283        78.8801      8417        14.1018     40185              0             70        79432.8    1.88027e+09            250    3.16228e+06    7.48549e+10
    6062378        2.55802     44707        268.653     19950        3.42519            280        501.187    1.18637e+07            135         630957    1.49355e+10
     753111        7.93759      5548        47.8193     17461        3.63474             55        3981.07    9.42367e+07            120    3.16228e+06    7.48549e+10
    6049545        11.5815     44612         2004.6     20843        3.44199            280        158.489    3.75163e+06            140         794328    1.88027e+10
    2400187        4.04122     17689        106.681     36689        1.86543            125        1258.92    2.98003e+07            230    3.16228e+06    7.48549e+10
    4308527        71.8325     31768        16.2065     27645        2.13349            205        3981.07    9.42367e+07            180        79432.8    1.88027e+09
    2068372        93.0456     15238        16.9571     45980              0            110          10000    2.36712e+08            285        63095.7    1.49355e+09
     870070        53.8791      6403        55.7709     37202        2.32498             60        3162.28    7.48549e+07            235        39810.7    9.42367e+08
    6545688         11.925     48279         45.292      1368        39.0944            300        1258.92    2.98003e+07             30        39810.7    9.42367e+08
    1092821        12.3093      8056        216.386     11343        6.52798             70           1000    2.36712e+07             85    3.16228e+06    7.48549e+10
      59834        37.8728       437        89.7138     11134        2.85845             25        19952.6    4.72302e+08             85         251189    5.94594e+09
    6563831        46.8195     48412        6.03248      3477        15.9256            300        6309.57    1.49355e+08             40    3.16228e+06    7.48549e+10
     230872        96.7783      1691        47.1078     30552              0             30    1.99526e+06    4.72302e+10            195    2.51189e+06    5.94594e+10
    1323574        74.4345      9747        343.417     39634        18.2102             80        501.187    1.18637e+07            250        3981.07    9.42367e+07
    2636824        117.885     19437              0     29944        96.2789            135        1258.92    2.98003e+07            195        1584.89    3.75163e+07
    3118634        85.6024     22990        29.9219     31806        8.10235            155        2511.89    5.94594e+07            205        6309.57    1.49355e+08
    1184962        304.494      8740        18607.6        38              0             75            100    2.36712e+06             25        158.489    3.75163e+06
    4592675        91.2675     33858        3.59111     42617              0            215         251189    5.94594e+09            265         316228    7.48549e+09
      59799         40.446       437        94.2395     10469        2.55512             25        19952.6    4.72302e+08             80    3.16228e+06    7.48549e+10
     251811        163.079      1843              0     36841        543.477             35        316.228    7.48549e+06            235        501.187    1.18637e+07
    4898648        92.3474     36119              0     31768        26.7176            230        3162.28    7.48549e+07            205        3981.07    9.42367e+07
    4101812        85.1907     30248        2.15916     15580        3.82699            195        63095.7    1.49355e+09            110         630957    1.49355e+10
    1156660        92.5592      8531              0       684        70.7736             70         316228    7.48549e+09             25         398107    9.42367e+09
    5427902        98.6908     40033        2.21796      5130        4.14539            250         501187    1.18637e+10             50          1e+06    2.36712e+10
    1788318        34.8628     13186        1358.68     10906        12.2964            100        251.189    5.94594e+06             85        15848.9    3.75163e+08
    3221287        6.18981     23750        263.653     24453        2.89961            160        630.957    1.49355e+07            160    3.16228e+06    7.48549e+10
    1417351        110.597     10450        9.78057     10469              0             80    2.51189e+06    5.94594e+10             80    3.16228e+06    7.48549e+10
    2936953        103.336     21660        4.62327      5947        1.24006            145         398107    9.42367e+09             55         501187    1.18637e+10
    5999917        83.8916     44251        1.37195      7847        7.99683            275        79432.8    1.88027e+09             65    3.16228e+06    7.48549e+10
    1842391        76.5054     13585         5.5642     10469        5.10457            100        31622.8    7.48549e+08             80    3.16228e+06    7.48549e+10
    5002741        131.244     36898        174.914      2831              0            235           1000    2.36712e+07             40        1258.92    2.98003e+07
     108281        92.6205       798        70.6556      1691              0             25    1.58489e+06    3.75163e+10             30    1.99526e+06    4.72302e+10
    5936719        175.619     43776        1572.55     30685              0            275        251.189    5.94594e+06            200        316.228    7.48549e+06
    4219804        81.2538     31122        2.02105      6004        9.83474            200        63095.7    1.49355e+09             55          1e+06    2.36712e+10
    3214479        14.2464     23693        826.608     41933        1.76231            160        316.228    7.48549e+06            260    3.16228e+06    7.48549e+10
    6412331        45.1552     47291        491.932     12673        8.33348            295        316.228    7.48549e+06             95        19952.6    4.72302e+08
    1498955        81.7418     11039        10.4791     43681       0.136243             85        79432.8    1.88027e+09            270    3.16228e+06    7.48549e+10
    6409599        172.599     47272        1564.56      9709              0            295        251.189    5.94594e+06             80        316.228    7.48549e+06
      39303        57.8266       285        103.426     12597        18.7524             25        3162.28    7.48549e+07             95        7943.28    1.88027e+08
    4153820        54.1432     30628        2104.17     24852        8.17897            200        158.489    3.75163e+06            165          10000    2.36712e+08
    2504477        214.411     18468        1110.91     11495              0            130        398.107    9.42367e+06             90        501.187    1.18637e+07
    5579602        20.0265     41135        1333.37     48678        1.85392            260        199.526    4.72302e+06            300         158489    3.75163e+09
    2730719        29.0646     20140        1093.91      3021        49.4483            140        158.489    3.75163e+06             40        12589.2    2.98003e+08
    2966601        82.0611     21869        2049.07     30875        30.2555            150        125.892    2.98003e+06            200        3162.28    7.48549e+07
    2134901        34.2113     15732         7537.9     37487        2.12674            115            100    2.36712e+06            235    1.25892e+06    2.98003e+10
    4754556        8.32945     35055        678.271     34884        2.04878            225        316.228    7.48549e+06            220    1.58489e+06    3.75163e+10
    6037177        115.706     44517              0     30571        3.38674            275    1.99526e+06    4.72302e+10            195    3.16228e+06    7.48549e+10
    5182993        83.4562     38228        1.80679      1539         21.353            240         251189    5.94594e+09             30         316228    7.48549e+09
    2845249        137.342     20976              0     25555        148.225            145            100    2.36712e+06            170        1258.92    2.98003e+07
    3437517        16.2121     25346         6057.3     21527        4.51371            170            100    2.36712e+06            145        79432.8    1.88027e+09
    1898262        39.7733     13984         9111.8     44194        2.62338            105            100    2.36712e+06            275        39810.7    9.42367e+08
     809553        106.644      5966        16.4646     13091              0             55         630957    1.49355e+10             95    3.16228e+06    7.48549e+10
    2199291        107.123     16207              0     37297        3.51338            115        31622.8    7.48549e+08            235         125892    2.98003e+09
    5508155        106.665     40622              0     12673        12.8018            255        15848.9    3.75163e+08             95        19952.6    4.72302e+08
    2125059        112.964     15656        6.58297     46265              0            110    1.58489e+06    3.75163e+10            285    1.99526e+06    4.72302e+10
    1702247        85.2523     12540        28.0922     39653        7.70816             95        3981.07    9.42367e+07            250        5011.87    1.18637e+08
    3106026        95.8508     22895        26.3461     36974        41.0247            155        794.328    1.88027e+07            235        2511.89    5.94594e+07
    1844627        67.6903     13604              0      4009        27.3183            100        39810.7    9.42367e+08             45        50118.7    1.18637e+09
    2024959        25.4705     14934        1416.93      4237        16.7698            110        251.189    5.94594e+06             45         794328    1.88027e+10
    5890793        95.2744     43434              0     39083        3.25787            270         158489    3.75163e+09            245         199526    4.72302e+09
    1468385        66.1857     10830        22.2703      1235        43.3578             85        6309.57    1.49355e+08             30        7943.28    1.88027e+08
    5254324        92.8418     38741        26.0717     35340        1.65135            245        3162.28    7.48549e+07            225          10000    2.36712e+08
    1254787        76.0093      9253        9.30724      5225        6.51588             75        50118.7    1.18637e+09             50    3.16228e+06    7.48549e+10
    5189436        95.5318     38266         3.0514     26068              0            240         398107    9.42367e+09            170         630957    1.49355e+10
    3817898         3.3166     28158        114.186      5054        12.2998            185           1000    2.36712e+07             50         398107    9.42367e+09
    3073581          108.6     22667              0      7847        12.9293            150    1.99526e+06    4.72302e+10             65    3.16228e+06    7.48549e+10
     252327        61.9606      1843        1847.48     46645        12.9199             35        316.228    7.48549e+06            290        5011.87    1.18637e+08
    1440501        188.731     10621              0      9823        247.719             85        501.187    1.18637e+07             80        1258.92    2.98003e+07
    5252618        88.8225     38741        24.9146      2926        28.7148            245        3162.28    7.48549e+07             40        3981.07    9.42367e+07
     640549        11.3733      4712        38.5058     32319        1.68967             50        6309.57    1.49355e+08            205    3.16228e+06    7.48549e+10
    4961053        109.291     36575        2.92087     42807              0            230         794328    1.88027e+10            265    3.16228e+06    7.48549e+10
    3552165        115.198     26182        3.95123     46303              0            170    2.51189e+06    5.94594e+10            285    3.16228e+06    7.48549e+10
    4839383         105.65     35682        3.06639     31445              0            225         630957    1.49355e+10            200    3.16228e+06    7.48549e+10
    3205715        48.1262     23636        2528.85     22249         7.5023            160        158.489    3.75163e+06            150        12589.2    2.98003e+08
    5010862         9.3564     36955        36.0811     10298        5.70133            235        1995.26    4.72302e+07             80         398107    9.42367e+09
     594278        191.791      4370              0     34162         1856.7             50            100    2.36712e+06            220        251.189    5.94594e+06
    5552843        107.958     40945        2.64665     29697              0            255         794328    1.88027e+10            190    3.16228e+06    7.48549e+10
    2773727        88.6394     20444        21.2482     37069              0            140        6309.57    1.49355e+08            235        7943.28    1.88027e+08
    1600552        96.0643     11799        3.76388     16264        5.81513             90        19952.6    4.72302e+08            115        63095.7    1.49355e+09
    1709497        33.0052     12597        14.9615     30571        1.62498             95        7943.28    1.88027e+08            195    3.16228e+06    7.48549e+10
     789036        84.0528      5814        18.5616     14820              0             55         100000    2.36712e+09            105    2.51189e+06    5.94594e+10
    5857209        116.856     43187        5.21684     37259        1.72643            270        7943.28    1.88027e+08            235        79432.8    1.88027e+09
    4458349        123.281     32870              0     35511        3.80883            210        63095.7    1.49355e+09            225        79432.8    1.88027e+09
    1852269        77.8913     13661        5.73101      2375        13.7774            100        79432.8    1.88027e+09             35         199526    4.72302e+09
    3123555        88.5869     23028        21.9238     27417        7.54205            155        3981.07    9.42367e+07            180        5011.87    1.18637e+08
    6548946        79.5759     48298              0     14326        27.1316            300        1584.89    3.75163e+07            105        6309.57    1.49355e+08
    6162442        192.994     45448        8309.91     12350              0            285            100    2.36712e+06             95        398.107    9.42367e+06
    6314578        81.7483     46569        24.0101     15238        9.40447            290        1995.26    4.72302e+07            110          10000    2.36712e+08
    1321277        57.7009      9728        753.308     44935        7.03748             80        398.107    9.42367e+06            280        7943.28    1.88027e+08
    5025983        49.7647     37069              0      3933        36.8715            235        7943.28    1.88027e+08             45        19952.6    4.72302e+08
    3733706        128.415     27531              0     20558         7.6761            180        19952.6    4.72302e+08            140        25118.9    5.94594e+08
     519569        9.70038      3819        50.1633     34067        1.81093             45        5011.87    1.18637e+08            215    3.16228e+06    7.48549e+10
    1858721        84.9678     13699         8.7074     27075              0            100         125892    2.98003e+09            175    3.16228e+06    7.48549e+10
    5658272        90.9141     41724        2.29454     26144       0.964819            260         251189    5.94594e+09            170    1.58489e+06    3.75163e+10
    1625075        87.0028     11970        6.27624     41705        1.03949             90         158489    3.75163e+09            260         199526    4.72302e+09
    3636378        94.1239     26809              0     31198        4.06619            175         125892    2.98003e+09            200         158489    3.75163e+09
    1523699        110.988     11229        9.07863     24377              0             85         794328    1.88027e+10            160    1.25892e+06    2.98003e+10
    3438216        19.7208     25346        6112.82     34808        2.30919            170            100    2.36712e+06            220         630957    1.49355e+10
    3606927        82.3924     26600              0     10013        19.9964            175          10000    2.36712e+08             80        12589.2    2.98003e+08
    5781509        94.5729     42636        2.76428     18335              0            265         398107    9.42367e+09            125    3.16228e+06    7.48549e+10
    5242468        4.84998     38665        65.5107      5852        10.5852            245        1258.92    2.98003e+07             55         158489    3.75163e+09
    5486784        11.3154     40451        34.6504     47120        1.25963            255        1995.26    4.72302e+07            290    1.58489e+06    3.75163e+10
     134775        52.7226       988        1695.08     15637        5.51385             30        398.107    9.42367e+06            110    1.25892e+06    2.98003e+10
    1842161        74.4298     13585        5.41163      6099        8.79196            100        31622.8    7.48549e+08             55    3.16228e+06    7.48549e+10
    5956859        7.85554     43928        45.6345     21793        2.75473            275        1584.89    3.75163e+07            145    1.99526e+06    4.72302e+10
    1661982        278.163     12255        10619.2      8778              0             95        125.892    2.98003e+06             75        158.489    3.75163e+06
    3946937        9.97157     29108        30.7328      9595        6.07349            190        2511.89    5.94594e+07             75    3.16228e+06    7.48549e+10
     326645        99.3316      2394        34.8201     39311              0             35         251189    5.94594e+09            245    3.16228e+06    7.48549e+10
    3949605        15.0973     29127        22.8358     11343        4.99735            190        3162.28    7.48549e+07             85    3.16228e+06    7.48549e+10
    1380459        80.6739     10165        11.9049     43681              0             80        79432.8    1.88027e+09            270    3.16228e+06    7.48549e+10
    5499943         51.154     40565        5.21377      3477        16.0825            255        7943.28    1.88027e+08             40    3.16228e+06    7.48549e+10
    3641441        89.7603     26847        4.53673     29507              0            175         199526    4.72302e+09            190         316228    7.48549e+09
    3705222        113.197     27322              0     17746        69.4012            180        1584.89    3.75163e+07            125        2511.89    5.94594e+07
     721392         52.164      5320        357.828      2128        77.4856             55        251.189    5.94594e+06             35          10000    2.36712e+08
    2482020        113.697     18297         5.6434     25308              0            125    1.99526e+06    4.72302e+10            165    2.51189e+06    5.94594e+10
    1045211         108.33      7695         12.935     36689              0             65         501187    1.18637e+10            230    3.16228e+06    7.48549e+10
     577253        103.903      4256        8.80758      4351        13.4739             45          1e+06    2.36712e+10             45    3.16228e+06    7.48549e+10
    5352139        2.89108     39463        288.252     33953        2.08183            250        501.187    1.18637e+07            215         794328    1.88027e+10
     713601        333.136      5263        15565.8       931              0             55        125.892    2.98003e+06             30        199.526    4.72302e+06
    3450473        116.625     25441              0     22971        81.3548            170        316.228    7.48549e+06            155        1995.26    4.72302e+07
    3149371        127.091     23218        6.11536     28481              0            155        39810.7    9.42367e+08            185        50118.7    1.18637e+09
    1819943        10.5899     13414        28.5047     24453        2.35388            100        3981.07    9.42367e+07            160    3.16228e+06    7.48549e+10
    4455772        132.008     32851              0     35492        3.88793            210        50118.7    1.18637e+09            225        63095.7    1.49355e+09
    6586952        69.1658     48583       0.624592      2280        32.2701            300        50118.7    1.18637e+09             35        63095.7    1.49355e+09
    6358708         88.935     46892        1.15046     21660        3.20447            290         100000    2.36712e+09            145         398107    9.42367e+09
        577        41.7212         0        25748.1     10963        11.1206             25            100    2.36712e+06             85        31622.8    7.48549e+08
     604743        39.1833      4446        2722.25     37221        3.07964             50        251.189    5.94594e+06            235        50118.7    1.18637e+09
    3612147        69.2636     26638        3.83386     11305        5.39468            175        15848.9    3.75163e+08             85    1.99526e+06    4.72302e+10
    3522955         89.533     25973        4.50101     29697       0.130455            170         199526    4.72302e+09            190    3.16228e+06    7.48549e+10
    6355574        82.2172     46873              0     11058        10.7439            290        79432.8    1.88027e+09             85         100000    2.36712e+09
         58        250.787         0              0      1102        544.474             25            100    2.36712e+06             30        1584.89    3.75163e+07
    3016909        60.1063     22249        5.44978      7847        7.34986            150        12589.2    2.98003e+08             65    3.16228e+06    7.48549e+10
     541649        63.7453      3990        28.8612     13091              0             45        39810.7    9.42367e+08             95    3.16228e+06    7.48549e+10
     739437        13.8906      5453        178.215      2375        25.2378             55        1258.92    2.98003e+07             35         199526    4.72302e+09
    3588160        77.1054     26448        62.8468     44992        2.61851            175        1584.89    3.75163e+07            280        15848.9    3.75163e+08
    1494813         80.601     11020        8.59824     13927        1.95503             85        63095.7    1.49355e+09            100    1.99526e+06    4.72302e+10
    1324565        17.0448      9766         391.68      9519        7.84839             80        630.957    1.49355e+07             75    1.25892e+06    2.98003e+10
