#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    2401107        4.36001     17708        73.9703      5225        12.2326            125        1584.89    3.75163e+07             50    3.16228e+06    7.48549e+10
     335563        99.7618      2470        34.7127     12977              0             35         630957    1.49355e+10             95         794328    1.88027e+10
    4479702        92.4212     33041       0.400925       722        62.2934            210         501187    1.18637e+10             25         630957    1.49355e+10
     234323        96.7171      1710        46.8567     47177              0             30    2.51189e+06    5.94594e+10            290    3.16228e+06    7.48549e+10
    1703425        14.9376     12559        23.2981     13091        4.16208             95        5011.87    1.18637e+08             95    3.16228e+06    7.48549e+10
     602341        59.8283      4427        2906.35     40527        14.0057             50        199.526    4.72302e+06            255        5011.87    1.18637e+08
    1020815        76.6047      7524        15.8799     13661              0             65        63095.7    1.49355e+09            100        79432.8    1.88027e+09
    1049163        108.572      7733        12.9604     13889              0             65         794328    1.88027e+10            100    1.25892e+06    2.98003e+10
    2911275        77.6958     21470              0      7505        16.7061            145        39810.7    9.42367e+08             65        50118.7    1.18637e+09
    5904329        98.4616     43548       0.908517      2603        22.2611            270         630957    1.49355e+10             35    3.16228e+06    7.48549e+10
    1436527        23.7323     10583        1156.59     32205        2.50445             85        316.228    7.48549e+06            205         794328    1.88027e+10
    1661954        39.3349     12255        3596.28      8246        22.8743             95        125.892    2.98003e+06             70          10000    2.36712e+08
    3242493        18.9041     23902        19.7621     35815        1.54706            160        3981.07    9.42367e+07            225    3.16228e+06    7.48549e+10
    3170043        92.5971     23370        5.00334     29697              0            155         251189    5.94594e+09            190    3.16228e+06    7.48549e+10
    1909512        235.498     14079              0     13224        1313.92            105        316.228    7.48549e+06            100        398.107    9.42367e+06
    4984886        193.035     36765        2660.51      6194              0            235        199.526    4.72302e+06             60        251.189    5.94594e+06
    4298161        111.215     31692              0     26467        74.7157            205        1584.89    3.75163e+07            175        1995.26    4.72302e+07
    4591022        90.3934     33858        2.98721     11210        1.59101            215         251189    5.94594e+09             85         630957    1.49355e+10
    3330233        68.8986     24548        845.049     38779        13.0038            165        251.189    5.94594e+06            245        5011.87    1.18637e+08
    2120829         112.68     15637              0     14839        6.94791            110    1.25892e+06    2.98003e+10            105    3.16228e+06    7.48549e+10
    2963494        22.1132     21850        6455.92     20786        3.89429            150            100    2.36712e+06            140         398107    9.42367e+09
    2500913        18.5154     18430        1362.77     41667        2.33008            130        251.189    5.94594e+06            260         125892    2.98003e+09
    1777487        277.797     13110          15671       893              0            100            100    2.36712e+06             30        125.892    2.98003e+06
    1088521         45.621      8018        435.372     27531         4.7983             70        630.957    1.49355e+07            180        19952.6    4.72302e+08
    2414021         20.806     17803        17.6445      5871        8.96953            125        5011.87    1.18637e+08             55         199526    4.72302e+09
    3206271         41.541     23636         2904.9     32813        3.38949            160        158.489    3.75163e+06            210        31622.8    7.48549e+08
     815483        106.695      6004        16.4872     27873              0             55          1e+06    2.36712e+10            180    1.25892e+06    2.98003e+10
    3101713        9.22321     22876         205.89      3971        22.1594            155        630.957    1.49355e+07             45        31622.8    7.48549e+08
    4006362        103.759     29545        3.69922     12958              0            190         501187    1.18637e+10             95         630957    1.49355e+10
    4771947         5.6835     35188        52.3711     22705        2.70883            225        1584.89    3.75163e+07            150    3.16228e+06    7.48549e+10
    3280154        86.9695     24187        1.20677     17214         5.3173            160         125892    2.98003e+09            120         158489    3.75163e+09
    2245535        113.241     16549        6.22545     34941              0            115    1.99526e+06    4.72302e+10            220    3.16228e+06    7.48549e+10
    4789080        53.6126     35321              0      5624        38.7991            225        7943.28    1.88027e+08             55          10000    2.36712e+08
    2690990        87.7247     19836        6.10574     31274              0            135         158489    3.75163e+09            200         398107    9.42367e+09
    3941295        119.271     29070        99.2418       285              0            190        1584.89    3.75163e+07             25        3162.28    7.48549e+07
    2244201        110.018     16549              0      9595        10.6436            115    1.99526e+06    4.72302e+10             75    3.16228e+06    7.48549e+10
    4709377        89.8245     34732        2.69251      8531        2.86407            220         251189    5.94594e+09             70         316228    7.48549e+09
      66975         49.883       475        100.253     48925              0             25        31622.8    7.48549e+08            300    3.16228e+06    7.48549e+10
    6242888        88.7882     46037        1.48216     23560        2.33864            285         125892    2.98003e+09            155    2.51189e+06    5.94594e+10
    1029015        88.2466      7581          14.48     22629              0             65         125892    2.98003e+09            150    1.25892e+06    2.98003e+10
    6054387        175.367     44650        1602.57     14953              0            280        251.189    5.94594e+06            110        316.228    7.48549e+06
    6571375        67.1785     48450         3.6847     48925        1.26332            300          10000    2.36712e+08            300    3.16228e+06    7.48549e+10
    3709086        95.9498     27341        1.21085     42218        39.8223            180        1995.26    4.72302e+07            265        2511.89    5.94594e+07
     638408        68.4752      4693        44.5948     40584        3.92931             50        5011.87    1.18637e+08            255          10000    2.36712e+08
    5023220        48.1679     37050        7.30653       380        90.8057            235        6309.57    1.49355e+08             25          10000    2.36712e+08
    4854839        115.805     35796              0     31445        3.29352            225    2.51189e+06    5.94594e+10            200    3.16228e+06    7.48549e+10
    5146316        118.986     37943        10.6215     38836              0            240        7943.28    1.88027e+08            245          10000    2.36712e+08
    6425337        120.136     47386        148.049     15067              0            295           1000    2.36712e+07            110        1258.92    2.98003e+07
    2849361        9.61537     21014        2597.33      5795        14.4018            145        158.489    3.75163e+06             55        79432.8    1.88027e+09
    4829078        91.0834     35606        3.03349     31426       0.404504            225         251189    5.94594e+09            200    2.51189e+06    5.94594e+10
     948577         180.41      6992              0     11571        231.899             65            100    2.36712e+06             90        1258.92    2.98003e+07
    4628884        15.7038     34124        2326.94     45372        1.63068            220        158.489    3.75163e+06            280    1.58489e+06    3.75163e+10
    4408915        2.77169     32509        155.464     26201          2.571            210        794.328    1.88027e+07            170    3.16228e+06    7.48549e+10
    1942978        42.4491     14326        14.7821     12806        4.93146            105        6309.57    1.49355e+08             95         100000    2.36712e+09
    6257517        97.2107     46151        2.25743      7847         1.2765            285         501187    1.18637e+10             65    3.16228e+06    7.48549e+10
    3912150        8.93336     28842        5586.38     33858        2.66304            190            100    2.36712e+06            215         251189    5.94594e+09
    4221174        109.234     31122              0     32034        4.11377            200        63095.7    1.49355e+09            205         100000    2.36712e+09
     184735        43.6054      1349        66.1382     34941              0             30        31622.8    7.48549e+08            220    3.16228e+06    7.48549e+10
    3412003        101.288     25156        4.40879     26201              0            165         398107    9.42367e+09            170    3.16228e+06    7.48549e+10
    4073299        31.3107     30039        12.4027     12217          4.486            195        5011.87    1.18637e+08             90    3.16228e+06    7.48549e+10
    6117999        88.7484     45106        1.41281     48925        1.30806            280        63095.7    1.49355e+09            300    3.16228e+06    7.48549e+10
    5886336        80.8842     43415        1.42285      3344        15.6821            270         125892    2.98003e+09             40         630957    1.49355e+10
    3786535         115.31     27911        3.71121     45429              0            180    1.99526e+06    4.72302e+10            280    3.16228e+06    7.48549e+10
    5079774        109.089     37449        2.85993     47082              0            235         794328    1.88027e+10            290          1e+06    2.36712e+10
    6425935        119.979     47386        146.806     26429              0            295           1000    2.36712e+07            175        1258.92    2.98003e+07
    6133679        88.7269     45239         1.7888      4237        7.84683            280         316228    7.48549e+09             45         794328    1.88027e+10
    4691079        77.4369     34599        1.73736      3477        17.4966            220        50118.7    1.18637e+09             40    3.16228e+06    7.48549e+10
    4769831        3.77008     35169        73.5766     31445        2.01672            225        1258.92    2.98003e+07            200    3.16228e+06    7.48549e+10
    5780354        92.6308     42617        2.76091     45334      0.0743402            265         316228    7.48549e+09            280          1e+06    2.36712e+10
    3619950        100.958     26695              0     12730        10.8371            175        31622.8    7.48549e+08             95        39810.7    9.42367e+08
    4859713        20.5557     35834        5269.98     26163        2.81583            230            100    2.36712e+06            170    1.99526e+06    4.72302e+10
     470119        102.156      3458        27.3886     24453              0             40    2.51189e+06    5.94594e+10            160    3.16228e+06    7.48549e+10
     549086        79.3363      4047        25.0616      7562              0             45        79432.8    1.88027e+09             65         100000    2.36712e+09
    4459914        86.9903     32889              0     16302        7.75401            210        79432.8    1.88027e+09            115         100000    2.36712e+09
    2882358        7.26387     21242        37.6003     45410        1.33197            145        2511.89    5.94594e+07            280    2.51189e+06    5.94594e+10
    1986592        103.352     14649        7.25334      9424              0            105         316228    7.48549e+09             75         398107    9.42367e+09
    4628190         12.245     34124        2283.92     32186        2.38901            220        158.489    3.75163e+06            205         630957    1.49355e+10
     697309        105.416      5130        18.8942     33991              0             50          1e+06    2.36712e+10            215    1.25892e+06    2.98003e+10
    5228037        7.40173     38551        643.224     25327        2.78976            245        316.228    7.48549e+06            165    3.16228e+06    7.48549e+10
    2955958        114.517     21793        4.74065     24434              0            145    1.99526e+06    4.72302e+10            160    2.51189e+06    5.94594e+10
    1722146        75.0719     12692        6.49012     26182        2.00608             95        25118.9    5.94594e+08            170    2.51189e+06    5.94594e+10
      72495        74.4753       532        80.1918      6973              0             25        63095.7    1.49355e+09             60    3.16228e+06    7.48549e+10
    5734175        40.8396     42275        9.65738     48925        1.14577            265        5011.87    1.18637e+08            300    3.16228e+06    7.48549e+10
     891836         66.232      6574        13.8786     10260        3.80718             60        25118.9    5.94594e+08             80         251189    5.94594e+09
    5539224        90.2709     40850        2.28379     15656        1.72302            255         251189    5.94594e+09            110    1.58489e+06    3.75163e+10
    5224931        51.9579     38532        774.386     15257        9.65043            245        251.189    5.94594e+06            110        12589.2    2.98003e+08
     475448        50.0818      3496        12809.8     27816        3.19678             45            100    2.36712e+06            180         630957    1.49355e+10
    3712659        14.1596     27379        23.7952     12217         4.6576            180        3162.28    7.48549e+07             90    3.16228e+06    7.48549e+10
     525871        18.9439      3876        35.9176      6973        5.86221             45          10000    2.36712e+08             60    3.16228e+06    7.48549e+10
    1141020        78.3564      8398        14.5162     46132              0             70        63095.7    1.49355e+09            285         398107    9.42367e+09
    5656286        91.9392     41705              0     37354        3.29594            260         199526    4.72302e+09            235         251189    5.94594e+09
      20830        48.4296       152        1057.12      4218        18.7234             25        630.957    1.49355e+07             45         630957    1.49355e+10
    3281488        92.1406     24187        5.23994     42560              0            160         125892    2.98003e+09            265         158489    3.75163e+09
    1130897        64.0244      8341        8.78662       627        35.3126             70        31622.8    7.48549e+08             25         199526    4.72302e+09
    6581081         82.909     48526        1.70385     37563        1.78093            300        25118.9    5.94594e+08            235    3.16228e+06    7.48549e+10
    1514041        105.679     11153        9.36079     36651              0             85         316228    7.48549e+09            230    1.99526e+06    4.72302e+10
    1073668         33.056      7904         4841.9     38988        2.80441             70        158.489    3.75163e+06            245        63095.7    1.49355e+09
    3754059        86.9105     27683        2.97196     15713         2.5331            180         125892    2.98003e+09            110    3.16228e+06    7.48549e+10
     646711        29.4094      4769        26.6397      2565        12.7126             50        12589.2    2.98003e+08             35    1.99526e+06    4.72302e+10
    1008114        80.6817      7429        20.6523     17062              0             65        19952.6    4.72302e+08            120        25118.9    5.94594e+08
    2872147        3.90232     21166         137.55     47177        1.46025            145           1000    2.36712e+07            290    3.16228e+06    7.48549e+10
    5333522        200.358     39330        3134.84     22838        652.585            250            100    2.36712e+06            155        398.107    9.42367e+06
     319503         95.874      2356              0      1501        46.7769             35         158489    3.75163e+09             30         199526    4.72302e+09
      81268        76.5322       589        37.7818     26828        2.32628             25         125892    2.98003e+09            175         158489    3.75163e+09
    2381465        22.6507     17556         1391.2     23579        3.24035            125        251.189    5.94594e+06            155    3.16228e+06    7.48549e+10
     902181        75.1271      6650        17.6449     11039              0             60        63095.7    1.49355e+09             85        79432.8    1.88027e+09
     114033           92.7       836        71.3823     13091              0             25    2.51189e+06    5.94594e+10             95    3.16228e+06    7.48549e+10
      62554        45.2237       456        99.2918     13870        0.79392             25        25118.9    5.94594e+08            100          1e+06    2.36712e+10
    1638703        107.732     12084              0      6973        14.4903             90         630957    1.49355e+10             60    3.16228e+06    7.48549e+10
    4131903        111.113     30457        3.48154     48925              0            195         794328    1.88027e+10            300    3.16228e+06    7.48549e+10
    4267635        15.4078     31464        5480.17     33801        2.80394            205            100    2.36712e+06            215         125892    2.98003e+09
     600858        239.885      4427              0     12350        1374.71             50        199.526    4.72302e+06             95        398.107    9.42367e+06
    4645045        145.897     34257        262.892      9823              0            220        794.328    1.88027e+07             80        1258.92    2.98003e+07
    3164651        88.6124     23332        4.58999     25137       0.597713            155         158489    3.75163e+09            165         316228    7.48549e+09
    1633689        108.268     12046        8.53829      9595              0             90         398107    9.42367e+09             75    3.16228e+06    7.48549e+10
    3478537        84.4311     25650              0     17803        29.9826            170        3981.07    9.42367e+07            125        5011.87    1.18637e+08
    5023751        44.9687     37050        7.77195     10469        5.41914            235        6309.57    1.49355e+08             80    3.16228e+06    7.48549e+10
    3538365        112.087     26087        4.02071     28823              0            170         794328    1.88027e+10            185    3.16228e+06    7.48549e+10
    1221193        5.64657      9006        55.2006      3211        18.4784             75        2511.89    5.94594e+07             40         125892    2.98003e+09
    5381383        51.5152     39691        3.44341      2261        29.5146            250        7943.28    1.88027e+08             35        50118.7    1.18637e+09
    5803681         116.48     42788        2.42244     48051              0            265    2.51189e+06    5.94594e+10            295    3.16228e+06    7.48549e+10
    1983647         97.308     14630        4.49133      2413        13.7165            105         251189    5.94594e+09             35         316228    7.48549e+09
    2963723        15.9241     21850        6395.31     25137        3.40652            150            100    2.36712e+06            165         316228    7.48549e+09
    1433863        31.6531     10564        1711.81     30533        2.59649             85        251.189    5.94594e+06            195    1.99526e+06    4.72302e+10
    1749103        99.9397     12882        8.42148     48925              0             95         251189    5.94594e+09            300    3.16228e+06    7.48549e+10
    1536859        111.117     11324        9.06632     29697              0             85    2.51189e+06    5.94594e+10            190    3.16228e+06    7.48549e+10
    2599321        99.7143     19171              0      2603        34.3911            130    1.99526e+06    4.72302e+10             35    3.16228e+06    7.48549e+10
    5123645        63.5584     37772        102.081     48583        1.61921            240           1000    2.36712e+07            300        50118.7    1.18637e+09
    1449689        9.17683     10678         192.61     37563        1.94682             85           1000    2.36712e+07            235    3.16228e+06    7.48549e+10
    4379337        99.7131     32300              0      2603        34.3415            205    2.51189e+06    5.94594e+10             35    3.16228e+06    7.48549e+10
    1881123        111.561     13870              0     12217        8.41648            100          1e+06    2.36712e+10             90    3.16228e+06    7.48549e+10
     355859        302.629      2622              0      7049        5767.07             40            100    2.36712e+06             65        199.526    4.72302e+06
    3275927        88.6232     24149        2.60565     34789        1.75489            160        79432.8    1.88027e+09            220         501187    1.18637e+10
     769787        60.8182      5662        29.4548     40641              0             55        15848.9    3.75163e+08            255        19952.6    4.72302e+08
    2500451        24.1654     18430         1376.7     32889        2.98907            130        251.189    5.94594e+06            210        79432.8    1.88027e+09
    3056929        102.875     22534        4.84045     34067              0            150         398107    9.42367e+09            215    3.16228e+06    7.48549e+10
    1720121        70.7445     12673        7.13318     36651         1.4343             95        19952.6    4.72302e+08            230    1.99526e+06    4.72302e+10
    3698073        3.45541     27265        170.794     28747        2.39182            180        794.328    1.88027e+07            185    1.25892e+06    2.98003e+10
    1084550         254.67      7999        1144.14      1026              0             70        501.187    1.18637e+07             30        630.957    1.49355e+07
    5183085        86.3787     38228        2.02744      3287        10.5207            240         251189    5.94594e+09             40         316228    7.48549e+09
    2275513        4.66589     16777        197.643     17195        5.03955            120        794.328    1.88027e+07            120         125892    2.98003e+09
    6603150        89.2038     48697        1.17737     16378        3.85911            300         199526    4.72302e+09            115         251189    5.94594e+09
    1297336        110.031      9557         10.695     30552              0             75    1.99526e+06    4.72302e+10            195    2.51189e+06    5.94594e+10
     583049        103.941      4294        22.4659     16587              0             45    1.58489e+06    3.75163e+10            115    3.16228e+06    7.48549e+10
    6019505        94.2665     44384        2.67361     37411              0            275         398107    9.42367e+09            235         501187    1.18637e+10
    2111721        109.843     15561        6.68125     37563              0            110         501187    1.18637e+10            235    3.16228e+06    7.48549e+10
    1533224        110.019     11305              0      9576        10.6536             85    1.99526e+06    4.72302e+10             75    2.51189e+06    5.94594e+10
    1079769        198.568      7961              0      8075        274.074             70        316.228    7.48549e+06             70        1258.92    2.98003e+07
    6531047        130.552     48165              0     16853        97.0312            300        316.228    7.48549e+06            120        1995.26    4.72302e+07
    1428267        117.373     10526        594.622     22097        78.0724             85        158.489    3.75163e+06            150        1995.26    4.72302e+07
    5761723         88.727     42484        1.38614     33953        1.99872            265        63095.7    1.49355e+09            215         794328    1.88027e+10
    4325057        73.8996     31882        3.35994     48051        1.29001            205        15848.9    3.75163e+08            295    3.16228e+06    7.48549e+10
    3188624        114.467     23503        4.39864     40128              0            155    1.25892e+06    2.98003e+10            250    1.58489e+06    3.75163e+10
     872651        30.6614      6422        41.3396     37297        2.07367             60        3981.07    9.42367e+07            235         125892    2.98003e+09
     110765        92.6194       798        70.5796     48887              0             25    1.58489e+06    3.75163e+10            300    1.99526e+06    4.72302e+10
     958539        37.8285      7068        1887.36      5073        14.9551             65        251.189    5.94594e+06             50         501187    1.18637e+10
     603626        116.439      4446        359.196     15998         69.599             50        251.189    5.94594e+06            115        2511.89    5.94594e+07
    5086540        115.398     37506        2.76941     28804              0            235    1.58489e+06    3.75163e+10            185    2.51189e+06    5.94594e+10
     122868        203.355       893              0     34124        4142.89             30        125.892    2.98003e+06            220        158.489    3.75163e+06
    2024765        24.4892     14934        1253.01       551        58.1297            110        251.189    5.94594e+06             25        79432.8    1.88027e+09
    3136003        63.0409     23123        5.39201     19209        3.01755            155        12589.2    2.98003e+08            130    3.16228e+06    7.48549e+10
     620953        15.7521      4579        194.479      2603        25.2868             50        1258.92    2.98003e+07             35    3.16228e+06    7.48549e+10
    1423841        194.394     10488              0     35891        2652.73             85            100    2.36712e+06            230        199.526    4.72302e+06
    4274288        125.292     31521              0     13376        81.0107            205        199.526    4.72302e+06            100        2511.89    5.94594e+07
    1274603        91.7215      9386        2.41219     39121         2.4133             75         251189    5.94594e+09            245         316228    7.48549e+09
    5083045        111.118     37487              0     11343        9.06659            235    1.25892e+06    2.98003e+10             85    3.16228e+06    7.48549e+10
     987597        56.5428      7277        47.7754     18791        5.28657             65        3162.28    7.48549e+07            130        19952.6    4.72302e+08
    3441680        223.847     25384         4960.1      2736              0            170        158.489    3.75163e+06             40        398.107    9.42367e+06
    6015879        91.9266     44365        2.29341     17461         1.0262            275         316228    7.48549e+09            120    3.16228e+06    7.48549e+10
    1588459        40.9103     11704        18.2693     31217        1.95169             90        6309.57    1.49355e+08            200         199526    4.72302e+09
    4106875        85.9752     30286        2.38751     13889        3.62585            195         100000    2.36712e+09            100    1.25892e+06    2.98003e+10
    5662093        87.1089     41762         1.3115       855        38.4574            260         398107    9.42367e+09             25    3.16228e+06    7.48549e+10
    4584806        101.838     33801              0     39938        3.23732            215         125892    2.98003e+09            250         158489    3.75163e+09
     147226        8.04722      1083        338.141      7486        13.3311             30        1258.92    2.98003e+07             65        39810.7    9.42367e+08
    6386547        111.561     47101              0     12217        8.41309            290    1.25892e+06    2.98003e+10             90    3.16228e+06    7.48549e+10
    4204334        72.0002     31008              0      5738        21.5766            200        15848.9    3.75163e+08             55        39810.7    9.42367e+08
    4725622        112.658     34846        3.01426     23522              0            220          1e+06    2.36712e+10            155    1.58489e+06    3.75163e+10
    1006341        53.7404      7410        15.0753     32319        1.28008             65        15848.9    3.75163e+08            205    3.16228e+06    7.48549e+10
    3212794        101.685     23693              0      9918        56.5209            160        316.228    7.48549e+06             80        3981.07    9.42367e+07
    4599900        101.724     33915        3.28574     33060              0            215         501187    1.18637e+10            210         630957    1.49355e+10
    1683313        4.42018     12407        241.147     22515        3.57765             95        794.328    1.88027e+07            150         316228    7.48549e+09
      83489        91.3175       608        72.2331     20083              0             25         158489    3.75163e+09            135    3.16228e+06    7.48549e+10
     248507         87.005      1824        1316.88     23009        39.6893             35        251.189    5.94594e+06            155        3162.28    7.48549e+07
    2148408        30.6094     15846        332.169       456        90.7809            115        398.107    9.42367e+06             25        25118.9    5.94594e+08
    2482021        113.697     18297        5.64365     25327              0            125    1.99526e+06    4.72302e+10            165    3.16228e+06    7.48549e+10
    4216175          85.08     31084        2.20147     34941        1.80126            200        39810.7    9.42367e+08            220    3.16228e+06    7.48549e+10
     366343        50.9709      2698        2670.38     10469        8.10579             40        251.189    5.94594e+06             80    3.16228e+06    7.48549e+10
    1143559        78.8641      8417        14.0819     45429              0             70        79432.8    1.88027e+09            280    3.16228e+06    7.48549e+10
    2464218        105.502     18164          5.864     29678              0            125         398107    9.42367e+09            190    2.51189e+06    5.94594e+10
    4859751        9.82565     35834        5049.91     26885        3.08598            230            100    2.36712e+06            175         316228    7.48549e+09
    2144633        49.6329     15808        1374.67     26619        6.63713            115        251.189    5.94594e+06            175        12589.2    2.98003e+08
    1366935        73.0822     10070        8.58787     31445        1.50878             80        25118.9    5.94594e+08            200    3.16228e+06    7.48549e+10
    1906659        249.932     14060        2805.56      7961              0            105        251.189    5.94594e+06             70        316.228    7.48549e+06
     477128        94.6654      3515        2780.75     10792        49.1885             45        125.892    2.98003e+06             85        3981.07    9.42367e+07
    2760708         83.331     20349        39.8663     34428        8.62625            140        1995.26    4.72302e+07            220        6309.57    1.49355e+08
    1419329        110.597     10450        9.78228     48051              0             80    2.51189e+06    5.94594e+10            295    3.16228e+06    7.48549e+10
    1104300        59.8676      8132        62.0555     33668        2.98648             70        2511.89    5.94594e+07            215        25118.9    5.94594e+08
     806287        106.337      5928        16.5472     48925              0             55         398107    9.42367e+09            300    3.16228e+06    7.48549e+10
    3902269        115.224     28766        3.59743     41895              0            185    1.58489e+06    3.75163e+10            260    1.99526e+06    4.72302e+10
    5702757        6.33291     42047        615.494     39311        1.78226            265        316.228    7.48549e+06            245    3.16228e+06    7.48549e+10
    3600217        86.0706     26543        17.3532     29355         1.2554            175        5011.87    1.18637e+08            190        50118.7    1.18637e+09
    1300787        110.018      9576        10.6478     47177              0             75    2.51189e+06    5.94594e+10            290    3.16228e+06    7.48549e+10
    2919435        84.8236     21527        3.57534     15713        2.94793            145        79432.8    1.88027e+09            110    3.16228e+06    7.48549e+10
    1060713        108.621      7809        12.9953     37563              0             65    1.99526e+06    4.72302e+10            235    3.16228e+06    7.48549e+10
    6521511        13.1751     48089        2952.46     31445         2.2724            300        125.892    2.98003e+06            200    3.16228e+06    7.48549e+10
    5687809        198.309     41952         8817.3        19              0            265            100    2.36712e+06             25        125.892    2.98003e+06
    3065619        102.117     22610              0      3401        27.3309            150          1e+06    2.36712e+10             40    1.25892e+06    2.98003e+10
    2261319         173.22     16663              0     41173        1117.16            120        199.526    4.72302e+06            260        316.228    7.48549e+06
    3852709        138.559     28405        6.43039     30191              0            185        19952.6    4.72302e+08            195        31622.8    7.48549e+08
    4749300        21.3739     35017        1455.98     32908        2.81023            225        199.526    4.72302e+06            210         100000    2.36712e+09
    3552257        115.198     26182        3.95319     48051              0            170    2.51189e+06    5.94594e+10            295    3.16228e+06    7.48549e+10
    2641432        73.7589     19475        41.7496     19608        8.21962            135        1995.26    4.72302e+07            135          10000    2.36712e+08
    3573831        7.35807     26353        360.639     17461        4.08145            175        501.187    1.18637e+07            120    3.16228e+06    7.48549e+10
    5711207         2.4505     42123        124.711      4085        15.1069            265        794.328    1.88027e+07             45         125892    2.98003e+09
    4322366        131.033     31863        8.04873     45866              0            205        12589.2    2.98003e+08            285        15848.9    3.75163e+08
    4487207         110.36     33079          3.216     45429              0            210         794328    1.88027e+10            280    3.16228e+06    7.48549e+10
    1927413        153.727     14212              0     10735         123.13            105        1584.89    3.75163e+07             85        1995.26    4.72302e+07
    3047590        88.0101     22477        4.03549      3458        6.65326            150         199526    4.72302e+09             40    2.51189e+06    5.94594e+10
    2027987        6.73348     14953        936.767     12825        6.92898            110        316.228    7.48549e+06             95         125892    2.98003e+09
    1763359        111.888     12996        7.86474     26125              0             95          1e+06    2.36712e+10            170    1.25892e+06    2.98003e+10
    1422562         165.59     10488              0     11590        163.465             85            100    2.36712e+06             90        1584.89    3.75163e+07
    3730623        99.6425     27512              0     10925        14.4361            180        15848.9    3.75163e+08             85        19952.6    4.72302e+08
     453513        99.7153      3344              0      2603        34.4085             40         630957    1.49355e+10             35    3.16228e+06    7.48549e+10
    1955254        34.0241     14421       0.876894      1330        66.5426            105        19952.6    4.72302e+08             30        25118.9    5.94594e+08
    1188139        255.336      8759              0     11457        2155.42             75        125.892    2.98003e+06             90        316.228    7.48549e+06
    4931199        85.2121     36366         1.7531     13965        4.45305            230        63095.7    1.49355e+09            100    3.16228e+06    7.48549e+10
    5699997        8.50547     42028        918.805     35815        1.97703            265        251.189    5.94594e+06            225    3.16228e+06    7.48549e+10
    2213240        85.2755     16321        6.52831      8664        1.49326            115         125892    2.98003e+09             70    1.58489e+06    3.75163e+10
    3070773        102.136     22648              0      3439        27.3755            150    1.58489e+06    3.75163e+10             40    1.99526e+06    4.72302e+10
    6529955        55.5462     48146        862.912     45049        2.27339            300        251.189    5.94594e+06            280        31622.8    7.48549e+08
    6185468        3.55582     45619          118.3      9348        7.41109            285        794.328    1.88027e+07             75         158489    3.75163e+09
    6207101        42.2178     45771        9.02617     28823        1.96613            285        5011.87    1.18637e+08            185    3.16228e+06    7.48549e+10
    4444917        107.088     32775              0     25023         5.3516            210        19952.6    4.72302e+08            165        79432.8    1.88027e+09
    5569610        26.9381     41078        3370.11      5662        22.0684            260            100    2.36712e+06             55        15848.9    3.75163e+08
    3487648        104.574     25707        14.2597     44080              0            170        7943.28    1.88027e+08            275          10000    2.36712e+08
    6078897        12.4153     44821        32.5216     40147        1.45547            280        1995.26    4.72302e+07            250    1.99526e+06    4.72302e+10
    1317860        186.839      9709              0     28956        916.829             80        316.228    7.48549e+06            190        398.107    9.42367e+06
    6098334        116.858     44973              0     17898        10.7554            280        12589.2    2.98003e+08            125        15848.9    3.75163e+08
    1603421        74.1257     11818        7.02992     21831         2.3525             90        25118.9    5.94594e+08            145    3.16228e+06    7.48549e+10
    4015979          112.6     29602              0     48849        2.16404            190          1e+06    2.36712e+10            300    1.25892e+06    2.98003e+10
    4397763        25.3457     32433        618.063     10089        9.50253            210        316.228    7.48549e+06             80        31622.8    7.48549e+08
    5099425        201.511     37601        6028.82     28899              0            240        125.892    2.98003e+06            190        199.526    4.72302e+06
    6034507        115.034     44498        2.34428     28785              0            275    1.58489e+06    3.75163e+10            185    1.99526e+06    4.72302e+10
    4124310        99.2339     30419       0.917314      2546        25.6875            195         501187    1.18637e+10             35    1.58489e+06    3.75163e+10
    4147363        220.587     30590        10793.4        57              0            200            100    2.36712e+06             25        199.526    4.72302e+06
    2836727        110.622     20919              0     10469         9.8096            140    1.99526e+06    4.72302e+10             80    3.16228e+06    7.48549e+10
    3081117        29.2735     22724        6146.01      4199        16.6529            155            100    2.36712e+06             45         501187    1.18637e+10
    5133674        76.6462     37848        29.4322     43358         1.2497            240        2511.89    5.94594e+07            270        63095.7    1.49355e+09
    5572692         44.378     41097        2844.23     15276        8.36761            260        125.892    2.98003e+06            110        15848.9    3.75163e+08
      65354         49.071       475        88.5912     18126       0.739669             25        31622.8    7.48549e+08            125         251189    5.94594e+09
    2893742        97.0744     21337        9.49453     16986        6.21039            145        7943.28    1.88027e+08            120          10000    2.36712e+08
    3781245        114.637     27873         3.7248     42807              0            180    1.25892e+06    2.98003e+10            265    3.16228e+06    7.48549e+10
    3393551        85.6549     25023        2.90957     18221        2.78499            165        79432.8    1.88027e+09            125         794328    1.88027e+10
     217671        96.7993      1596        47.1721     24453              0             30         630957    1.49355e+10            160    3.16228e+06    7.48549e+10
    5114721        40.5106     37715        284.166     25859        3.41189            240        501.187    1.18637e+07            170        50118.7    1.18637e+09
    6609550        92.7088     48735        2.08997     40090       0.477343            300         316228    7.48549e+09            250          1e+06    2.36712e+10
    6441814        101.181     47500        20.3799     34466              0            295        3981.07    9.42367e+07            220          10000    2.36712e+08
    2525392        6.49389     18620        39.8848     17328        3.55103            130        2511.89    5.94594e+07            120         630957    1.49355e+10
